date,close__晶澳科技,close__国轩高科,close__智飞生物,close__三花智控,close__圣邦股份,close__大秦铁路,close__华能水电,close__上港集团,close__皖通高速,close__建发股份,peTTM__晶澳科技,peTTM__国轩高科,peTTM__智飞生物,peTTM__三花智控,peTTM__圣邦股份,peTTM__大秦铁路,peTTM__华能水电,peTTM__上港集团,peTTM__皖通高速,peTTM__建发股份
2018-01-16,5.7120209,21.44920721,20.9969994,10.3462807,7.80765969,5.81553252,4.08303208,5.57485991,7.62440042,6.93411721,311.497811,26.811378,173.894118,38.940336,53.404702,10.830731,67.929114,14.249901,17.221061,10.631912
2018-01-17,5.6973872,20.5623931,21.23306034,10.2397827,8.12073861,5.82155274,4.18855776,5.62203785,7.74233928,7.01576367,310.699781,25.702865,175.849141,38.539509,55.546175,10.841943,69.684738,14.370492,17.487447,10.757098
2018-01-18,5.6973872,20.59162873,20.65533225,10.11731,8.54156547,5.8095123,4.0992668,5.59844888,7.7354017,6.98077233,310.699781,25.73941,171.06448,38.078558,58.424647,10.819519,68.19921,14.310196,17.471777,10.703447
2018-01-19,5.6827535,20.3674889,20.9969994,10.5007028,8.4571968,5.96603802,4.05868,5.62203785,7.65908832,7.01576367,309.901751,25.459236,173.894118,39.521535,57.847562,11.11103,67.523971,14.370492,17.29941,10.757098
2018-01-22,5.7510441,20.66959041,20.46896835,10.7669478,8.32302012,6.09246264,3.96938904,5.62203785,7.6660259,6.93411721,313.625892,25.836861,169.521041,40.523602,56.929788,11.34648,66.038443,14.370492,17.315079,10.631912
2018-01-23,5.7315325,21.03016318,20.89139319,10.8148719,8.22950304,6.09246264,3.99374112,5.74784569,7.67296348,7.07408257,312.561852,26.287575,173.019503,40.703974,56.290128,11.34648,66.443587,14.69207,17.330749,10.846517
2018-01-24,5.7364104,21.19583175,20.500029,11.075792,8.64524745,6.09246264,4.00185848,5.75570868,8.1863444,7.19655226,312.827862,26.49466,169.778281,41.686,59.133836,11.34648,66.578635,14.712168,18.490311,11.034297
2018-01-25,5.7168988,21.1471057,19.80427044,10.9213699,8.41755369,6.02624022,3.95315432,5.77929765,8.10309344,7.28403061,311.763822,26.433753,164.016109,41.104801,57.576402,11.223149,65.768347,14.772464,18.302274,11.168426
2018-01-26,5.6973872,21.05939881,20.77957485,10.809547,8.36469621,6.15266484,3.92068488,5.90510549,7.95740426,7.4065003,310.699781,26.32412,172.093439,40.683933,57.214854,11.4586,65.228156,15.094041,17.973209,11.356205
2018-01-29,5.6778756,20.50392184,18.70472343,10.4581036,8.1420849,6.06236154,3.95315432,5.85792755,7.86027814,7.44732353,309.635741,25.629777,154.909819,39.361204,55.692184,11.290421,65.768347,14.97345,17.753833,11.418799
2018-01-30,5.6973872,20.50392184,18.14563173,10.596551,8.0607657,6.05634132,3.98562376,5.67707878,7.81171508,7.37150896,310.699781,25.629777,150.279503,39.882279,55.135957,11.279209,66.308539,14.511182,17.644144,11.302554
2018-01-31,5.6681198,20.24080117,17.2697214,10.7083739,7.7964783,5.8095123,3.82327656,5.69280476,7.9435291,7.37150896,309.103721,25.300878,143.02534,40.303147,53.328221,10.819519,63.60758,14.551379,17.94187,11.302554
2018-02-01,5.6486082,19.42220353,17.62381281,10.4687534,7.7863134,5.8697145,3.70963352,5.77143466,7.48564882,7.29569439,308.03968,24.277635,145.957874,39.401287,53.258693,10.931639,61.716909,14.752365,16.907666,11.186309
2018-02-02,5.6876314,18.81800051,17.71699476,10.8787707,8.12683755,5.86369428,3.75022032,5.88937951,7.64521316,7.54063377,310.167761,23.522385,146.729593,40.94447,55.587892,10.920427,62.392149,15.053844,17.26807,11.561869
