Date,AAPL,AMD,AMZN,BAC,CVX,GOOGL,GS,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,QQQ,SPY,TSLA,WMT,XOM
2019-01-02,37.72459429722969,19.0,77.66799926757812,21.096124392573252,,52.60472690168377,145.5776125587383,104.9026719452467,81.21908204546742,37.81492717500413,136.43927241230728,94.98524534214235,3.433010007847513,29.463682082298487,76.00711932402872,148.8724565319595,225.30631074260154,21.0086669921875,28.059933549591584,50.131002294912534
2019-01-03,34.60638999543763,18.68000030517578,76.9000015258789,21.01221587339086,,52.875981979933826,145.17194071291235,104.81278509966289,81.14833574434445,37.93505003942899,136.10193043297755,93.52896405559065,3.350706253078541,29.35531786573158,76.93030816559018,146.49238517679825,222.93855359314486,20.626667022705078,28.377540121536033,50.4036289488258
2019-01-04,35.27847518696242,19.06999969482422,79.69999694824219,21.52409297160887,,53.55734876361941,148.74690816667288,105.12329944942726,82.82233702275678,38.095218658447266,136.92548346138585,95.69473847770364,3.4144167407610677,29.36209357875454,76.92195892333984,150.06722511055858,227.0104124077604,21.200000762939453,28.06293127844333,51.13547267537757
2019-01-07,35.34498388334802,20.68000030517578,81.72799682617188,21.633179539154707,,53.69123663835179,150.29351839317337,104.87816321333013,83.26546559857584,38.23937194483988,137.78870497792076,96.40421963605164,3.5919188806213604,29.544968641478164,76.93029349067399,151.84511830357516,229.55757659447116,22.44933319091797,28.51536795252038,51.73097587524253
2019-01-08,36.055068075400506,21.200000762939453,83.83049774169922,21.64157382767587,,54.21937410077029,150.521770011384,106.63499122760568,83.55267169524379,38.09521426765475,142.02546273037706,97.05765075322978,3.6387728650754028,29.59915983345733,77.42095073012236,153.03991086244955,230.77733980190953,22.93400001525879,28.69214317790731,52.08255843225344
2019-01-09,36.698656883144814,21.440000534057617,83.38999938964844,21.691924942224613,,54.134585036252574,150.1752220996465,106.42252715843877,83.28188587698907,37.86297621632444,143.57332102571948,97.90716818175943,3.5820031126034304,29.57883258135343,77.31285025994124,154.38760761717216,232.2123055664393,22.899999618530273,28.805996481525618,52.08973487251607
2019-01-10,36.56566356603284,19.829999923706055,83.1624984741211,21.63318101671693,,53.54793055338616,150.49635962733404,106.13656348353754,82.65821589711186,37.710822000226614,143.43437640890122,96.85229385187884,3.6090234951759435,29.280808044386593,76.13186584674709,154.24428647746154,232.43658187833222,23.025999069213867,28.45843615353211,51.71663794218215
2019-01-11,36.501531088310195,20.350000381469727,83.0145034790039,21.851359637985137,,53.228564287913436,149.6259110898452,106.09567887965869,82.19870097963496,37.92704285505062,144.2281638432297,96.56288845817663,3.7124007198557143,29.043743133544922,76.49783168411066,153.75679075487486,232.3020061415807,23.227333068847656,28.551319811609645,51.580326868098666
2019-01-14,35.924448615457706,20.6200008392334,82.41000366210938,22.22057794970621,,52.48868312031389,151.73874927790365,105.3766133673111,83.17520591552768,37.959079092753306,145.42873910742972,96.03078735166115,3.754793022301829,28.87441812840679,76.4395879279632,152.89650234920066,231.6652533127134,22.833332061767578,28.59926347775306,51.50138517952492
2019-01-15,36.42791458616587,20.68000030517578,83.75800323486328,22.497499783531364,,53.96746024116966,152.11905114679814,105.80969874133257,84.08606599891813,38.11924241426254,149.50676300284843,98.06586780429797,3.801647769092277,29.287586837916287,77.02177979000898,155.4199574847439,233.8178213276503,23.253332138061523,28.943831428318088,51.91755114353615
