Date,AAPL,AMD,AMZN,BAC,CVX,GOOGL,GS,JNJ,JPM,KO,META,MSFT,NVDA,PFE,PG,QQQ,SPY,TSLA,WMT,XOM
2019-01-02,36.627408207295694,17.979999542236328,73.04650115966797,20.14789036561256,,50.843779752140335,138.05575558783823,103.18670183322492,78.09339572118431,37.28638322074306,127.55896464929714,92.36206787271878,3.224024907740163,28.88118057150666,74.79286912851931,144.21750862573575,220.58869057186968,19.920000076293945,27.45768611832483,48.25835392731736
2019-01-03,33.72294357800193,16.940000534057617,74.85549926757812,20.51711962266258,,50.69947078305662,142.23079886030948,102.43494477599661,79.34303599619643,37.26235743778105,130.09903544528873,90.73774627455798,3.1655200485782737,28.413833701075305,75.16714638606096,142.88887021857158,218.54381198522043,19.825332641601562,27.77529260078041,49.047574458443634
2019-01-04,34.150418952054864,17.43000030517578,75.91549682617188,21.003823386788092,,51.41802873823579,144.60566417725457,103.55442459513331,80.6477673326395,37.35045167914563,132.70857545623448,92.35274909292929,3.2153479125742086,28.623807090102005,75.15880419214207,145.03950039885382,221.68291684980105,20.18199920654297,27.772295813806263,49.76507061923448
2019-01-07,34.64914915949289,19.0,79.45950317382812,21.22199828467805,,52.6964601806528,145.5944710629462,103.6116149833884,81.82122202348246,37.55867230495585,134.85176104703956,94.26647369920936,3.3821897262720033,29.03020139978916,76.0154480263126,149.21655180646775,225.73685369173648,21.183332443237305,27.919112514439856,50.75519001874679
2019-01-08,35.27136481535477,19.68000030517578,80.83049774169922,21.054171049358683,,52.979620715422925,146.1269636404723,104.3715539269629,81.68993073240843,37.6707783376897,138.45348749728953,94.94790279262158,3.3938409502867053,29.226628763398942,76.36472179685035,150.25840627584705,227.8086544085286,21.801332473754883,28.13783578758315,51.616194652089085
2019-01-09,35.53497865783523,20.06999969482422,82.06999969482422,21.30591694065069,,53.27816077513779,147.825698050001,104.86181303044205,82.00176427507931,37.182276706161765,140.17003526247268,96.37620231347934,3.46722226508532,29.260490189303066,75.5247398074242,152.42812855329777,229.77277929990194,22.097999572753906,28.39551097765804,51.408122059793016
2019-01-10,35.827083095118475,18.899999618530273,81.08100128173828,21.3310879925729,,52.79763149181819,148.32431082292035,104.33888762813751,81.4601463434116,37.11020368617856,139.74334109938806,95.57337425101286,3.4548256838131812,28.468017127140243,75.35840443356213,151.69218896908632,229.15398144284202,22.119333267211914,27.901133560249157,51.027848766054404
2019-01-11,35.98143711442818,19.190000534057617,81.81099700927734,21.36465348762135,,52.38850724708884,145.72130758298346,104.84547660183269,81.19757771549922,37.614721837862824,141.45989466942495,94.8825569635044,3.5502697644699204,28.54929464545129,75.77426872212118,152.7340325077541,230.52616541356173,22.584667205810547,28.32959752898605,50.99198561549233
2019-01-14,35.43760239866407,19.75,79.75749969482422,21.490522080510605,,51.997741804598526,147.14112823498297,104.25714185534999,80.95961001192619,37.63074119961134,140.17000456034268,94.52782611786404,3.6137341183468847,28.562848580096983,75.55800424236999,151.5869888090842,229.9701558557848,22.266666412353516,28.24870037023761,51.02784505029871
2019-01-15,35.634713583499995,20.260000228881836,81.30049896240234,21.85974874565935,,52.28982429846491,149.08494291286257,104.30618297021326,80.91037260096252,37.48659342353875,144.853293157607,95.10661639517912,3.6970311995762875,28.738952364622318,75.79921084965865,152.84873946885367,231.22581174935374,22.299999237060547,28.578287287079092,51.1713612559494
