date,close
2022-01-04,57.8000
2022-01-05,57.9900
2022-01-06,56.6900
2022-01-07,56.2700
2022-01-10,59.2800
2022-01-11,56.6200
2022-01-12,57.3000
2022-01-13,55.2500
2022-01-14,55.7000
2022-01-17,56.0000
2022-01-18,55.8000
2022-01-19,54.5300
2022-01-20,57.2000
2022-01-21,55.0000
2022-01-24,53.8200
2022-01-25,52.0000
2022-01-26,54.3500
2022-01-27,53.1200
2022-01-28,54.5900
2022-02-07,55.2300
2022-02-08,55.7000
2022-02-09,58.6800
2022-02-10,61.6200
2022-02-11,60.7000
2022-02-14,59.1800
2022-02-15,59.1800
2022-02-16,58.2500
2022-02-17,59.6000
2022-02-18,59.9900
2022-02-21,59.5300
2022-02-22,58.5400
2022-02-23,57.4200
2022-02-24,56.6000
2022-02-25,57.2000
2022-02-28,57.0800
2022-03-01,60.6100
2022-03-02,59.6900
2022-03-03,58.7500
2022-03-04,58.7400
2022-03-07,57.2500
2022-03-08,54.4600
2022-03-09,54.6500
2022-03-10,54.7200
2022-03-11,55.6400
2022-03-14,52.3300
2022-03-15,49.2200
2022-03-16,49.9100
2022-03-17,53.0500
2022-03-18,54.7000
2022-03-21,54.9300
2022-03-22,56.1700
2022-03-23,55.6900
2022-03-24,54.9900
2022-03-25,54.9500
2022-03-28,54.5400
2022-03-29,56.9500
2022-03-30,57.3500
2022-03-31,56.8600
2022-04-01,57.4200
2022-04-06,56.0500
2022-04-07,54.1100
2022-04-08,53.7100
2022-04-11,54.7000
2022-04-12,55.2000
2022-04-13,53.5400
2022-04-14,53.2500
2022-04-15,52.4400
2022-04-18,54.9300
2022-04-19,57.4500
2022-04-20,57.1300
2022-04-21,55.9800
2022-04-22,55.0000
2022-04-25,52.9600
2022-04-26,51.1100
2022-04-27,54.5200
2022-04-28,53.7000
2022-04-29,52.2300
2022-05-05,52.2400
2022-05-06,51.4000
2022-05-09,51.5000
2022-05-10,51.6400
2022-05-11,51.5100
2022-05-12,50.3100
2022-05-13,49.2800
2022-05-16,51.2900
2022-05-17,50.6600
2022-05-18,49.9400
2022-05-19,48.5800
2022-05-20,48.7500
2022-05-23,49.8400
2022-05-24,48.5400
2022-05-25,50.1700
2022-05-26,49.8600
2022-05-27,49.3100
2022-05-30,49.1500
2022-05-31,51.1800
2022-06-01,50.1500
2022-06-02,49.9400
2022-06-06,49.3500
2022-06-07,50.4500
2022-06-08,50.3800
2022-06-09,51.7900
2022-06-10,51.5800
2022-06-13,53.5900
2022-06-14,54.3000
2022-06-15,53.6200
2022-06-16,54.9600
2022-06-17,54.8500
2022-06-20,55.9300
2022-06-21,55.8000
2022-06-22,57.2500
2022-06-23,57.2900
2022-06-24,56.9000
2022-06-27,58.5800
2022-06-28,58.3100
2022-06-29,54.8700
2022-06-30,55.2700
2022-07-01,55.9900
2022-07-04,61.5900
2022-07-05,63.5000
2022-07-06,61.1900
2022-07-07,62.2800
2022-07-08,62.8400
2022-07-11,65.1400
2022-07-12,63.5000
2022-07-13,63.8900
2022-07-14,63.5600
2022-07-15,62.5000
2022-07-18,62.1000
2022-07-19,61.7100
2022-07-20,59.9200
2022-07-21,59.8600
2022-07-22,58.8000
2022-07-25,58.0200
2022-07-26,58.1200
2022-07-27,58.0500
2022-07-28,58.2000
2022-07-29,59.6000
2022-08-01,58.7700
2022-08-02,58.0700
2022-08-03,56.7200
2022-08-04,57.9500
2022-08-05,58.4100
2022-08-08,57.8700
2022-08-09,56.1700
2022-08-10,55.7600
2022-08-11,56.2500
2022-08-12,55.7500
2022-08-15,55.9600
2022-08-16,57.4000
2022-08-17,57.6000
2022-08-18,55.6500
2022-08-19,58.2800
2022-08-22,58.8100
2022-08-23,59.0900
2022-08-24,59.2400
2022-08-25,59.6400
2022-08-26,59.0000
2022-08-29,58.8000
2022-08-30,59.1600
2022-08-31,58.6200
2022-09-01,58.7000
2022-09-02,59.0000
2022-09-05,60.0600
2022-09-06,59.7500
2022-09-07,58.6200
2022-09-08,58.4000
2022-09-09,58.5000
2022-09-13,60.6200
2022-09-14,60.4900
2022-09-15,59.3900
2022-09-16,58.9000
2022-09-19,60.0300
2022-09-20,58.8800
2022-09-21,56.5900
2022-09-22,56.2000
2022-09-23,55.8000
2022-09-26,53.8500
2022-09-27,54.9300
2022-09-28,54.6900
2022-09-29,54.4100
2022-09-30,54.5200
2022-10-10,58.0500
2022-10-11,58.2600
2022-10-12,58.8900
2022-10-13,58.9100
2022-10-14,58.4600
2022-10-17,58.2800
2022-10-18,58.7000
2022-10-19,56.6000
2022-10-20,56.0300
2022-10-21,55.9200
2022-10-24,54.3000
2022-10-25,54.2100
2022-10-26,50.7400
2022-10-27,49.5100
2022-10-28,47.5300
2022-10-31,46.7800
2022-11-01,48.4800
2022-11-02,48.2500
2022-11-03,47.6000
2022-11-04,48.7000
2022-11-07,49.6000
2022-11-08,48.8500
2022-11-09,48.1000
2022-11-10,48.2700
2022-11-11,48.6600
2022-11-14,48.3000
2022-11-15,48.6900
2022-11-16,48.3500
2022-11-17,48.1300
2022-11-18,47.2000
2022-11-21,47.1200
2022-11-22,46.7900
2022-11-23,45.9900
2022-11-24,45.9200
2022-11-25,46.8800
2022-11-28,46.2000
2022-11-29,46.9500
2022-11-30,48.0700
2022-12-01,48.0800
2022-12-02,48.9000
2022-12-05,49.2400
2022-12-06,49.7500
2022-12-07,49.9500
2022-12-08,48.6900
2022-12-09,48.7900
2022-12-12,48.1200
2022-12-13,49.0800
2022-12-14,49.2000
2022-12-15,48.5300
2022-12-16,48.3500
2022-12-19,47.1300
2022-12-20,46.2500
2022-12-21,47.1300
2022-12-22,48.3100
2022-12-23,47.8900
2022-12-26,48.4700
2022-12-27,49.0600
2022-12-28,48.8100
2022-12-29,48.2000
2022-12-30,48.7500
2023-01-03,47.4400
2023-01-04,47.4600
2023-01-05,47.7100
2023-01-06,47.4900
2023-01-09,48.6900
2023-01-10,48.2900
2023-01-11,48.4400
2023-01-12,48.2500
2023-01-13,49.4000
2023-01-16,50.0000
2023-01-17,49.4300
2023-01-18,48.5500
2023-01-19,47.9900
2023-01-20,48.1000
2023-01-30,48.1500
2023-01-31,49.9400
2023-02-01,50.5000
2023-02-02,50.5100
2023-02-03,50.1200
2023-02-06,50.3000
2023-02-07,49.6500
2023-02-08,49.2600
2023-02-09,49.4100
2023-02-10,49.0700
2023-02-13,49.1900
2023-02-14,49.6200
2023-02-15,48.5900
2023-02-16,48.0700
2023-02-17,47.9300
2023-02-20,48.7600
2023-02-21,49.4100
2023-02-22,50.9000
2023-02-23,50.3900
2023-02-24,49.7900
2023-02-27,49.3100
2023-02-28,49.5400
2023-03-01,50.1800
2023-03-02,49.9300
2023-03-03,49.7600
2023-03-06,49.5900
2023-03-07,48.4300
2023-03-08,48.0400
2023-03-09,47.8700
2023-03-10,46.9600
2023-03-13,47.9200
2023-03-14,50.4000
2023-03-15,50.4000
2023-03-16,48.5300
2023-03-17,47.9600
2023-03-20,47.2600
2023-03-21,47.5500
2023-03-22,47.5100
2023-03-23,47.4700
2023-03-24,47.4900
2023-03-27,48.4900
2023-03-28,48.4400
2023-03-29,47.6700
2023-03-30,48.1200
2023-03-31,49.0000
2023-04-03,49.8800
2023-04-04,50.6600
2023-04-06,50.1800
2023-04-07,49.4300
2023-04-10,49.3800
2023-04-11,49.1000
2023-04-12,48.6400
2023-04-13,48.4500
2023-04-14,48.2600
2023-04-17,48.6800
2023-04-18,48.4800
2023-04-19,48.2600
2023-04-20,48.2000
2023-04-21,47.7700
2023-04-24,47.3200
2023-04-25,47.7400
2023-04-26,47.5000
2023-04-27,47.6700
2023-04-28,47.8700
2023-05-04,47.0900
2023-05-05,47.1500
2023-05-08,46.6000
2023-05-09,46.9100
2023-05-10,46.5000
2023-05-11,46.8500
2023-05-12,46.7100
2023-05-15,46.1900
2023-05-16,46.0500
2023-05-17,45.7900
2023-05-18,42.9900
2023-05-19,42.7300
2023-05-22,43.0400
2023-05-23,42.9900
2023-05-24,43.1800
2023-05-25,42.8400
2023-05-26,42.8200
2023-05-29,41.7400
2023-05-30,41.8000
2023-05-31,40.0500
2023-06-01,40.3600
2023-06-02,40.7600
2023-06-05,40.3800
2023-06-06,40.2400
2023-06-07,39.9700
2023-06-08,40.7100
2023-06-09,40.7900
2023-06-12,40.7900
2023-06-13,40.7600
2023-06-14,40.6700
2023-06-15,41.2500
2023-06-16,42.4300
2023-06-19,42.4300
2023-06-20,42.5500
2023-06-21,42.1500
2023-06-26,42.3300
2023-06-27,42.3600
2023-06-28,42.1500
2023-06-29,42.0000
2023-06-30,42.1500
2023-07-03,42.0900
2023-07-04,42.2800
2023-07-05,41.0900
2023-07-06,41.1800
2023-07-07,41.6800
2023-07-10,42.0000
2023-07-11,42.0400
2023-07-12,42.2400
2023-07-13,41.8600
2023-07-14,41.5900
2023-07-17,42.9000
2023-07-18,42.5400
2023-07-19,42.4500
2023-07-20,42.4100
2023-07-21,43.0200
2023-07-24,42.7400
2023-07-25,42.7000
2023-07-26,43.0300
2023-07-27,43.5000
2023-07-28,43.5400
2023-07-31,44.4500
2023-08-01,43.8800
2023-08-02,43.0300
2023-08-03,43.2600
2023-08-04,43.3100
2023-08-07,43.5400
2023-08-08,42.8500
2023-08-09,42.6900
2023-08-10,43.3100
2023-08-11,42.1600
2023-08-14,41.9300
2023-08-15,41.7600
2023-08-16,41.2200
2023-08-17,41.5700
2023-08-18,41.0100
2023-08-21,40.0800
2023-08-22,40.0800
2023-08-23,39.7700
2023-08-24,40.1800
2023-08-25,40.7900
2023-08-28,40.8700
2023-08-29,41.1400
2023-08-30,40.7500
2023-08-31,40.5800
2023-09-01,40.8800
2023-09-04,40.9500
2023-09-05,40.7700
2023-09-06,40.6700
2023-09-07,40.2600
2023-09-08,40.1000
2023-09-11,40.6400
2023-09-12,41.1400
2023-09-13,40.9700
2023-09-14,40.7400
2023-09-15,40.4800
2023-09-18,40.5200
2023-09-19,40.4400
2023-09-20,40.4200
2023-09-21,39.5000
2023-09-22,39.8100
2023-09-25,39.8100
2023-09-26,39.7200
2023-09-27,39.7000
2023-09-28,37.8900
2023-10-09,35.0000
2023-10-10,36.0300
2023-10-11,35.6500
2023-10-12,36.0400
2023-10-13,36.0100
2023-10-16,35.6700
2023-10-17,35.7900
2023-10-18,35.2200
2023-10-19,32.1500
2023-10-20,31.6400
2023-10-23,31.6400
2023-10-24,31.7500
2023-10-25,33.7100
2023-10-26,34.3400
2023-10-27,36.1500
2023-10-30,37.8100
2023-10-31,37.7600
2023-11-01,37.8600
2023-11-02,37.8000
2023-11-03,38.2100
2023-11-06,37.5000
2023-11-07,37.3100
2023-11-08,37.0700
2023-11-09,37.2200
2023-11-10,37.4100
2023-11-13,37.4600
2023-11-14,37.4700
2023-11-15,37.4600
2023-11-16,37.1200
2023-11-17,36.9500
2023-11-20,38.1200
2023-11-21,38.2800
2023-11-22,38.5500
2023-11-23,38.4900
2023-11-24,38.9400
2023-11-27,39.4100
2023-11-28,38.7800
2023-11-29,38.8300
2023-11-30,39.0800
2023-12-01,38.5800
2023-12-04,39.9100
2023-12-05,39.3000
2023-12-06,40.6300
2023-12-07,40.8800
2023-12-08,40.1000
2023-12-11,40.7400
2023-12-12,40.4700
2023-12-13,39.9900
2023-12-14,39.4700
2023-12-15,39.3900
2023-12-18,39.9700
2023-12-19,39.8100
2023-12-20,39.2000
2023-12-21,39.5100
2023-12-22,39.9100
2023-12-25,39.6800
2023-12-26,39.4600
2023-12-27,40.9800
2023-12-28,40.7800
2023-12-29,41.1800
2024-01-02,41.5000
2024-01-03,41.0700
2024-01-04,40.9600
2024-01-05,40.4400
2024-01-08,39.0700
