date,close,preclose,volume,pctChg,tradestatus
2023-10-09,94.4169049000,92.1493148400,6586679,2.460800,1
2023-10-10,97.5360790000,94.4169049000,8737222,3.303600,1
2023-10-11,100.4968188600,97.5360790000,13342308,3.035500,1
2023-10-12,100.9127087400,100.4968188600,9080067,0.413800,1
2023-10-13,101.9425313000,100.9127087400,9809881,1.020500,1
2023-10-16,99.2392470800,101.9425313000,8650033,-2.651800,1
2023-10-17,100.1205375400,99.2392470800,6035074,0.888000,1
2023-10-18,100.1007332600,100.1205375400,6804577,-0.019800,1
2023-10-19,99.5165070000,100.1007332600,6078039,-0.583600,1
2023-10-20,97.9618710200,99.5165070000,7904094,-1.562200,1
2023-10-23,98.1302074000,97.9618710200,6266614,0.171800,1
2023-10-24,99.0511064200,98.1302074000,8205262,0.938400,1
2023-10-25,101.1602622400,99.0511064200,9611013,2.129400,1
2023-10-26,98.3777609000,101.1602622400,9985704,-2.750600,1
2023-10-27,101.4969350000,98.3777609000,10179641,3.170600,1
2023-10-30,110.0127754000,101.4969350000,33777158,8.390200,1
2023-10-31,109.2305063400,110.0127754000,17406220,-0.711100,1
2023-11-01,104.9230754400,109.2305063400,16652744,-3.943400,1
2023-11-02,103.9526657200,104.9230754400,18545566,-0.924900,1
2023-11-03,105.3488674600,103.9526657200,20958547,1.343100,1
2023-11-06,109.9632647000,105.3488674600,29550030,4.380100,1
2023-11-07,111.6565306400,109.9632647000,22536162,1.539800,1
2023-11-08,110.8049466000,111.6565306400,13423546,-0.762700,1
2023-11-09,109.3295277400,110.8049466000,10798553,-1.331500,1
2023-11-10,108.5274544000,109.3295277400,5318879,-0.733600,1
2023-11-13,107.1312526600,108.5274544000,8358195,-1.286500,1
2023-11-14,107.1411548000,107.1312526600,5942355,0.009200,1
2023-11-15,107.9135217200,107.1411548000,6348755,0.720900,1
2023-11-16,105.5568124000,107.9135217200,6209133,-2.183900,1
2023-11-17,105.9528980000,105.5568124000,5018302,0.375200,1
2023-11-20,103.1109838200,105.9528980000,11949934,-2.682200,1
2023-11-21,102.7743110600,103.1109838200,7795643,-0.326500,1
2023-11-22,102.8139196200,102.7743110600,9368227,0.038500,1
2023-11-23,102.6653875200,102.8139196200,7343769,-0.144500,1
2023-11-24,102.5366597000,102.6653875200,7851205,-0.125400,1
2023-11-27,106.6163413800,102.5366597000,10881441,3.978800,1
2023-11-28,103.3585373200,106.6163413800,15102927,-3.055600,1
2023-11-29,107.1609590800,103.3585373200,15362677,3.678900,1
2023-11-30,107.1807633600,107.1609590800,7023439,0.018500,1
2023-12-01,108.4284330000,107.1807633600,8331693,1.164100,1
2023-12-04,107.4184147200,108.4284330000,6016700,-0.931500,1
2023-12-05,104.1606106600,107.4184147200,7747426,-3.032800,1
2023-12-06,103.4773630000,104.1606106600,6160258,-0.656000,1
2023-12-07,102.2891062000,103.4773630000,7310843,-1.148300,1
2023-12-08,106.2499622000,102.2891062000,15917612,3.872200,1
2023-12-11,105.8736808800,106.2499622000,9461968,-0.354100,1
2023-12-12,106.5470264000,105.8736808800,5983835,0.636000,1
2023-12-13,106.7648734800,106.5470264000,6562906,0.204500,1
2023-12-14,107.3490997400,106.7648734800,6333355,0.547200,1
2023-12-15,107.4679254200,107.3490997400,6195854,0.110700,1
2023-12-18,105.2696503400,107.4679254200,5098523,-2.045500,1
2023-12-19,107.2203719200,105.2696503400,4659357,1.853100,1
2023-12-20,107.2599804800,107.2203719200,4178141,0.036900,1
2023-12-21,107.6659682200,107.2599804800,5139770,0.378500,1
2023-12-22,107.6263596600,107.6659682200,4315346,-0.036800,1
2023-12-25,108.2898030400,107.6263596600,3204913,0.616400,1
2023-12-26,105.4280845800,108.2898030400,5637967,-2.642600,1
2023-12-27,106.0024087000,105.4280845800,5400110,0.544800,1
2023-12-28,107.7847939000,106.0024087000,7848154,1.681500,1
2023-12-29,105.6657359400,107.7847939000,9750462,-1.966000,1
2024-01-02,101.9920420000,105.6657359400,8447082,-3.476700,1
2024-01-03,97.9618710200,101.9920420000,10764800,-3.951500,1
2024-01-04,97.2093083800,97.9618710200,6661578,-0.768200,1
2024-01-05,96.7042992400,97.2093083800,6940316,-0.519500,1
2024-01-08,93.3870823400,96.7042992400,8323431,-3.430300,1
2024-01-09,94.0703300000,93.3870823400,7286889,0.731600,1
2024-01-10,92.6543239800,94.0703300000,5215633,-1.505300,1
2024-01-11,93.5752230000,92.6543239800,6170857,0.993900,1
2024-01-12,93.4662994600,93.5752230000,5220203,-0.116400,1
2024-01-15,92.5553025800,93.4662994600,7125623,-0.974700,1
2024-01-16,89.0598471600,92.5553025800,15885996,-3.776600,1
2024-01-17,88.0300246000,89.0598471600,8259938,-1.156300,1
2024-01-18,90.7432109600,88.0300246000,11465655,3.082100,1
2024-01-19,89.8718226400,90.7432109600,9790865,-0.960300,1
2024-01-22,88.3765995000,89.8718226400,10069392,-1.663700,1
2024-01-23,86.3961715000,88.3765995000,9297482,-2.240900,1
2024-01-24,88.4261102000,86.3961715000,10898896,2.349600,1
2024-01-25,91.6938164000,88.4261102000,12498130,3.695400,1
2024-01-26,89.1687707000,91.6938164000,11782817,-2.753800,1
2024-01-29,88.2676759600,89.1687707000,8300478,-1.010500,1
2024-01-30,87.0398106000,88.2676759600,9082190,-1.391100,1
2024-01-31,85.4059575000,87.0398106000,8841736,-1.877100,1
2024-02-01,83.4750402000,85.4059575000,12490498,-2.260900,1
2024-02-02,79.1180986000,83.4750402000,13224186,-5.219500,1
2024-02-05,78.4447530800,79.1180986000,12821185,-0.851100,1
2024-02-06,83.2571931200,78.4447530800,11640552,6.134800,1
2024-02-07,85.0296761800,83.2571931200,10668815,2.128900,1
2024-02-08,86.3367586600,85.0296761800,11540523,1.537200,1
2024-02-19,84.8118291000,86.3367586600,9872480,-1.766300,1
2024-02-20,83.7523001200,84.8118291000,9408107,-1.249300,1
2024-02-21,84.4256456400,83.7523001200,10082317,0.804000,1
2024-02-22,86.2179329800,84.4256456400,7595588,2.122900,1
2024-02-23,86.4159757800,86.2179329800,6418636,0.229700,1
2024-02-26,87.2378534000,86.4159757800,6684591,0.951100,1
2024-02-27,89.4658349000,87.2378534000,10344460,2.553900,1
2024-02-28,86.8417678000,89.4658349000,10412196,-2.933000,1
2024-02-29,95.0605440000,86.8417678000,18196504,9.464100,1
2024-03-01,93.1197245600,95.0605440000,17689130,-2.041700,1
2024-03-04,93.2385502400,93.1197245600,13136682,0.127600,1
2024-03-05,95.0605440000,93.2385502400,17412394,1.954100,1
2024-03-06,93.3375716400,95.0605440000,11402129,-1.812500,1
2024-03-07,91.5056757400,93.3375716400,8123091,-1.962700,1
2024-03-08,93.0008988800,91.5056757400,6242761,1.634000,1
2024-03-11,94.3475899200,93.0008988800,8375320,1.448000,1
2024-03-12,95.2585868000,94.3475899200,10476547,0.965600,1
2024-03-13,95.1001525600,95.2585868000,14277527,-0.166300,1
2024-03-14,92.7830518000,95.1001525600,10521692,-2.436500,1
2024-03-15,92.8820732000,92.7830518000,9683557,0.106700,1
2024-03-18,99.0709107000,92.8820732000,19556511,6.663100,1
2024-03-19,99.8234733400,99.0709107000,17355072,0.759600,1
2024-03-20,99.1006171200,99.8234733400,10096074,-0.724100,1
2024-03-21,98.6946293800,99.1006171200,7589365,-0.409700,1
2024-03-22,97.7836325000,98.6946293800,9129225,-0.923000,1
2024-03-25,96.3973329000,97.7836325000,9030252,-1.417700,1
2024-03-26,95.8725194800,96.3973329000,7913675,-0.544400,1
2024-03-27,96.4567457400,95.8725194800,9918066,0.609400,1
2024-03-28,97.5360790000,96.4567457400,11803016,1.119000,1
2024-03-29,97.4469597400,97.5360790000,6515359,-0.091400,1
2024-04-01,99.5660177000,97.4469597400,7763306,2.174600,1
2024-04-02,96.4468436000,99.5660177000,8893347,-3.132800,1
2024-04-03,96.0210515800,96.4468436000,8614141,-0.441500,1
2024-04-08,93.5752230000,96.0210515800,7923581,-2.547200,1
2024-04-09,94.2683728000,93.5752230000,5197133,0.740700,1
2024-04-10,94.7139691000,94.2683728000,7805381,0.472700,1
2024-04-11,95.5061403000,94.7139691000,7618230,0.836400,1
2024-04-12,94.1000364200,95.5061403000,5727288,-1.472300,1
2024-04-15,95.3477060600,94.1000364200,6650182,1.325900,1
2024-04-16,93.2979630800,95.3477060600,5288338,-2.149800,1
2024-04-17,98.1302074000,93.2979630800,9944921,5.179400,1
2024-04-18,96.8726356200,98.1302074000,7017981,-1.281500,1
2024-04-19,92.3968683400,96.8726356200,15705955,-4.620300,1
2024-04-22,93.5950272800,92.3968683400,8764788,1.296800,1
2024-04-23,92.3671619200,93.5950272800,5105025,-1.311900,1
2024-04-24,91.8918592000,92.3671619200,6179939,-0.514600,1
2024-04-25,92.9612903200,91.8918592000,6517983,1.163800,1
2024-04-26,95.7635959400,92.9612903200,8876585,3.014500,1
2024-04-29,101.6256628200,95.7635959400,15761902,6.121400,1
2024-04-30,100.6057424000,101.6256628200,10123446,-1.003600,1
2024-05-06,102.0217484200,100.6057424000,14160001,1.407500,1
2024-05-07,102.9228431600,102.0217484200,8220256,0.883200,1
2024-05-08,101.9128248800,102.9228431600,5725374,-0.981300,1
2024-05-09,102.3782254600,101.9128248800,5970407,0.456700,1
2024-05-10,102.5861704000,102.3782254600,8035875,0.203100,1
2024-05-13,102.7545067800,102.5861704000,6087617,0.164100,1
2024-05-14,103.5862865400,102.7545067800,5389338,0.809500,1
2024-05-15,101.2295772200,103.5862865400,5463287,-2.275100,1
2024-05-16,99.2095406600,101.2295772200,10128394,-1.995500,1
2024-05-17,98.4470758800,99.2095406600,8034872,-0.768500,1
2024-05-20,97.1102869800,98.4470758800,7241100,-1.357900,1
2024-05-21,97.8727517600,97.1102869800,6258209,0.785200,1
2024-05-22,97.0409720000,97.8727517600,5951448,-0.849900,1
2024-05-23,95.0605440000,97.0409720000,9830796,-2.040800,1
2024-05-24,92.6741282600,95.0605440000,6846394,-2.510400,1
2024-05-27,93.0801160000,92.6741282600,8800913,0.438100,1
2024-05-28,92.4859876000,93.0801160000,9224589,-0.638300,1
2024-05-29,92.4265747600,92.4859876000,6807110,-0.064200,1
2024-05-30,94.1396449800,92.4265747600,12559175,1.853400,1
2024-05-31,93.1098224200,94.1396449800,7780644,-1.093900,1
2024-06-03,95.6051617000,93.1098224200,11452298,2.680000,1
2024-06-04,96.3478222000,95.6051617000,7804123,0.776800,1
2024-06-05,99.4372898800,96.3478222000,11348133,3.206600,1
2024-06-06,99.1996385200,99.4372898800,8313078,-0.239000,1
2024-06-07,99.1600299600,99.1996385200,7120944,-0.039900,1
2024-06-11,99.0114978600,99.1600299600,10186270,-0.149800,1
2024-06-12,99.6155284000,99.0114978600,13583501,0.610100,1
2024-06-13,101.2988922000,99.6155284000,15565507,1.689900,1
2024-06-14,101.4870328600,101.2988922000,19412402,0.185700,1
2024-06-17,102.9624517200,101.4870328600,12901652,1.453800,1
2024-06-18,103.7744272000,102.9624517200,12837083,0.788600,1
2024-06-19,102.4574425800,103.7744272000,10918143,-1.269100,1
2024-06-20,102.1900848000,102.4574425800,9905209,-0.260900,1
2024-06-21,102.8832346000,102.1900848000,11908022,0.678300,1
2024-06-24,102.1504762400,102.8832346000,8606861,-0.712200,1
2024-06-25,98.9223786000,102.1504762400,8890038,-3.160100,1
2024-06-26,99.1699321000,98.9223786000,8871230,0.250300,1
2024-06-27,98.1104031200,99.1699321000,8596930,-1.068400,1
2024-06-28,98.3975651800,98.1104031200,10378887,0.292700,1
2024-07-01,98.0509902800,98.3975651800,5470584,-0.352200,1
2024-07-02,95.8329109200,98.0509902800,6659673,-2.262200,1
2024-07-03,96.5062564400,95.8329109200,5611078,0.702600,1
2024-07-04,96.9122441800,96.5062564400,8501255,0.420700,1
2024-07-05,96.7241035200,96.9122441800,6777352,-0.194100,1
2024-07-08,100.5958402600,96.7241035200,19793238,4.002900,1
2024-07-09,102.6356811000,100.5958402600,18045668,2.027800,1
2024-07-10,103.4179501600,102.6356811000,14219891,0.762200,1
2024-07-11,104.2101213600,103.4179501600,15056843,0.766000,1
2024-07-12,107.8145003200,104.2101213600,17352005,3.458800,1
2024-07-15,107.6164575200,107.8145003200,11428172,-0.183700,1
2024-07-16,109.3691363000,107.6164575200,13002949,1.628600,1
2024-07-17,108.2997051800,109.3691363000,10333592,-0.977800,1
2024-07-18,107.9333260000,108.2997051800,13540742,-0.338300,1
2024-07-19,110.0127754000,107.9333260000,13995769,1.926600,1
2024-07-22,108.6363779400,110.0127754000,10834631,-1.251100,1
2024-07-23,103.8041336200,108.6363779400,11065090,-4.448100,1
2024-07-24,102.1504762400,103.8041336200,9246898,-1.593100,1
2024-07-25,101.9920420000,102.1504762400,7112249,-0.155100,1
2024-07-26,102.9129410200,101.9920420000,6371513,0.902900,1
2024-07-29,100.7146659400,102.9129410200,8245325,-2.136100,1
2024-07-30,99.7145498000,100.7146659400,8059980,-0.993000,1
2024-07-31,101.9623355800,99.7145498000,10799899,2.254200,1
2024-08-01,100.9028066000,101.9623355800,11913063,-1.039100,1
2024-08-02,98.0410881400,100.9028066000,10194205,-2.836100,1
2024-08-05,93.6643422600,98.0410881400,16062250,-4.464200,1
2024-08-06,94.0010150200,93.6643422600,11746352,0.359400,1
2024-08-07,91.6443057000,94.0010150200,9453608,-2.507100,1
2024-08-08,91.1491987000,91.6443057000,10070731,-0.540200,1
2024-08-09,91.2680243800,91.1491987000,9252493,0.130400,1
2024-08-12,91.4264586200,91.2680243800,5929033,0.173600,1
2024-08-13,92.6263678000,91.4263902300,7691339,1.312500,1
2024-08-14,92.3784385500,92.6263678000,9263289,-0.267700,1
2024-08-15,91.9817517500,92.3784385500,10277924,-0.429400,1
2024-08-16,90.6925196500,91.9817517500,8122820,-1.401600,1
2024-08-19,88.9570149000,90.6925196500,11517646,-1.913600,1
2024-08-20,91.5156447600,88.9570149000,18661826,2.876300,1
2024-08-21,92.1900123200,91.5156447600,12610950,0.736900,1
2024-08-22,90.3950045500,92.1900123200,10588427,-1.947100,1
2024-08-23,89.7305541600,90.3950045500,6634686,-0.735100,1
2024-08-26,88.3619847000,89.7305541600,9405746,-1.525200,1
2024-08-27,86.5570597600,88.3619847000,10028767,-2.042600,1
2024-08-28,87.1719243000,86.5570597600,7385171,0.710400,1
2024-08-29,86.8446576900,87.1719243000,8033117,-0.375400,1
2024-08-30,89.7801400100,86.8446576900,13971747,3.380200,1
2024-09-02,85.6843488000,89.7801400100,11361255,-4.562000,1
2024-09-03,86.8347405200,85.6843488000,7526032,1.342600,1
2024-09-04,85.9124437100,86.8347405200,5470768,-1.062100,1
2024-09-05,86.6165627800,85.9124437100,6335976,0.819600,1
2024-09-06,84.8017206700,86.6165627800,5905180,-2.095300,1
2024-09-09,85.5355912500,84.8017206700,6472996,0.865400,1
2024-09-10,85.5256740800,85.5355912500,6148868,-0.011600,1
2024-09-11,85.4860054000,85.5256740800,4194576,-0.046400,1
2024-09-12,84.1372702800,85.4860054000,6140747,-1.577700,1
2024-09-13,83.6711632900,84.1372702800,5456025,-0.554000,1
2024-09-18,84.2661934900,83.6711632900,5177699,0.711200,1
2024-09-19,85.7835205000,84.2661934900,8765695,1.800600,1
2024-09-20,83.7802521600,85.7835205000,10402505,-2.335300,1
2024-09-23,82.0149959000,83.7802521600,8054657,-2.107000,1
2024-09-24,84.3752823600,82.0149959000,16480088,2.877900,1
2024-09-25,86.2198759800,84.3752823600,15955284,2.186200,1
2024-09-26,89.6313824600,86.2198759800,14423781,3.956800,1
2024-09-27,97.1981831700,89.6313824600,9239818,8.442100,1
2024-09-30,106.3120624000,97.1981831700,36546605,9.376600,1
2024-10-08,116.9432686400,106.3120624000,47991568,10.000000,1
2024-10-09,114.5234791600,116.9432686400,54269697,-2.069200,1
2024-10-10,114.4441418000,114.5234791600,46022684,-0.069300,1
2024-10-11,111.0227181500,114.4441418000,30476426,-2.989600,1
2024-10-14,109.7533203900,111.0227181500,36108413,-1.143400,1
2024-10-15,108.3748337600,109.7533203900,29611661,-1.256000,1
2024-10-16,104.7749010500,108.3748337600,23154181,-3.321700,1
2024-10-17,102.8113013900,104.7749010500,22670901,-1.874100,1
2024-10-18,109.2872134000,102.8113013900,40239475,6.298800,1
2024-10-21,112.7383885600,109.2872134000,43821169,3.157900,1
2024-10-22,112.2326128900,112.7383885600,22944673,-0.448600,1
2024-10-23,110.6161141800,112.2326128900,20595817,-1.440300,1
2024-10-24,109.0888700000,110.6161141800,15248337,-1.380700,1
2024-10-25,110.8541262600,109.0888700000,20003266,1.618200,1
2024-10-28,110.0310011500,110.8541262600,18085501,-0.742500,1
2024-10-29,108.4343367800,110.0310011500,24364956,-1.451100,1
2024-10-30,106.5302401400,108.4343367800,17454842,-1.756000,1
2024-10-31,106.4112341000,106.5302401400,23795991,-0.111700,1
2024-11-01,104.0509476400,106.4112341000,17256890,-2.218100,1
2024-11-04,106.0244644700,104.0509476400,16218732,1.896700,1
2024-11-05,109.7037345400,106.0244644700,32201254,3.470200,1
2024-11-06,109.0789528300,109.7037345400,27909132,-0.569500,1
2024-11-07,111.0227181500,109.0789528300,24681957,1.782000,1
2024-11-08,110.7351202200,111.0227181500,32284811,-0.259000,1
2024-11-11,115.0490891700,110.7351202200,42769630,3.895800,1
2024-11-12,114.2854670800,115.0490891700,37934431,-0.663700,1
2024-11-13,112.6094653500,114.2854670800,24954904,-1.466500,1
2024-11-14,109.4161366100,112.6094653500,22779838,-2.835800,1
2024-11-15,106.7385007100,109.4161366100,20544015,-2.447200,1
2024-11-18,104.0806991500,106.7385007100,19395427,-2.490000,1
2024-11-19,105.4492686100,104.0806991500,18222730,1.314900,1
2024-11-20,104.9831616200,105.4492686100,14369615,-0.442000,1
2024-11-21,104.0509476400,104.9831616200,13439345,-0.888000,1
2024-11-22,98.6956758400,104.0509476400,25648450,-5.146800,1
2024-11-25,96.2263005100,98.6956758400,19194114,-2.502000,1
2024-11-26,95.5519329500,96.2263005100,13617095,-0.700800,1
2024-11-27,97.6742073300,95.5519329500,16250476,2.221100,1
2024-11-28,96.3948924000,97.6742073300,13142822,-1.309800,1
2024-11-29,97.8229648800,96.3948924000,15283319,1.481500,1
2024-12-02,100.1634170000,97.8229648800,17048439,2.392500,1
2024-12-03,97.9618052600,100.1634170000,15995975,-2.198000,1
2024-12-04,97.5254497800,97.9618052600,15451127,-0.445400,1
2024-12-05,96.9105852400,97.5254497800,10349966,-0.630500,1
2024-12-06,98.5270839500,96.9105852400,13791376,1.668000,1
2024-12-09,97.7237931800,98.5270839500,9885404,-0.815300,1
2024-12-10,98.0708941300,97.7237931800,16915730,0.355200,1
2024-12-11,99.1221141500,98.0708941300,12012382,1.071900,1
2024-12-12,99.3303747200,99.1221141500,13619943,0.210100,1
2024-12-13,97.8427992200,99.3303747200,16931033,-1.497600,1
2024-12-16,96.8014963700,97.8427992200,20276830,-1.064300,1
2024-12-17,96.6924075000,96.8014963700,12675944,-0.112700,1
2024-12-18,100.4289813600,96.6924588000,23442823,3.864300,1
2024-12-19,102.6251821200,100.4289813600,24990145,2.186800,1
2024-12-20,103.3605615600,102.6251821200,26991250,0.716600,1
2024-12-23,101.2537988400,103.3605615600,19137848,-2.038300,1
2024-12-24,102.1481792400,101.2537988400,12311482,0.883300,1
2024-12-25,100.6575452400,102.1481792400,15918712,-1.459300,1
2024-12-26,105.3480735600,100.6575452400,29625879,4.659900,1
2024-12-27,105.0400092000,105.3480735600,23228233,-0.292400,1
2024-12-30,107.3256480000,105.0400092000,28297963,2.176000,1
2024-12-31,103.7580639600,107.3256480000,19274958,-3.324100,1
