date,工商银行,中国石化,招商银行,上汽集团,海螺水泥,格力电器,福耀玻璃,分众传媒,双汇发展,华域汽车,老板电器,索菲亚,晨光股份,健帆生物,罗莱生活
2024-07-10,1617414056232.4272,609858661893.004,715381364476.0011,159976901657.82495,98045964281.35406,211501950030.21152,98608221423.78558,86942950503.13339,82448747765.05357,50031011126.03306,19431235695.226803,9326296102.992346,27095723356.846474,14336679986.78996,6456149734.585545
2024-07-11,1598293951995.7078,609588411970.4102,678749205183.0985,162239265263.9296,99191159036.81152,215952907282.77246,98490172883.69305,82898653506.31421,83504974678.93835,50060470256.8155,19707086275.433304,9473418924.521973,27911671906.528194,14935893603.70327,6573123107.971746
2024-07-12,1639462722582.3806,607774427195.4675,701457303493.4497,164424351082.25107,99033935983.71777,217008434032.55276,97169448838.86255,87519042710.90047,81975723051.39188,48359440751.908394,19857666092.108204,9517925586.136595,27949503330.161747,15025331874.749098,6554368545.994064
2024-07-15,1671616098051.54,622160391596.6387,696745399165.5802,164694454860.41522,99423163699.69038,215689350646.7793,98676395632.41106,86074336180.99547,82595996007.60457,48547487324.68907,19540913202.341137,9306904098.955568,28073988579.31035,15014422081.656124,6457189282.66439
2024-07-16,1587774744480.728,616555186856.0105,697203724060.6609,168109840558.49783,99330399371.63376,214844129088.0989,97989244920.44064,85783378829.10193,82370585806.05315,49216429456.20789,19455079020.618553,9198800667.310564,28066410113.63636,15201813250.708218,6438565227.963526
2024-07-17,1593320086557.789,610641723127.196,702744478065.6674,171440272907.75403,101065611246.05678,214455415833.3333,97046786491.93549,86649321879.3829,83658934945.98401,49468535034.40974,19586475233.309402,9581818711.102188,28644280904.2218,15149988198.127045,6456913566.151779
2024-07-18,1593805417507.9197,619054099550.6982,703211585985.5273,170973168077.61407,100385672697.1166,219766647972.65314,98234949334.58736,87236335148.96373,83371402834.47913,49661268026.219955,19737129456.975777,9550172255.296326,28868476592.478897,14905413328.495403,6399396908.809893
2024-07-19,1593151852185.6287,617283349428.5714,706518262414.0565,172096880468.51575,99672723952.45172,219147858750.54898,97337884996.4863,88237489341.63976,83814433019.69366,49279960789.94159,19644732751.376705,9287949029.63458,29095991707.31707,14810994496.205938,6399399810.964083
2024-07-22,1574853286210.3503,609896309436.1633,687738141189.3824,172554641030.5677,97720319252.97444,216938682203.78058,98543813242.7844,86800863799.31248,83703201853.99767,49437583061.69079,19427593657.9468,9218078974.454945,28364312768.746723,14899414836.685734,6291948909.4711685
2024-07-23,1620129597925.7295,610597678863.9551,687675384042.8793,170021139712.67078,96417649854.01459,212710197931.03452,95764069634.92064,83189732993.687,80895423348.95612,48966001568.11214,19054836961.265682,8917279848.99555,27557506635.67493,14180525213.15469,6184588741.272691
2024-07-24,1634043774005.0803,632460907662.2296,684386000393.3304,167776537007.2993,95433584811.32074,207459910212.5735,95553572549.15567,81889906806.28273,80230605235.6021,48292601044.09171,18801430848.46484,8661889897.211653,26384378734.177216,13930426637.458927,6091915901.401643
2024-07-25,1634050280524.246,631450409390.244,677288534602.0574,167780778367.34695,95187690784.04402,208755032160.90988,95345495087.42714,83045076555.02391,81054047472.43427,48814007879.54831,18853661628.517822,8802553266.891626,26192891858.82353,13653715383.395031,6126357033.067973
2024-07-26,1598546721860.013,625062302612.6125,667671956718.1068,167044486659.79382,95667867062.40489,222374568838.46796,94654305301.74158,83333064893.27641,81125408133.08688,48449964509.803925,20201832374.688137,8764014787.658802,26568307443.946186,13659007900.728596,6102146625.7197695
2024-07-29,1612894850113.2852,636157241362.3596,669524673577.8442,168958366259.542,96340797611.43561,222386996291.5158,89052738083.67516,82752689406.15837,78540149836.6112,48258916948.35681,19354932257.177517,8585401129.943502,26197093437.819424,13502240063.942453,6028147361.041562
2024-07-30,1614153044179.2656,614484606070.0876,668909176145.7234,167215267604.71207,96803738852.67274,217681850870.14926,90998734404.74509,81312561038.3712,79033750887.29016,47643392658.11966,19129732103.125,8643084629.672626,26304529099.466583,12923797787.645355,6009897458.7039385
2024-07-31,1576878977891.3552,616271671465.0538,675206120738.0457,169973577488.2629,96681366335.28265,223426556744.06674,90156774514.46017,83769709449.88696,79918088636.6403,49152225731.35056,20202569412.80614,9025994061.723282,27668429471.81536,13945656464.530893,6126972222.222222
2024-08-01,1585303218468.208,622833916080.6915,674883029505.7994,170442533627.0653,94279120204.69595,226799716955.66885,86429564304.63576,82456392495.06902,79142724176.3566,48170601395.143486,19960268093.52518,8738827763.496143,27135320229.357796,13831424152.533869,6042431602.506714
2024-08-02,1584985816206.8965,625945269295.4991,665827144615.3846,168474619186.0465,92800831674.69234,226941813204.09656,86833324426.13301,82175543331.2578,79326308631.92181,48242375097.27627,19772996150.144367,8662169111.132986,27170431238.361263,13898404071.338497,6069999323.076922
