name,pubDate,roe
宁波港,2019-03-30,0.077201
宁波银行,2019-03-30,0.162158
中国中冶,2019-03-30,0.076562
中国东航,2019-03-30,0.049765
交通银行,2019-03-30,0.107525
中国铁建,2019-03-30,0.112341
鹏鼎控股,2019-04-01,0.183703
三一重工,2019-04-01,0.214672
上汽集团,2019-04-02,0.156663
宇通客车,2019-04-02,0.143214
东方盛虹,2019-04-03,0.102395
兴业证券,2019-04-03,0.004106
三花智控,2019-04-03,0.156741
智飞生物,2019-04-04,0.407777
中国广核,2019-04-08,0.128014
深南电路,2019-04-09,0.048869
德赛西威,2019-04-09,0.108185
天孚通信,2019-04-09,0.144216
晶盛机电,2019-04-10,0.152665
温氏股份,2019-04-10,0.117807
英维克,2019-04-10,0.122884
恒力石化,2019-04-10,0.191269
招商公路,2019-04-10,0.088139
杰瑞股份,2019-04-10,0.075181
紫光国微,2019-04-11,0.095479
陕西煤业,2019-04-11,0.231699
招商轮船,2019-04-11,0.065786
铜陵有色,2019-04-12,0.040261
中油资本,2019-04-12,0.097232
中国建筑,2019-04-12,0.166732
中国化学,2019-04-12,0.063145
紫光股份,2019-04-12,0.0659
今世缘,2019-04-13,0.202643
宝信软件,2019-04-13,0.117414
宝信软件,2019-04-13,0.030181
牧原股份,2019-04-13,-0.045008
片仔癀,2019-04-13,0.249752
厦门钨业,2019-04-13,0.070571
今世缘,2019-04-13,0.099978
海大集团,2019-04-16,0.20214
立讯精密,2019-04-16,0.19149
汇川技术,2019-04-16,0.200011
三六零,2019-04-16,0.176608
特变电工,2019-04-16,0.065958
国电电力,2019-04-16,0.026777
浙能电力,2019-04-16,0.066174
保利发展,2019-04-16,0.165168
恒瑞医药,2019-04-17,0.059402
南山铝业,2019-04-17,0.040522
荣盛石化,2019-04-17,0.091363
山金国际,2019-04-17,0.10649
卫星化学,2019-04-18,0.026945
圆通速递,2019-04-18,0.183794
中国动力,2019-04-18,0.051828
通威股份,2019-04-18,0.1438
通威股份,2019-04-18,0.031839
巨化股份,2019-04-19,0.183903
中钨高新,2019-04-19,0.043285
拓普集团,2019-04-19,0.110058
紫光股份,2019-04-19,0.014106
华夏银行,2019-04-19,0.108277
华东医药,2019-04-19,0.24736
春秋航空,2019-04-19,0.137948
川投能源,2019-04-19,0.150933
科大讯飞,2019-04-19,0.069102
川投能源,2019-04-19,0.029363
科大讯飞,2019-04-19,0.012624
包钢股份,2019-04-19,0.065297
华鲁恒升,2019-04-20,0.051808
三环集团,2019-04-20,0.20462
北方稀土,2019-04-20,0.064611
厦门钨业,2019-04-20,-0.003629
科伦药业,2019-04-20,0.026072
上海银行,2019-04-20,0.117005
三花智控,2019-04-20,0.029837
美的集团,2019-04-20,0.25803
四川路桥,2019-04-20,0.086496
海康威视,2019-04-20,0.334162
海康威视,2019-04-20,0.039996
国信证券,2019-04-20,0.065491
阳光电源,2019-04-20,0.02192
歌尔股份,2019-04-20,0.057664
东山精密,2019-04-20,0.100206
中科曙光,2019-04-20,0.013221
领益智造,2019-04-20,-0.082986
领益智造,2019-04-20,0.059273
光线传媒,2019-04-23,0.010624
恒立液压,2019-04-23,0.069312
万华化学,2019-04-23,0.347549
迈瑞医疗,2019-04-23,0.341555
沪电股份,2019-04-23,0.039638
立讯精密,2019-04-23,0.038982
天赐材料,2019-04-23,0.170285
合盛硅业,2019-04-23,0.420329
恒立液压,2019-04-23,0.199389
中信特钢,2019-04-23,0.019341
浪潮信息,2019-04-23,0.010264
昆仑万维,2019-04-23,0.145119
长安汽车,2019-04-23,0.014508
光线传媒,2019-04-23,0.160959
紫光国微,2019-04-24,0.017502
海大集团,2019-04-24,0.015649
平安银行,2019-04-24,0.030331
东山精密,2019-04-24,0.023292
新易盛,2019-04-24,0.028113
亿联网络,2019-04-24,0.267194
中际旭创,2019-04-24,0.141902
中际旭创,2019-04-24,0.017789
中国联通,2019-04-24,0.011536
北方华创,2019-04-24,0.068177
TCL科技,2019-04-24,0.025303
光启技术,2019-04-24,0.00933
新易盛,2019-04-24,0.028633
中煤能源,2019-04-24,0.016581
亿联网络,2019-04-24,0.072176
顺丰控股,2019-04-24,0.034117
成都银行,2019-04-25,0.039754
成都银行,2019-04-25,0.165592
恒生电子,2019-04-25,0.117391
特变电工,2019-04-25,0.013618
中国银河,2019-04-25,0.022885
贵州茅台,2019-04-25,0.094737
北京银行,2019-04-25,0.108915
北京银行,2019-04-25,0.032474
宁德时代,2019-04-25,0.117524
分众传媒,2019-04-25,0.473919
生益科技,2019-04-25,0.038214
大秦铁路,2019-04-25,0.036936
分众传媒,2019-04-25,0.024057
圆通速递,2019-04-25,0.031238
润泽科技,2019-04-25,-0.28385
大秦铁路,2019-04-25,0.141276
温氏股份,2019-04-25,-0.013342
天孚通信,2019-04-25,0.031119
浙商银行,2019-04-25,0.043238
圣邦股份,2019-04-25,0.126627
中国动力,2019-04-25,0.006862
中国巨石,2019-04-25,0.034502
润泽科技,2019-04-25,0.003712
宝钢股份,2019-04-25,0.12641
歌尔股份,2019-04-25,0.013272
宝钢股份,2019-04-25,0.015322
荣盛石化,2019-04-26,0.028503
中信建投,2019-04-26,0.030724
豪威集团,2019-04-26,0.03043
中油资本,2019-04-26,0.026736
华能国际,2019-04-26,0.031352
爱尔眼科,2019-04-26,0.051162
中国核电,2019-04-26,0.105387
中国核电,2019-04-26,0.029479
伊利股份,2019-04-26,0.083937
同花顺,2019-04-26,0.030825
小商品城,2019-04-26,0.016996
小商品城,2019-04-26,0.094338
巨化股份,2019-04-26,0.028975
杭州银行,2019-04-26,0.099308
杭州银行,2019-04-26,0.031109
中信银行,2019-04-26,0.0297
正泰电器,2019-04-26,0.024693
先导智能,2019-04-26,0.054739
华能水电,2019-04-26,0.018017
中国国航,2019-04-26,0.029742
中国人寿,2019-04-26,0.076265
山金国际,2019-04-26,0.020215
泸州老窖,2019-04-26,0.21693
华域汽车,2019-04-26,0.039694
泸州老窖,2019-04-26,0.085274
爱尔眼科,2019-04-26,0.184975
中航光电,2019-04-26,0.037629
招商证券,2019-04-26,0.02601
蓝思科技,2019-04-26,-0.005704
杰瑞股份,2019-04-26,0.013006
华电国际,2019-04-26,0.014765
正泰电器,2019-04-26,0.172525
海天味业,2019-04-26,0.101079
中航机载,2019-04-26,-0.004947
蓝思科技,2019-04-26,0.03771
拓普集团,2019-04-26,0.015602
大华股份,2019-04-26,0.024703
晶盛机电,2019-04-26,0.030622
汇川技术,2019-04-26,0.020255
宁波银行,2019-04-26,0.04055
中国神华,2019-04-26,0.037659
宇通客车,2019-04-26,0.018481
华能水电,2019-04-26,0.138695
中国卫星,2019-04-26,0.011849
赛轮轮胎,2019-04-27,0.108856
中国太保,2019-04-27,0.035159
新华保险,2019-04-27,0.048522
中航西飞,2019-04-27,0.002442
上海机场,2019-04-27,0.048069
赛轮轮胎,2019-04-27,0.028999
浙能电力,2019-04-27,0.017133
农业银行,2019-04-27,0.036001
兖矿能源,2019-04-27,0.037088
航发动力,2019-04-27,0.000148
胜宏科技,2019-04-27,0.032043
山西汾酒,2019-04-27,0.13181
山西汾酒,2019-04-27,0.25619
国电电力,2019-04-27,0.027059
新奥股份,2019-04-27,0.040331
思源电气,2019-04-27,0.004412
上海医药,2019-04-27,0.028472
江苏银行,2019-04-27,0.111776
华工科技,2019-04-27,0.017475
中金黄金,2019-04-27,0.002381
中国船舶,2019-04-27,0.000246
中远海控,2019-04-27,0.026421
光大银行,2019-04-27,0.029792
福耀玻璃,2019-04-27,0.029627
用友网络,2019-04-27,0.012773
古井贡酒,2019-04-27,0.241124
古井贡酒,2019-04-27,0.098001
上海银行,2019-04-27,0.030664
南山铝业,2019-04-27,0.006615
万华化学,2019-04-27,0.074802
华润三九,2019-04-27,0.102255
盐湖股份,2019-04-27,-0.18654
国泰海通,2019-04-27,0.023966
世纪华通,2019-04-27,0.101752
国投资本,2019-04-27,0.032821
盐湖股份,2019-04-27,-0.015964
中金黄金,2019-04-27,0.014473
山东黄金,2019-04-27,0.016806
宁德时代,2019-04-27,0.031184
江苏银行,2019-04-27,0.030161
天赐材料,2019-04-27,0.010088
东方财富,2019-04-27,0.0227
圣邦股份,2019-04-27,0.01789
中国中免,2019-04-27,0.132768
中国中免,2019-04-27,0.204487
中国电建,2019-04-27,0.093309
浙商证券,2019-04-27,0.019414
金风科技,2019-04-27,0.00915
陕西煤业,2019-04-27,0.053737
海螺水泥,2019-04-27,0.052537
巨人网络,2019-04-27,0.030304
保利发展,2019-04-27,0.018856
华友钴业,2019-04-27,0.001633
片仔癀,2019-04-27,0.07683
昆仑万维,2019-04-27,0.068402
巨人网络,2019-04-27,0.122721
长电科技,2019-04-27,-0.086424
迈瑞医疗,2019-04-29,0.064241
英维克,2019-04-29,0.005463
中天科技,2019-04-29,0.026082
光启技术,2019-04-29,0.001129
中天科技,2019-04-29,0.115041
五粮液,2019-04-29,0.097042
潍柴动力,2019-04-29,0.063637
比亚迪,2019-04-29,0.013423
智飞生物,2019-04-29,0.113284
三环集团,2019-04-29,0.032076
新和成,2019-04-29,0.031094
新和成,2019-04-29,0.204392
亿纬锂能,2019-04-29,0.05469
亿纬锂能,2019-04-29,0.171798
国电南瑞,2019-04-29,0.176494
云铝股份,2019-04-29,0.006095
中航沈飞,2019-04-29,0.024888
国电南瑞,2019-04-29,0.002752
中国中冶,2019-04-29,0.020835
中钨高新,2019-04-29,0.011042
中国广核,2019-04-29,0.034794
格力电器,2019-04-29,0.333959
三一重工,2019-04-29,0.091727
东方证券,2019-04-30,0.024109
南京银行,2019-04-30,0.04164
南京银行,2019-04-30,0.152574
宁波港,2019-04-30,0.019835
中国石油,2019-04-30,0.0084
长江电力,2019-04-30,0.020285
四川路桥,2019-04-30,0.024554
藏格矿业,2019-04-30,0.121713
藏格矿业,2019-04-30,0.015976
浦发银行,2019-04-30,0.034284
恒力石化,2019-04-30,0.018332
兴业证券,2019-04-30,0.030111
申万宏源,2019-04-30,0.026446
方正证券,2019-04-30,0.015437
长城汽车,2019-04-30,0.0146
广汽集团,2019-04-30,0.035604
兴业银行,2019-04-30,0.137328
鹏鼎控股,2019-04-30,0.010277
东方盛虹,2019-04-30,0.024191
海南机场,2019-04-30,0.060187
海南机场,2019-04-30,0.011294
兴业银行,2019-04-30,0.041465
中国中铁,2019-04-30,0.01984
南方航空,2019-04-30,0.040987
中国交建,2019-04-30,0.019605
国信证券,2019-04-30,0.035175
中国人保,2019-04-30,0.036792
长江电力,2019-04-30,0.163076
兆易创新,2019-04-30,0.221699
洋河股份,2019-04-30,0.256974
洋河股份,2019-04-30,0.112517
海尔智家,2019-04-30,0.053089
中远海能,2019-04-30,0.015238
东方电气,2019-04-30,0.0123
德赛西威,2019-04-30,0.010902
海尔智家,2019-04-30,0.207776
万科A,2019-04-30,0.007153
徐工机械,2019-04-30,0.075556
徐工机械,2019-04-30,0.03438
赛力斯,2019-04-30,-0.015718
交通银行,2019-04-30,0.029738
双汇发展,2019-04-30,0.093925
宝丰能源,2019-04-30,0.071867
北方华创,2019-04-30,0.005599
药明康德,2019-04-30,0.021427
华东医药,2019-04-30,0.087464
紫金矿业,2019-04-30,0.021302
中国石化,2019-04-30,0.020251
云南白药,2019-04-30,0.041768
中国化学,2019-04-30,0.018783
江西铜业,2019-04-30,0.014809
国投电力,2019-04-30,0.027435
招商轮船,2019-04-30,0.0139
华夏银行,2019-04-30,0.021398
工业富联,2019-04-30,0.039022
士兰微,2019-04-30,0.006746
三六零,2019-04-30,0.026219
复星医药,2019-04-30,0.025126
兆易创新,2019-04-30,0.020362
同仁堂,2019-04-30,0.037051
赣锋锂业,2019-04-30,0.031456
北方稀土,2019-04-30,0.012849
国轩高科,2019-04-30,0.023375
国轩高科,2019-04-30,0.069268
招商银行,2019-04-30,0.045635
工商银行,2019-04-30,0.034575
芒果超媒,2019-04-30,0.236549
上海电气,2019-04-30,0.013215
中国银行,2019-04-30,0.030734
洛阳钼业,2019-04-30,0.007877
天齐锂业,2019-04-30,0.010975
上港集团,2019-04-30,0.024756
招商蛇口,2019-04-30,0.034158
中联重科,2019-04-30,0.025903
中国平安,2019-04-30,0.078777
长电科技,2019-04-30,-0.003825
华泰证券,2019-04-30,0.02647
包钢股份,2019-04-30,0.00924
春秋航空,2019-04-30,0.034732
铜陵有色,2019-04-30,0.015541
合盛硅业,2019-04-30,0.049461
海航控股,2019-04-30,0.021126
海航控股,2019-04-30,-0.064625
中国电建,2019-04-30,0.022514
中兴通讯,2019-04-30,0.037007
上汽集团,2019-04-30,0.034388
中国建筑,2019-04-30,0.035596
中国铝业,2019-04-30,0.008449
招商公路,2019-04-30,0.022069
芒果超媒,2019-04-30,0.071462
长安汽车,2019-04-30,-0.046235
世纪华通,2019-04-30,0.014189
美的集团,2019-04-30,0.070986
建设银行,2019-04-30,0.038176
京东方A,2019-04-30,0.012164
中国中车,2019-04-30,0.01375
光大证券,2019-04-30,0.027451
青岛啤酒,2019-04-30,0.043945
广发证券,2019-04-30,0.033592
隆基绿能,2019-04-30,0.036493
格力电器,2019-04-30,0.061378
天山铝业,2019-04-30,0.019664
中国铁建,2019-04-30,0.02259
中信证券,2019-04-30,0.027375
隆基绿能,2019-04-30,0.166931
中国东航,2019-04-30,0.035908
民生银行,2019-04-30,0.036855
邮储银行,2019-05-09,0.038298
中金公司,2019-05-13,0.021325
中国卫通,2019-06-10,0.043918
渝农商行,2019-06-10,0.135646
金龙鱼,2019-07-12,0.014511
贵州茅台,2019-07-18,0.175322
海康威视,2019-07-20,0.113804
东方财富,2019-07-27,0.048457
海大集团,2019-07-30,0.085107
华能国际,2019-07-31,0.045102
今世缘,2019-07-31,0.166925
卫星化学,2019-07-31,0.067248
上港集团,2019-08-01,0.057101
杰瑞股份,2019-08-03,0.057863
中泰证券,2019-08-05,0.026585
指南针,2019-08-07,0.135565
平安银行,2019-08-08,0.062028
华鲁恒升,2019-08-08,0.104135
宝丰能源,2019-08-09,0.101413
东山精密,2019-08-10,0.04666
荣盛石化,2019-08-10,0.04949
小商品城,2019-08-10,0.056163
思源电气,2019-08-10,0.041531
恒力石化,2019-08-10,0.140893
深南电路,2019-08-10,0.12191
保利发展,2019-08-13,0.080377
生益科技,2019-08-13,0.094648
华夏银行,2019-08-13,0.044514
天孚通信,2019-08-13,0.071943
先导智能,2019-08-13,0.111466
TCL科技,2019-08-13,0.068902
赛力斯,2019-08-13,-0.055229
工业富联,2019-08-14,0.074132
鹏鼎控股,2019-08-14,0.034521
鹏鼎控股,2019-08-14,3.567425
双汇发展,2019-08-14,0.179577
中国联通,2019-08-15,0.021423
阳光电源,2019-08-15,0.04232
北方华创,2019-08-15,0.035713
亿联网络,2019-08-15,0.167458
通威股份,2019-08-15,0.093096
海天味业,2019-08-15,0.19747
中科曙光,2019-08-16,0.052489
陕西煤业,2019-08-16,0.113441
中国平安,2019-08-16,0.165295
青岛啤酒,2019-08-16,0.088321
圣邦股份,2019-08-16,0.066954
亿纬锂能,2019-08-16,0.099173
用友网络,2019-08-17,0.075166
大华股份,2019-08-17,0.094656
中钨高新,2019-08-19,0.022888
渝农商行,2019-08-19,0.079439
山金国际,2019-08-20,0.052454
中金黄金,2019-08-20,0.005383
药明康德,2019-08-20,0.05963
宝信软件,2019-08-20,0.061406
德赛西威,2019-08-20,0.025751
中信特钢,2019-08-20,0.067223
昆仑万维,2019-08-20,0.12846
方正证券,2019-08-20,0.020069
川投能源,2019-08-20,0.046614
江苏银行,2019-08-21,0.063138
光启技术,2019-08-21,0.006616
万科A,2019-08-21,0.074763
歌尔股份,2019-08-21,0.034209
万华化学,2019-08-21,0.156742
温氏股份,2019-08-21,0.040248
立讯精密,2019-08-21,0.093081
分众传媒,2019-08-22,0.05762
浙商证券,2019-08-22,0.034241
中国巨石,2019-08-22,0.073303
科大讯飞,2019-08-22,0.022904
紫光国微,2019-08-22,0.049652
比亚迪,2019-08-22,0.026001
拓普集团,2019-08-22,0.02936
新易盛,2019-08-22,0.069338
中国船舶,2019-08-23,0.003
中国广核,2019-08-23,0.069738
天齐锂业,2019-08-23,0.019087
中国人寿,2019-08-23,0.10949
新和成,2019-08-23,0.072236
中信证券,2019-08-23,0.0417
爱尔眼科,2019-08-23,0.119108
厦门钨业,2019-08-23,0.010724
华能水电,2019-08-23,0.06355
巨化股份,2019-08-23,0.05549
宝钢股份,2019-08-23,0.035534
华域汽车,2019-08-23,0.073792
中国卫星,2019-08-23,0.034475
国泰海通,2019-08-23,0.0398
海螺水泥,2019-08-23,0.131714
华润三九,2019-08-23,0.149794
紫光股份,2019-08-24,0.031513
中国神华,2019-08-24,0.073173
中国核电,2019-08-24,0.054886
金风科技,2019-08-24,0.043489
中际旭创,2019-08-24,0.036884
航发动力,2019-08-24,0.012197
浦发银行,2019-08-24,0.066587
上海银行,2019-08-24,0.065222
中航光电,2019-08-24,0.090812
中航机载,2019-08-24,0.022371
片仔癀,2019-08-24,0.137017
中煤能源,2019-08-24,0.040444
同花顺,2019-08-24,0.079113
北方稀土,2019-08-24,0.028631
宁德时代,2019-08-24,0.06228
中油资本,2019-08-24,0.051851
招商银行,2019-08-24,0.091357
中国人保,2019-08-24,0.095672
华电国际,2019-08-24,0.030646
中信建投,2019-08-24,0.04836
国投电力,2019-08-26,0.060056
领益智造,2019-08-26,0.106879
中国石化,2019-08-26,0.043439
中国太保,2019-08-26,0.103703
古井贡酒,2019-08-26,0.159053
宇通客车,2019-08-27,0.041514
南京银行,2019-08-27,0.086269
复星医药,2019-08-27,0.053473
世纪华通,2019-08-27,0.063427
南山铝业,2019-08-27,0.020027
英维克,2019-08-27,0.048913
中航西飞,2019-08-27,0.013912
长城汽车,2019-08-27,0.029176
中国卫通,2019-08-27,0.020024
牧原股份,2019-08-27,-0.012805
国信证券,2019-08-27,0.048869
三六零,2019-08-27,0.159293
恒立液压,2019-08-27,0.141332
浙能电力,2019-08-27,0.040671
汇川技术,2019-08-27,0.062662
招商蛇口,2019-08-27,0.064446
京东方A,2019-08-27,0.019358
天赐材料,2019-08-27,0.017856
同仁堂,2019-08-27,0.070167
山西汾酒,2019-08-27,0.184267
洛阳钼业,2019-08-28,0.020119
士兰微,2019-08-28,0.016724
中兴通讯,2019-08-28,0.062031
兆易创新,2019-08-28,0.068113
杭州银行,2019-08-28,0.062083
交通银行,2019-08-28,0.060427
新奥股份,2019-08-28,0.100749
兴业证券,2019-08-28,0.040171
包钢股份,2019-08-28,0.019619
华友钴业,2019-08-28,0.004326
上海机场,2019-08-28,0.093216
中国银河,2019-08-28,0.038697
华东医药,2019-08-28,0.152168
中金公司,2019-08-28,0.043918
科伦药业,2019-08-28,0.056198
中信银行,2019-08-28,0.06335
北京银行,2019-08-28,0.065962
成都银行,2019-08-28,0.078739
中航沈飞,2019-08-28,0.053234
光大证券,2019-08-28,0.033608
中国铝业,2019-08-28,0.01337
南方航空,2019-08-28,0.026416
顺丰控股,2019-08-28,0.082734
中国动力,2019-08-28,0.020301
兴业银行,2019-08-28,0.07351
海南机场,2019-08-28,0.006998
云南白药,2019-08-29,0.08083
润泽科技,2019-08-29,0.027446
光大银行,2019-08-29,0.062467
长电科技,2019-08-29,-0.021323
泸州老窖,2019-08-29,0.15946
招商轮船,2019-08-29,0.023309
中国建筑,2019-08-29,0.081285
赣锋锂业,2019-08-29,0.037169
招商公路,2019-08-29,0.049635
天山铝业,2019-08-29,0.052121
福耀玻璃,2019-08-29,0.07512
中国电建,2019-08-29,0.045289
华工科技,2019-08-29,0.056906
光线传媒,2019-08-29,0.012384
恒生电子,2019-08-29,0.197608
云铝股份,2019-08-29,0.019239
大秦铁路,2019-08-29,0.075177
中国国航,2019-08-29,0.034334
圆通速递,2019-08-29,0.073373
隆基绿能,2019-08-29,0.104591
招商证券,2019-08-29,0.042989
建设银行,2019-08-29,0.076479
胜宏科技,2019-08-29,0.072855
国轩高科,2019-08-29,0.040724
迈瑞医疗,2019-08-29,26.427677
沪电股份,2019-08-29,0.113939
合盛硅业,2019-08-29,0.081901
赛轮轮胎,2019-08-29,0.0777
新华保险,2019-08-29,0.148336
迈瑞医疗,2019-08-29,0.150633
海尔智家,2019-08-30,0.126274
上汽集团,2019-08-30,0.058376
东方证券,2019-08-30,0.02317
国联民生,2019-08-30,0.045825
国电电力,2019-08-30,0.044023
中泰证券,2019-08-30,0.037357
宁波银行,2019-08-30,0.079386
工商银行,2019-08-30,0.070807
恒瑞医药,2019-08-30,0.116272
广发证券,2019-08-30,0.047333
伊利股份,2019-08-30,0.141781
芒果超媒,2019-08-30,0.11427
海航控股,2019-08-30,0.009399
特变电工,2019-08-30,0.031447
华泰证券,2019-08-30,0.036845
铜陵有色,2019-08-30,0.023083
三花智控,2019-08-30,0.080503
豪威集团,2019-08-30,0.015259
潍柴动力,2019-08-30,0.129396
晶盛机电,2019-08-30,0.061132
智飞生物,2019-08-30,0.263406
三环集团,2019-08-30,0.066507
中国中车,2019-08-30,0.037147
三一重工,2019-08-30,0.189933
中远海能,2019-08-30,0.016672
上海医药,2019-08-30,0.05781
中国化学,2019-08-30,0.048114
正泰电器,2019-08-30,0.081463
浪潮信息,2019-08-30,0.029961
紫金矿业,2019-08-30,0.045547
春秋航空,2019-08-30,0.062263
中国石油,2019-08-30,0.02328
山东黄金,2019-08-30,0.03042
藏格矿业,2019-08-30,0.031356
中天科技,2019-08-30,0.055092
蓝思科技,2019-08-30,-0.009255
国投资本,2019-08-30,0.045383
江西铜业,2019-08-30,0.025918
浙商银行,2019-08-30,0.072276
宁波港,2019-08-30,0.053258
中国铁建,2019-08-31,0.054204
东方电气,2019-08-31,0.025348
中联重科,2019-08-31,0.068508
兖矿能源,2019-08-31,0.085375
申万宏源,2019-08-31,0.042712
中国东航,2019-08-31,0.034765
巨人网络,2019-08-31,0.056513
东方盛虹,2019-08-31,0.06119
洋河股份,2019-08-31,0.163314
长江电力,2019-08-31,0.061572
格力电器,2019-08-31,0.149647
徐工机械,2019-08-31,0.073692
中国中免,2019-08-31,0.188929
长安汽车,2019-08-31,-0.049659
中国中冶,2019-08-31,0.037133
国电南瑞,2019-08-31,0.043583
广汽集团,2019-08-31,0.0634
上海电气,2019-08-31,0.031137
中国中铁,2019-08-31,0.053971
农业银行,2019-08-31,0.071376
美的集团,2019-08-31,0.172913
四川路桥,2019-08-31,0.053125
五粮液,2019-08-31,0.143945
中远海控,2019-08-31,0.047313
民生银行,2019-08-31,0.070476
中国银行,2019-08-31,0.06702
中国交建,2019-08-31,0.042552
盐湖股份,2019-08-31,-0.025754
渝农商行,2019-09-10,0.04594
安克创新,2019-10-11,0.18057
牧原股份,2019-10-12,0.089947
邮储银行,2019-10-15,0.077272
贵州茅台,2019-10-16,0.255819
中信银行,2019-10-18,0.089815
海康威视,2019-10-19,0.205751
厦门钨业,2019-10-19,0.01502
智飞生物,2019-10-22,0.378121
东方财富,2019-10-22,0.07647
立讯精密,2019-10-22,0.170835
中国联通,2019-10-22,0.030504
蓝思科技,2019-10-22,0.063167
海大集团,2019-10-22,0.170061
平安银行,2019-10-22,0.089454
中信特钢,2019-10-23,0.252918
华能国际,2019-10-23,0.062068
天齐锂业,2019-10-23,0.013743
中国巨石,2019-10-23,0.105541
海螺水泥,2019-10-23,0.198217
温氏股份,2019-10-23,0.169599
新和成,2019-10-24,0.104771
紫光国微,2019-10-24,0.091911
恒力石化,2019-10-24,0.227732
歌尔股份,2019-10-24,0.063326
宝丰能源,2019-10-25,0.156766
中航光电,2019-10-25,0.123987
三花智控,2019-10-25,0.120105
中油资本,2019-10-25,0.075577
杰瑞股份,2019-10-25,0.102288
万华化学,2019-10-25,0.213148
中航机载,2019-10-25,0.034794
科大讯飞,2019-10-25,0.038959
中国平安,2019-10-25,0.216359
京沪高铁,2019-10-25,0.061837
恒瑞医药,2019-10-25,0.174196
思源电气,2019-10-25,0.086552
通威股份,2019-10-25,0.140433
拓普集团,2019-10-25,0.046615
宝信软件,2019-10-25,0.090646
杭州银行,2019-10-25,0.089434
片仔癀,2019-10-25,0.19637
华电国际,2019-10-25,0.045463
光线传媒,2019-10-25,0.123208
正泰电器,2019-10-25,0.127362
万科A,2019-10-25,0.112933
中国卫星,2019-10-25,0.047881
巨化股份,2019-10-25,0.069672
华鲁恒升,2019-10-26,0.148575
润泽科技,2019-10-26,0.025725
亿纬锂能,2019-10-26,0.215548
金风科技,2019-10-26,0.058074
上海银行,2019-10-26,0.097795
宝钢股份,2019-10-26,0.050508
卫星化学,2019-10-26,0.108883
保利发展,2019-10-26,0.102507
宁德时代,2019-10-26,0.099147
交通银行,2019-10-26,0.081625
阳光电源,2019-10-26,0.069317
新奥股份,2019-10-26,0.120562
兖矿能源,2019-10-26,0.109547
工商银行,2019-10-26,0.10099
恒生电子,2019-10-26,0.229899
山西汾酒,2019-10-26,0.251859
北方稀土,2019-10-26,0.049156
川投能源,2019-10-26,0.103212
中科曙光,2019-10-26,0.06393
顺丰控股,2019-10-26,0.113031
中国建筑,2019-10-26,0.117871
长城汽车,2019-10-26,0.055298
爱尔眼科,2019-10-26,0.202807
农业银行,2019-10-26,0.10071
同花顺,2019-10-28,0.13299
昆仑万维,2019-10-28,0.197094
亿联网络,2019-10-28,0.257899
古井贡酒,2019-10-28,0.215144
荣盛石化,2019-10-28,0.085588
渝农商行,2019-10-28,0.117262
圣邦股份,2019-10-29,0.127607
华工科技,2019-10-29,0.078612
浙商银行,2019-10-29,0.105366
青岛啤酒,2019-10-29,0.136544
双汇发展,2019-10-29,0.280011
中煤能源,2019-10-29,0.060719
云南白药,2019-10-29,0.123847
华友钴业,2019-10-29,0.01209
中国银河,2019-10-29,0.056988
东山精密,2019-10-29,0.101351
胜宏科技,2019-10-29,0.116093
大华股份,2019-10-29,0.140368
浙商证券,2019-10-29,0.050024
晶盛机电,2019-10-29,0.111821
光大证券,2019-10-29,0.047024
中兴通讯,2019-10-29,0.162951
南山铝业,2019-10-29,0.032717
中航西飞,2019-10-29,0.021167
新易盛,2019-10-29,0.111699
赣锋锂业,2019-10-29,0.04104
沪电股份,2019-10-29,0.193873
英维克,2019-10-29,0.089832
天孚通信,2019-10-29,0.114697
世纪华通,2019-10-29,0.106331
芒果超媒,2019-10-29,0.136865
中国神华,2019-10-29,0.109943
天赐材料,2019-10-29,0.031601
先导智能,2019-10-29,0.17429
德赛西威,2019-10-29,0.035772
领益智造,2019-10-29,0.191805
宇通客车,2019-10-29,0.079008
国信证券,2019-10-29,0.069568
华能水电,2019-10-29,0.102778
汇川技术,2019-10-29,0.099507
小商品城,2019-10-30,0.08397
洋河股份,2019-10-30,0.204417
国电南瑞,2019-10-30,0.07654
特变电工,2019-10-30,0.049449
中信建投,2019-10-30,0.074247
中际旭创,2019-10-30,0.062166
深南电路,2019-10-30,0.213269
中国中免,2019-10-30,0.234961
生益科技,2019-10-30,0.14161
迈瑞医疗,2019-10-30,0.224103
上海机场,2019-10-30,0.134916
东方电气,2019-10-30,0.035772
中国人寿,2019-10-30,0.163202
赛力斯,2019-10-30,-0.080985
合盛硅业,2019-10-30,0.106439
海天味业,2019-10-30,0.265049
中国人保,2019-10-30,0.128815
大秦铁路,2019-10-30,0.110953
招商蛇口,2019-10-30,0.066945
中国核电,2019-10-30,0.077065
中航沈飞,2019-10-30,0.075759
中国铝业,2019-10-30,0.015317
包钢股份,2019-10-30,0.022379
圆通速递,2019-10-30,0.114209
航发动力,2019-10-30,0.015064
比亚迪,2019-10-30,0.028107
方正证券,2019-10-30,0.028137
中钨高新,2019-10-30,0.033528
浦发银行,2019-10-30,0.095587
广发证券,2019-10-30,0.063655
宁波港,2019-10-30,0.074884
藏格矿业,2019-10-30,0.04622
紫金矿业,2019-10-30,0.073225
华域汽车,2019-10-30,0.105414
兴业证券,2019-10-30,0.052399
恒立液压,2019-10-30,0.188307
山金国际,2019-10-30,0.076796
