date,工商银行,建设银行,中国石油,贵州茅台,招商银行,中国神华,中国平安,长江电力,万华化学,三一重工,海康威视,伊利股份,格力电器,紫金矿业,保利发展,中际旭创,韦尔股份,北方稀土,天齐锂业,兆易创新,东方财富,三六零
2020-10-21,1354457713126.551,61446389622.87645,664099651794.8718,2176317236079.7344,834838815062.8093,276021090136.14703,888804756432.0282,429499354328.7671,113171353919.2124,228877381119.29608,318026931666.6667,245259306800.1281,346377452983.3357,136780547747.8676,192659048732.21216,34793547646.99368,136474941160.39429,40250736998.35526,29559363537.97204,74702935166.25478,188177127517.61255,30001107632.44324
2020-10-22,1358936164527.5034,61868123404.44186,662104748812.7855,2177502677709.4973,847260896773.2653,276436523086.41974,884210945806.0775,430861093703.7037,111987505496.88364,222298219525.83316,321935065937.7252,248112646666.12643,347514915892.50323,135957836430.0564,195675736537.98917,34034647242.343933,136419023123.30826,39312875052.356026,30758324314.930862,75055283863.61107,185716150026.17703,29800964366.543667
2020-10-23,1365410553627.002,62305323970.09968,667693074151.6965,2174470998750.0,859222677084.1119,275755165767.16016,909882629834.9872,427957529684.9316,112780006678.99356,213373343671.0032,322374054552.344,243425557935.34613,349193963758.1856,136370851509.97607,195982117633.56427,34005641452.344933,133318926251.1774,39363256808.55276,31489592470.23411,74618700620.56738,183575563669.6963,29885151683.58341
2020-10-26,1358024768950.525,61770067562.08163,664198252829.1316,2059354562725.024,838346151459.5256,274273498290.7232,892861362217.9838,429615055804.0936,108266781502.01009,208914404962.5694,342896316667.8764,243058609639.07013,346827938895.2144,136674480669.74596,196702707672.6394,33411444947.12644,131414195517.50378,38874739041.281296,31311382236.936863,73420921983.87096,174154184616.29047,29445279104.998062
2020-10-27,1352397204620.5735,61360632126.45098,663165550372.8815,2045937194562.6072,839816138907.3741,276148753445.12195,882153288570.5985,433151534224.13794,110429871456.66331,212632659247.66776,354356403401.427,245393587497.8607,344597820528.9855,138180570719.18875,193205586998.48547,33121574503.19581,135035643031.27222,39132508803.22849,32236264746.15026,73713522086.16782,173213909098.71008,29247056726.475277
2020-10-28,1348713951288.889,60537956705.68153,661486162080.7452,2081774458157.4175,829151117846.5199,274461714610.19492,863764781355.1929,435913583049.9076,115648265759.0309,215019007500.86417,359780562955.98065,254439827568.8109,342329535392.00903,139998892259.63248,188529284752.5944,32548542272.177647,138265958906.19016,38705115876.03469,30971617702.44171,74868956953.3347,173329965658.4291,28664057287.813526
2020-10-29,1338575108969.404,60198583189.15344,656622638676.8447,2116518383142.9485,830220840579.653,270145563150.5251,852206884883.8595,431011896955.0562,112704495402.06808,217865575421.23,362250038978.3152,258138050759.10712,342367853730.56995,137554428246.09375,188165693023.5113,32449518819.739723,140784269823.32922,38477440529.1471,29834879491.905148,74008890058.86325,173485171952.55682,28477994589.142685
2020-10-30,1330731200396.4194,60550456315.84988,662000170881.356,2111669270819.6724,831297080682.3529,275700208485.95404,848096574270.3315,433020127235.4624,113329909762.66354,222720988804.8061,369138119592.6134,237201919340.22256,351653788398.1021,139054619871.1289,185904193248.87717,32755700371.13587,149032000879.99225,37423872824.6704,29238034844.483,80128029550.22012,170154908618.08237,28697116556.545788
2020-11-02,1329810071818.182,59995287287.24522,657063093525.0,2113549341341.6816,825115295698.324,274908231822.41016,840508237194.7083,445376042386.5006,113663201101.8636,221911400748.54532,367665981450.5799,225903345016.9255,358808253616.43634,140738960218.72266,185527396642.31915,32281735644.113667,159280307777.5045,36454250063.195496,28912255425.169296,83373355261.2563,168380706939.02707,27205929198.615376
2020-11-03,1336993218605.5776,60490603784.99705,664200878223.3502,2125398828466.061,859253947607.202,276781771146.6942,851774197301.5314,454598984533.6788,113717215429.19691,214227017979.7518,368082538358.5565,230800851102.41312,357634634601.6202,149449864725.9273,185747515737.77496,34208270911.885246,166587686613.73947,39248026855.73289,30955521410.0042,85109351998.31873,173399395035.01877,27276034442.839767
2020-11-04,1337092358397.79,60826510124.47034,665122695583.3334,2130172844110.008,875637354256.0635,280564279462.2905,859342659279.8406,452303642608.6956,116647612273.48796,215896560152.4813,377866558214.74304,231658970321.5874,369469829126.9009,150050007995.8494,186014082393.18796,34012913126.67381,162149171650.3959,39904299327.345146,31534267664.12153,85700458538.62128,172163367849.48294,27323910473.074986
2020-11-05,1337100925238.8796,60955577383.17757,666113129558.8235,2163931271067.806,884803736859.6544,283716168831.3789,876631072837.8378,461509315107.2279,118449554849.74368,223649665189.6533,388641161140.398,232968793567.6025,377226118057.344,150155518611.60556,189493996140.80832,35319600408.19832,163060647807.83005,40542348025.23391,32607413357.751755,86044745343.61977,177491005967.621,27704792988.23529
2020-11-06,1335175422629.87,61079727556.57047,669080171504.0,2143162052697.548,875922208892.3488,291916456805.7425,878808198367.9966,460464482415.3499,121577636262.77669,231079619672.33145,394924315035.3862,230576750240.62985,391293377671.92566,155402771794.68195,193025003339.59,35949955938.947365,164685046936.6291,40789479963.45632,35817935090.52894,86586006586.08568,178638695651.36444,27735209866.73704
2020-11-09,1341093174516.129,61382479658.86153,674873384611.465,2180757250212.057,887397820348.5477,294889044671.5132,899597478606.393,462292200147.18616,124128025222.98396,232508512381.70657,395352470836.7659,234103419308.57745,404480264308.76605,158760151427.04294,193769774503.5681,36811782954.24137,178963073975.6982,41320081834.20524,37378795088.925606,94156475918.91466,188936584129.93005,28286022552.709667
2020-11-10,1353771813725.286,62244035112.08791,686966133783.3037,2200569360274.656,903140958366.9724,293926101643.2584,909527605291.0488,460252786552.20746,128406081326.02322,231034355983.619,394535994469.77374,231439600101.15607,393013327920.3715,152149180877.32568,194358416160.60483,36235886833.61995,174985553561.00537,41835318260.5042,38636543327.46804,91624200204.63995,191621325550.61392,28055438515.22985
2020-11-11,1363186862709.059,62912206550.176704,687680032741.752,2207053137855.083,908869282911.9376,297493044182.98444,904826172935.542,466609996128.3644,127329423883.62273,239833513134.39062,388682239264.9938,234847303877.6765,393528096494.2808,149248332393.2752,195670512802.46317,34767463700.4055,159020584177.11865,42069322315.16116,37057101115.24752,86402472579.31215,183958603453.538,27456838422.693264
2020-11-12,1354494209537.5725,62768524390.70444,685952354661.017,2178560616136.972,900989396027.9966,292375403181.3362,894167097524.2933,468590988676.6918,128210613921.1111,240806608157.58435,389134190148.092,231690346083.4126,395601507823.3183,148573831381.05798,194749054283.3373,34358971822.73168,156443417750.38284,41809107385.58033,35499779725.674,85161510034.21092,181659701416.54587,27229273464.008858
2020-11-13,1340086628471.2483,61616410269.58106,676002005051.7598,2138008237157.519,874556121431.2759,288580379039.48773,868476986059.6786,462577685289.11566,124980669028.46783,237223501527.2545,380825371288.4616,225725733135.90692,392559563668.6311,150117260337.07864,189606852743.57803,34427011059.02244,154553254588.41086,42737028098.0936,36134994915.94256,86130549664.97404,177405738584.6142,26983456641.782475
2020-11-16,1339961460861.3445,61462465399.37905,683863442675.3671,2153425178851.0464,884503106255.2966,293388579415.2509,892014300963.7065,456602452496.6887,129186447497.8204,240081246777.8259,388023064777.22345,226333601614.2311,397058299485.2396,158816269639.042,190007409662.18677,35292795598.97109,150599066043.61133,43948917404.21818,33380040346.631237,84496889889.90396,178631105503.29553,27049382309.30427
2020-11-17,1343380383796.9094,62051927983.380325,692336542629.482,2168968150677.2908,901060843909.2496,295033893422.01355,912020802733.7184,447331490563.54224,128916892878.85149,239152681816.44363,379335689613.3068,223653782493.9159,409002100766.4377,161841370101.60535,196433179990.8418,34485133158.61858,149348786308.6214,43762251242.71151,35097171307.88316,85310354438.29866,176737406907.9147,26899013078.44523
2020-11-18,1354726437186.6294,63042618855.73291,689737322508.834,2133266719757.1423,918802151661.7406,293202926047.10376,926515726951.1786,449554542257.2003,129468160769.40744,234415100727.0375,371741568449.35065,226393086187.65723,400632101490.16034,167305278659.49036,200080416074.5561,34406875046.34779,154038358994.37302,44369101357.85721,33729892262.07448,88650485510.09998,181166046905.09448,27040547909.78918
2020-11-19,1358031373158.8137,63523539571.86754,686989276129.754,2153346320149.0515,920031998210.89,290134144398.60547,922507442158.6425,451522947039.4135,126347345073.20049,234817134688.7299,382866616622.3451,230322372762.2739,403964938022.916,162543106522.06873,202650060387.54324,34214581098.430813,156101282198.55637,44561050521.59468,30961751588.8192,89442518308.5958,182008259391.1692,26948044639.593903
2020-11-20,1357410618699.3604,63006011830.54857,684107813062.0985,2166510545370.4763,927404752721.3116,290545995599.1736,914404293849.8326,449409068336.2218,129214329824.53554,243870631491.13556,385549727838.8278,232437788991.40167,404276053863.6364,171132532477.43344,202243152014.2938,33854553196.09211,155056676342.1251,44546729579.7504,32774704193.668587,87599406105.46712,183321242427.2314,26983047140.15152
2020-11-23,1362803736278.6255,63818351916.81304,695678625559.2104,2248231968821.866,934051229248.4122,300827387714.9877,928428374464.409,450873931322.66223,129690285329.96191,255036069420.50397,378709702671.6676,234951799401.7433,405614503484.7703,180114987786.58026,203110351575.3988,33133920196.85962,149680464728.53293,46086568911.08982,36852094210.843376,88067568846.25436,187778805457.9545,26943645971.94805
2020-11-24,1367349283262.1084,64190083544.31667,697557400013.245,2220185823556.501,926250225630.1652,301856908868.476,928351666513.5428,449414919988.9503,123815453927.57794,253197274609.76425,373126706416.96747,230413636262.688,399863170664.2154,176340054560.25192,201319768185.5874,33414348992.834396,156225868345.00516,48840131706.74049,39175279315.38099,88745352468.5745,187150315602.13617,29272192132.400776
2020-11-25,1368974056716.016,64255225627.990425,709552025312.5,2185376386582.109,924424966022.9132,307753578273.63184,950137110045.1488,445551584914.1824,122220923079.22585,250777591140.38196,373605371416.7406,225475213270.937,401449974049.63135,174805529649.98508,202565223501.35776,33814016959.69337,160381013245.9267,51259242624.37695,40125678140.10375,86750088142.82709,186829285597.7848,30333858453.88457
2020-11-26,1369627242759.563,64293276758.83393,697561037580.8937,2178339271395.3489,929743260275.8217,310956736745.54645,956319190989.9928,452462465840.708,116234700059.20784,247857969923.5897,368980943968.9309,224568883034.41263,397972884227.82745,171591484706.11597,200842778720.06967,33778797827.759197,157322244313.70148,51194028253.41549,38857217773.27019,85549766069.08487,184729546308.50687,29606278792.0511
2020-11-27,1415109090365.4292,66420085751.044174,691457510077.6198,2176877102329.6443,936615844273.8206,313848829223.8069,969497041624.9095,457548821643.72473,118973481263.14604,260093375547.08487,376852204605.2096,225608854494.92972,397355799924.978,174337163019.52737,206376137707.00635,33104801105.990784,156683976407.71637,49899335259.08808,38026676803.83184,84788311848.57059,187828082951.08743,29351845112.47552
2020-11-30,1482849391203.4631,70300650273.64894,700568182970.2129,2170791259598.8987,946350072666.309,326520520744.7553,1007535477082.131,461809312421.7547,117237830911.71266,263550956917.00284,372708728631.6754,225569313193.7029,402046980805.8306,181800066768.9077,211015003916.86285,33045582256.81377,164677150692.71225,50336509532.9153,40254310823.61982,86776692161.8538,200367214133.6396,29782383113.5604
2020-12-01,1458394241296.3904,69360490923.61853,693289748660.4363,2178988486935.412,940496333434.6104,326376027338.0084,994307491967.026,459369752069.5103,118323467770.08208,267876343221.0565,367363882267.34015,227930100908.49023,398279420874.2041,181420966533.59445,203545656954.3207,33131063284.748905,167312835988.3923,49733166406.25001,39125685302.3066,86097884792.07298,203111161165.95755,29684189234.345783
2020-12-02,1467808591931.035,69864437380.7216,696517856509.434,2186230973342.2173,953116225391.0153,327073769879.952,1007088423853.8372,461025616516.8539,118021876037.40298,274109933695.01465,363884216991.2675,228087305986.39453,412494530236.36505,185537128062.4628,209613797914.5226,34357537621.807087,172495121461.92328,49369828506.08743,37746672170.55059,89686808488.47678,206584416138.2857,29686043235.40994
2020-12-03,1452914504729.207,70028455157.7792,697309895792.8118,2191297480055.3423,951866429597.536,318032383544.7461,996273872302.953,458140915704.2254,118255434002.80736,268523110341.0814,365742945558.5967,230275502719.8042,408231010719.1448,175760386506.3752,206589756666.6667,34633685396.38613,171317320136.8844,47578280281.44806,37241313802.45188,94038791374.52213,206337259098.9345,30372354112.54141
2020-12-04,1423627142604.0818,68499414226.65511,692965625528.942,2246441979270.352,939319056554.81,310800844789.39154,988471900053.1326,456857732547.5285,120281446016.98344,268351432281.64508,369701200837.94464,234841563816.2465,409018508003.55554,176646276177.4844,202660032758.6207,35049792698.07281,169766898944.84415,48280585466.6745,38899085736.46645,94747041914.08624,202173261262.00604,30842022697.648186
2020-12-07,1409225253124.388,67425685272.53669,689278717423.6641,2286733815194.917,918360869508.3408,306436844804.982,979317614267.472,451265691364.1364,118189118132.95616,271097085815.59143,363587794824.0964,238338883082.91263,406674200575.27295,174132823791.33917,198752693647.8581,35011714922.65278,173069768058.81595,48660317351.54302,41443496131.31791,95712904710.00935,200322044864.9817,30507431947.391552
2020-12-08,1387016934032.4216,65282363874.18282,683187961725.0674,2316711397029.8447,914244155629.1028,304047319533.7995,960587093298.62,451215321892.2853,119194902479.17924,268216888060.70288,359710257810.689,240586131244.67847,395938104817.9917,175840042923.62683,197043568338.27893,35145674181.10749,171303487995.37286,47716885676.30746,43207452765.52923,94118873723.04633,200535038880.1179,30027152578.501865
2020-12-09,1380538022090.708,64927117116.12592,681365517587.1313,2325015164854.839,919248853424.9587,308985849831.9328,959669226607.5116,455571897097.79175,118251751782.85524,263115409666.43973,355895635161.8829,240800229455.75803,378972284979.5351,172865066014.88666,195769051190.66776,35249427748.33055,170733280157.62924,46651503608.362366,47231038912.65304,92434609624.16743,195159834197.33865,30012840378.15606
2020-12-10,1365726768939.709,63228142839.63228,679136766417.5258,2312135402408.618,911726285855.7048,307923794252.6882,952849867538.708,454140990094.1176,117196619858.00716,262179723373.10608,363376553618.09045,235480500757.9949,377684148026.3158,165342193196.35907,193751273568.0041,34959586018.020004,180155102997.46863,45314569937.92648,42930782577.10921,91799339626.2411,191250970773.63223,30097644130.721832
2020-12-11,1359384909276.0618,62453058614.89242,681617695714.2856,2283820271587.7554,895009682991.9786,308249575560.32635,937258810122.7272,454631019548.8257,117554053483.0219,265757808891.25543,358403240840.72363,230403454397.17853,378701423789.6944,168066360073.61035,191859937388.29312,35912592028.64346,183637898973.5911,44258247656.24999,41159209554.44512,89080879886.47034,188679073420.47583,30809575220.48325
2020-12-14,1363295367215.0642,62493236225.00602,678340215764.411,2290693055055.1123,912093547976.231,290954920835.30334,946990959805.1948,451209199089.2857,114535938423.34293,262457706765.57864,369938868529.0384,234651914434.77267,375191990222.78186,165403647397.3306,193078916618.49097,36794757410.31871,183502135850.4449,42856769390.6378,40509957672.365,89201291735.05447,188683581516.8946,31468059793.59699
2020-12-15,1347861006930.3796,61510870814.85714,672207219642.857,2284082428582.945,910511757700.9874,288510618895.38885,931038484982.8884,445442028911.96014,117974762863.38576,267032242701.7387,378186970901.9673,238108773838.7204,364433246225.24365,161738330956.44983,191537939688.0416,36992025751.94286,182364945724.517,42945670293.76201,43510065314.73199,89920843184.13223,189563742134.1148,31021404122.82708
2020-12-16,1350641831165.1467,61570245911.65805,672834450488.7219,2306095457151.231,913079779394.2794,292314509731.0127,939473268890.679,448191414284.3419,122273808485.51988,271230749011.89804,372702518448.9976,239019775905.8053,364779045297.20593,163976325283.71997,192591904163.64957,36818280625.40547,177572011886.1386,43038476376.51372,45120634887.06932,89299662048.74333,188085163166.35776,30139759861.655243
2020-12-17,1346444466799.674,61352457227.14248,676623210540.5405,2330342359271.269,903314300225.8728,295442908555.1181,952988443565.1074,451903797099.36816,123065666128.1619,271560475166.8256,365692402173.0046,245568849766.40305,366030524957.8203,169982938885.67215,193077327485.49756,36568679733.91766,179353529206.12534,43928884078.4882,48098131864.47572,89567160542.62894,191943109134.30615,30298019366.862988
2020-12-18,1348407395815.9507,61430324976.65433,688104384088.6699,2329916006134.572,894111499660.971,310477770845.80835,952575442479.4104,451036767604.95526,124422167950.51732,268852701134.5745,366808376926.142,241563523713.7563,367139327089.2019,179618488139.33997,191653640246.3358,36121752128.29982,183133739655.8901,45227635395.13581,50537508198.19618,89636702214.95432,192348878790.3088,29993240945.987003
2020-12-21,1348804787850.5896,61110776608.28024,690086103407.0797,2317318661673.4863,884348451104.4972,310531810535.0734,940518925802.0232,446254954483.166,125240788949.8828,262365801013.8539,363210610865.1572,245567596481.5869,361767250991.90784,183398979680.2244,189634147031.52676,37262706853.8001,177084575916.3106,45438106330.48908,51312187804.93121,86443612764.4635,193803427118.44025,29295950126.85301
2020-12-22,1336531348408.2537,60157422245.64581,677254402792.9374,2354321212697.775,872792284229.7582,298033658658.50543,921888713636.5634,439905627760.32574,123522859861.25508,267631343584.27863,366259574326.3992,246430253895.9144,359657771330.4606,176418870940.5568,191810721611.03885,36106981253.47279,170165260419.3616,44113984272.98312,54400130486.653,86071040248.64198,191997076017.64392,28325375654.173058
2020-12-23,1332442482337.0237,59587621566.12378,671499805788.1774,2343602491279.6206,870520664949.2899,294504759139.3826,915343320236.174,432643570673.6429,123967936828.54018,273131503413.0873,369642019001.9808,248200347255.8908,359265119148.2649,171048226865.02634,187773916887.5132,35267908370.56774,171112653296.97818,45057834298.68652,54990911725.28378,84832195161.97476,189831920626.55,27960558505.383778
2020-12-24,1338749091103.7527,60098230775.410416,672512918323.3533,2296612267558.0625,879642148480.9585,295700725265.1048,913248714470.5884,431849345551.7242,124580430647.9404,278936833236.2809,379927400821.1777,242519253390.7285,360374857696.8856,175841854995.60245,186696465990.0249,35217754713.685974,177864640387.67862,46168704170.88899,53617956654.20868,83495450877.44646,190379687809.9282,27397414601.68278
2020-12-25,1335894792601.0547,60130314195.56389,672196104061.3026,2295428527894.4507,875589486767.633,301676715367.9853,895004030061.0999,438703245731.70734,127364358724.46762,282888108839.4896,383682800280.28766,239419795366.0666,354244797754.6704,178704878631.26886,187332848275.5102,33778755119.43189,175679619313.97665,47055575008.1961,54259018443.5408,81012736010.48688,190521272143.91208,27321811494.954533
2020-12-28,1335800933046.5117,59851586588.17294,671864310788.9126,2345105944914.405,882716118141.7014,304716707318.0264,912593592568.2128,437102988517.9959,127066828416.76924,287465180446.92737,379471369152.6397,246031529666.5504,358988910324.61,186931215612.11377,186858423925.61984,32721440052.279385,176050361925.65594,47298961805.14237,57568657271.54171,80734340089.21983,195882021792.40585,27543320242.90393
2020-12-29,1338647442089.0776,59983741653.977005,668536423432.8358,2349447710741.7583,884562286541.844,299131318930.13104,926253735890.6968,432839418760.0357,127507097496.07396,283817139575.1898,375565565002.6657,249821656009.03308,363986832992.5684,181446700069.2042,188941443613.03064,34103087874.551533,176330795530.04727,45476237235.40053,57999190675.27309,85464717462.40887,199679646525.60352,28046543216.42429
2020-12-30,1336238894585.9873,59794616149.36327,667710335533.9806,2407751139668.2466,875888269653.0386,298124443498.54224,919774187368.824,432943725544.99365,129017645444.40611,290067472702.4157,381260117059.2359,256138408746.77,363285691504.5014,180969599106.5705,187029187472.4085,33934789468.73271,176353601902.04837,45643653341.6561,58426139051.11042,84364632449.53769,202723967982.6718,27782783059.95774
2020-12-31,1343613645478.2607,60154702415.35226,672217091137.566,2483770038254.122,904961314400.463,295418876877.4446,940113232868.2275,433801422573.2218,128699446259.24692,295965403829.52527,393782660334.1727,262862596174.1537,369588112733.6956,182626012275.7288,188559729688.53543,34382397339.93102,180081968628.5714,47289111911.42487,57667432796.47959,86721338921.30904,219043473379.9563,28134003270.132305
