date,川投能源,国投电力,华能国际,宁沪高速,粤高速A,重庆水务,北方稀土,三安光电,法拉电子,同花顺,漫步者,大族激光
2018-01-02,8.24665892,6.06273883,5.32946238,6.8004356,5.23113455,4.439968,14.26881298,24.06141876,41.53073952,31.30011422,5.0326219,46.78261938
2018-01-03,8.25457318,6.16065655,5.37196208,6.8004356,5.22471598,4.46729088,14.23027466,24.707618,42.66232128,31.79522858,5.07334832,48.1078003
2018-01-04,8.25457318,6.13617712,5.34646226,6.82819248,5.1990417,4.45362944,14.4036971,24.73612679,42.7721016,31.66827618,5.04425802,48.07047126
2018-01-05,8.28623022,6.14433693,5.36346214,6.87676702,5.28890168,4.45362944,14.09539054,24.81215023,43.30411392,32.52520488,5.06753026,48.1078003
2018-01-08,8.37328708,6.17697617,5.38046202,6.93228078,5.28248311,4.45362944,14.53858122,23.81434258,43.04233008,33.0393621,4.98607742,47.01592588
2018-01-09,8.01714538,5.98930054,5.33796232,6.89758468,5.29532025,4.46046016,14.7409074,24.4225301,42.07119648,32.60137632,4.96280518,49.8809297
2018-01-10,7.97757408,6.0382594,5.2699628,6.94615922,5.26964597,4.42630656,14.6445616,23.95688653,40.534272,32.81084778,4.90462458,50.4408653
2018-01-11,7.96174556,6.00562016,5.2699628,6.9045239,5.21829741,4.439968,14.5482158,24.1374422,40.72849872,34.01054796,4.945351,51.21544288
2018-01-12,7.91426,5.9566613,5.32946238,6.91146312,5.18620456,4.43313728,14.28808214,23.67179863,40.12048464,33.09649068,4.8289898,50.71150084
2018-01-15,7.82720314,5.86690339,5.21896316,6.93922,5.11560029,4.3716608,13.49804658,21.99928295,39.30135456,31.6746238,4.64281188,50.31954592
2018-01-16,7.81137462,5.86690339,5.21046322,7.02249064,5.14127457,4.39215296,13.61366154,21.17252804,38.99734752,31.8967905,4.63117576,52.2139947
2018-01-17,7.7955461,5.86690339,5.23596304,6.92534156,5.23113455,4.42630656,13.38243162,21.4766218,39.41113488,32.84258588,4.64281188,48.82638432
2018-01-18,7.7955461,5.89954263,5.21046322,6.92534156,5.20546027,4.439968,13.66183444,21.62866868,39.48713664,32.65215728,4.6835383,48.46242618
2018-01-19,7.81928888,5.89138282,5.37196208,7.00167298,5.2632274,4.43313728,13.71000734,21.67618333,40.12892928,33.55986694,4.70681054,48.63973912
2018-01-22,7.8351174,5.94034168,5.3549622,7.07106518,5.29532025,4.46046016,13.9219681,22.93057009,39.0142368,36.91775792,4.71844666,50.4408653
2018-01-23,7.82720314,5.90770244,5.3549622,7.09882206,5.36592452,4.48095232,14.15319802,22.94957595,38.423112,36.98758174,4.72426472,50.14223298
2018-01-24,7.81137462,5.97298092,5.3974619,7.27230256,5.4557845,4.48778304,13.970141,23.4722371,39.3097992,39.43776306,4.85226204,50.31021366
2018-01-25,7.85886018,5.9566613,5.40596184,7.20984958,5.43011022,4.4741216,13.98941016,23.32019022,39.34357776,38.37771052,4.7998995,50.78615892
2018-01-26,7.86677444,5.97298092,5.38896196,7.17515348,5.48787735,4.48778304,13.70037276,23.65279277,38.87912256,38.65065818,4.7998995,49.56363286
2018-01-29,7.73223202,5.94034168,5.50796112,7.05024752,5.40443594,4.56975168,13.70037276,21.54314231,38.07688176,38.720482,4.72426472,46.82928068
2018-01-30,7.72431776,5.94034168,5.6099604,6.98779454,5.34025024,4.55609024,13.62329612,21.78071556,36.3963984,38.51735816,4.73590084,46.67996452
2018-01-31,7.70057498,5.86690339,5.36346214,6.91146312,5.39801737,4.49461376,12.94887552,22.06580346,36.59906976,34.74052426,4.5962674,46.04537084
2018-02-01,7.57394682,5.76898567,5.17646346,6.87676702,5.32099453,4.41264512,12.44787736,21.79972142,35.678604,34.91825762,4.38099918,45.69074496
2018-02-02,7.6372609,5.85874358,5.17646346,6.91840234,5.3274131,4.439968,12.78508766,22.17033569,35.6363808,35.33720054,4.3053644,46.69862904
2018-02-05,7.6372609,5.85058377,5.17646346,6.92534156,5.30815739,4.44679872,12.68874186,21.3815925,34.99458816,34.79130522,4.52645068,45.43877394
2018-02-06,7.40774736,5.72002681,5.12546382,6.8004356,5.12201886,4.34433792,11.69638012,19.88012956,32.47808544,32.2459096,4.25881992,43.91761556
2018-02-07,7.34443328,5.711867,5.17646346,6.75880028,5.10276315,4.35799936,11.73491844,20.18422332,33.12832272,33.27422404,4.32863664,42.61109916
2018-02-08,7.33651902,5.66290814,5.15096364,6.75880028,5.08350744,4.37849152,12.06249416,21.26755734,34.10790096,30.93195226,4.46245202,44.13225754
2018-02-09,6.9645488,5.43443346,4.94696508,6.50204914,4.8781132,4.2692,11.37843898,21.39109543,33.356328,28.9134091,4.35190888,42.90039922
2018-02-12,7.07534844,5.47523251,5.03196448,6.68246886,4.96155461,4.3033536,11.69638012,22.77852321,36.64129296,29.44026156,4.41008948,46.18535474
2018-02-13,7.09909122,5.45891289,5.15946358,6.81431404,5.02574031,4.32384576,11.69638012,22.55045289,36.11772528,29.26887582,4.38099918,46.55864514
2018-02-14,7.19406234,5.45891289,5.11696388,6.82125326,5.04499602,4.35799936,11.72528386,22.73100856,35.7630504,29.28791868,4.43336172,47.0345904
2018-02-22,7.14657678,5.54051099,5.12546382,6.82125326,5.10276315,4.38532224,12.37080072,23.08261697,36.46395552,30.3733617,4.47408814,48.42509714
2018-02-23,7.1624053,5.58131004,5.13396376,6.81431404,5.10918172,4.39215296,12.36116614,22.92106716,36.19372704,30.2146712,4.46827008,48.061139
2018-02-26,7.2415479,5.6302689,5.1849634,6.86288858,5.12843743,4.41947584,12.524954,23.87136016,38.19510672,31.6746238,4.63117576,51.32743
2018-02-27,7.29694772,5.63842871,5.26146286,6.9045239,5.09634458,4.4058144,12.2840895,24.18495685,38.99734752,31.3572428,4.63699382,51.4207526
2018-02-28,7.26529068,5.61394928,5.26146286,6.84207092,5.09634458,4.39215296,12.61166522,24.36551252,38.57511552,30.79230462,4.63117576,53.11922392
2018-03-01,7.34443328,5.62210909,5.32096244,6.80737482,5.0706703,4.4058144,12.58276148,24.71712093,39.42802416,32.2459096,4.71844666,53.64183048
2018-03-02,7.32860476,5.63842871,5.524961,6.74492184,5.04499602,4.45362944,12.82362598,24.03290997,38.37244416,31.71905714,4.70681054,52.31664956
2018-03-05,7.36817606,5.711867,5.51646106,6.75880028,5.03857745,4.45362944,12.84289514,24.24197443,39.37735632,32.60137632,4.7417189,52.3539786
2018-03-06,7.40774736,5.78530529,5.63546022,6.77961794,5.17336742,4.4741216,13.1512017,25.09723813,39.86714544,32.66485252,4.86971622,52.17666566
2018-03-07,7.41566162,5.7934651,5.62696028,6.78655716,5.15411171,4.45362944,12.88143346,24.707618,39.87559008,32.14434768,4.79408144,51.57940102
2018-03-08,7.518547,5.92402206,5.96695788,6.82125326,5.16694885,4.49461376,13.02595216,24.64109749,39.900924,31.9285286,4.80571756,52.17666566
2018-03-09,7.49480422,5.93218187,5.949958,6.80737482,5.24397169,4.49461376,13.006683,25.55337877,40.6187184,33.69951458,4.86389816,55.14432434
2018-03-12,7.4789757,5.94850149,5.94145806,6.85594936,5.23755312,4.48778304,13.20900918,25.79095202,42.37520352,33.81377174,4.93371488,55.1536566
2018-03-13,7.43149014,5.93218187,5.89895836,6.8351317,5.16053028,4.4741216,12.89106804,25.38232603,41.98675008,33.55986694,4.89298846,54.04311766
2018-03-14,7.4789757,5.91586225,5.94145806,6.79349638,5.14769314,4.4741216,13.2957204,24.95469418,41.65740912,33.2615288,4.76499114,54.42574032
2018-03-15,7.39191884,5.8750632,5.92445818,6.7657395,5.12843743,4.41947584,13.37279704,25.0877352,40.7031648,33.36943834,4.71844666,54.11777574
2018-03-16,7.3602618,5.83426415,5.70345974,6.73798262,5.134856,4.41264512,13.01631758,24.21346564,40.28937744,32.60137632,4.73590084,53.1005594
2018-03-19,7.26529068,5.85058377,5.84795872,6.71716496,5.06425173,4.42630656,12.83326056,24.6125887,40.27248816,32.7219811,5.2071637,53.1005594
2018-03-20,7.25737642,5.8750632,5.92445818,6.71716496,5.12843743,4.41264512,12.70801102,25.26829087,40.21337568,32.69659062,5.05589414,53.21254652
2018-03-21,7.26529068,5.80978472,5.8224589,6.71022574,5.16053028,4.53559808,12.4286082,25.19226743,40.33160064,32.25225722,5.1780734,52.76459804
2018-03-22,7.19406234,5.80162491,5.72045962,6.75186106,5.134856,4.49461376,12.4767811,24.41302717,38.6764512,31.85870478,5.1489831,50.2542201
2018-03-23,7.02786288,5.72002681,5.85645866,6.6269551,4.92946176,4.35799936,11.62893806,23.68130156,36.21906096,29.7703378,4.71844666,48.7610585
2018-03-26,7.07534844,5.67106795,5.76295932,6.592259,4.97439175,4.41264512,12.32262782,23.9473836,36.6919608,30.85578082,4.96862324,50.2542201
2018-03-27,7.0832627,5.74450624,5.68645986,6.62001588,5.11560029,4.45362944,12.48641568,24.17545392,37.48575696,32.10626196,5.46315834,51.17811384
2018-03-28,7.01203436,5.67922776,5.84795872,6.57838056,5.134856,4.49461376,12.25518576,23.42472245,37.51953552,31.77618572,5.31188878,49.3676554
2018-03-29,7.07534844,5.76082586,5.79695908,6.6269551,5.14127457,4.5424288,12.48641568,22.02779174,37.8742104,32.48711916,5.16643728,49.3676554
2018-03-30,7.2019766,5.80162491,5.83945878,6.70328652,5.11560029,4.5424288,12.53458858,22.17033569,38.34711024,33.5338875,5.2071637,51.0474622
2018-04-02,7.13866252,5.72818662,5.6949598,6.67552964,5.10276315,4.58341312,12.59239606,22.89255837,38.7186744,34.34154375,5.1198928,50.99146864
2018-04-03,7.19406234,5.67106795,5.43146166,6.57144134,5.02574031,4.55609024,12.26482034,22.0467976,36.91152144,33.34651125,5.25370818,50.860817
2018-04-04,7.20989086,5.65474833,5.38046202,6.53674524,5.00006603,4.5424288,12.27445492,21.15352218,36.62440368,32.75207625,5.09662056,49.5076393
2018-04-09,7.15449104,5.711867,5.3549622,6.4534746,5.05783316,4.53559808,12.98741384,21.06799581,37.08041424,32.6293125,4.99189548,49.460978
2018-04-10,7.19406234,5.76082586,5.28696268,6.48123148,5.07708887,4.59707456,12.96814468,21.02048116,37.31686416,32.4225525,4.98025936,50.84215248
2018-04-11,7.2415479,5.82610434,5.42296172,6.50204914,5.14127457,4.59707456,13.13193254,21.69518919,38.1697728,32.3967075,5.03843996,51.4207526
2018-04-12,7.18614808,5.80978472,5.34646226,6.4881707,5.11560029,4.55609024,12.78508766,21.10600753,37.04663568,32.06718375,4.95698712,51.4207526
2018-04-13,7.09909122,5.82610434,5.38896196,6.4881707,5.10918172,4.610736,12.59239606,21.32457492,37.19019456,32.0607225,4.92789682,51.35542678
2018-04-16,7.03577714,5.68738757,5.34646226,6.49510992,5.09634458,4.52876736,12.46714652,21.42910715,37.77287472,32.40963,4.92207876,51.5140752
2018-04-17,6.99620584,5.70370719,5.38896196,6.4881707,5.02574031,4.44679872,12.40933904,20.95396065,36.66662688,30.6909375,4.76499114,47.6878486
2018-04-18,6.98829158,5.62210909,5.28696268,6.42571772,5.12201886,4.48778304,12.56349232,21.79972142,37.31686416,31.82165625,4.8871704,47.79983572
2018-04-19,6.94080602,5.53235118,5.27846274,6.43959616,5.15411171,4.52193664,12.9585101,21.96127123,37.29997488,31.453365,4.90462458,49.1343489
2018-04-20,6.9249775,5.42627365,5.17646346,6.36326474,5.03215888,4.41947584,12.46714652,20.69738154,35.88972,30.8718525,4.73590084,48.92903918
2018-04-23,6.9249775,5.42627365,5.09146406,6.32162942,5.08350744,4.439968,12.2840895,20.68787861,35.89816464,30.94292625,4.76499114,45.57875784
2018-04-24,7.02786288,5.48339232,5.1424637,6.40490006,5.14127457,4.52193664,12.45751194,20.86843428,36.311952,31.91211375,4.8289898,45.728074
2018-04-25,7.02786288,5.45891289,5.25296292,6.3840824,5.14127457,4.48095232,12.40933904,19.88012956,36.63284832,32.3191725,4.88135234,44.40289308
2018-04-26,6.94872028,5.40995403,5.21896316,6.37020396,5.14127457,4.44679872,11.9950521,18.29314025,36.8608536,31.4145975,4.5671771,44.12292528
2018-04-27,6.99620584,5.55683061,5.32096244,6.37020396,5.15411171,4.4058144,12.0913979,18.51170764,38.07688176,31.48567125,4.654448,43.5816542
2018-05-02,6.9645488,5.60578947,5.34646226,6.58531978,5.17978599,4.32384576,12.11066706,19.03436879,37.89954432,31.194915,4.54390486,44.05759946
2018-05-03,6.95663454,5.60578947,5.40596184,6.5575629,5.23113455,4.33067648,12.10103248,19.84211784,40.09515072,31.8281175,4.63117576,45.728074
2018-05-04,6.95663454,5.66290814,5.55046082,6.58531978,5.21187884,4.33067648,12.19737828,19.71857975,40.35693456,31.04630625,4.50317844,45.43877394
2018-05-07,7.06743418,5.67922776,5.55046082,6.57838056,5.25680883,4.36483008,12.39970446,19.85162077,41.02406112,31.33060125,4.58463128,46.62397096
2018-05-08,7.11491974,5.69554738,5.47396136,6.61307666,5.27606454,4.36483008,12.46714652,20.16521746,41.77563408,31.67950875,4.60208546,48.17312612
2018-05-09,7.21780512,5.75266605,5.40596184,6.62001588,5.25680883,4.37849152,12.3804353,20.01317058,41.37029136,31.73119875,4.7998995,48.527752
2018-05-10,7.2019766,5.76082586,5.44846154,6.62001588,5.43011022,4.37849152,12.3322624,19.82311198,42.1809768,32.00257125,4.7998995,48.41576488
2018-05-11,7.20989086,5.82610434,5.36346214,6.62001588,5.34025024,4.35799936,12.4767811,19.66156217,41.82630192,31.2595275,4.7417189,48.35977132
2018-05-14,7.17823382,5.8750632,5.32946238,6.64083354,5.30173882,4.33067648,12.54422316,20.59284931,42.8987712,31.143225,4.66608412,49.1810102
2018-05-15,7.29694772,5.98930054,5.50796112,6.57838056,5.3274131,4.34433792,12.51531942,20.6213581,43.00010688,31.42105875,4.654448,49.26500054
2018-05-16,7.2415479,5.94850149,5.62696028,6.64083354,5.29532025,4.3375072,12.22628202,20.85893135,42.7298784,30.9493875,4.57299516,50.19822654
2018-05-17,7.38400458,5.97298092,5.54928933,6.61307666,5.29532025,4.34433792,12.19737828,20.3362702,42.56943024,30.85893,4.54972292,50.55285242
2018-05-18,7.39191884,6.00562016,5.50613778,6.62001588,5.41727308,4.36483008,12.26482034,20.3362702,42.90721584,31.143225,4.57299516,50.394204
2018-05-21,7.3998331,6.09537807,5.6097015,6.71716496,5.4557845,4.39898368,12.3322624,21.12501339,44.79037056,31.43398125,4.6253577,51.1622809
2018-05-22,7.39191884,6.07905845,5.54065902,6.72410418,5.48145878,4.39898368,12.27445492,21.08700167,44.36813856,31.22076,4.67190218,51.77113265
2018-05-23,7.47106144,6.25857427,5.94628359,6.66859042,5.43011022,4.4058144,11.96614836,20.59284931,44.32591536,30.77493375,4.57881322,52.0615081
2018-05-24,7.39191884,6.09537807,5.93765328,6.74492184,5.41085451,4.38532224,11.93724462,20.2412409,43.16899968,30.74908875,4.5671771,50.1131825
2018-05-25,7.38400458,6.20961541,5.94628359,6.73798262,5.43011022,4.35116864,11.7060147,20.0511823,43.38856032,30.49063875,4.46827008,50.4129249
2018-05-28,7.41566162,6.12801731,5.7823077,6.6963473,5.40443594,4.33067648,11.6096689,19.89913542,41.81785728,30.2515725,4.41008948,51.6868301
2018-05-29,7.4789757,6.15249674,5.98943514,6.58531978,5.40443594,4.32384576,11.54222684,19.956153,44.5876992,30.1998825,4.4217256,51.1997487
2018-05-30,7.32860476,6.06273883,5.92039266,6.592259,5.37234309,4.2350464,11.43624646,19.61404752,42.63698736,29.5279125,4.20063932,49.5511655
2018-05-31,7.43149014,6.15249674,6.06710793,6.71022574,5.44936593,4.31018432,11.64820722,19.70907682,41.93631504,29.63775375,4.31700052,51.518225
2018-06-01,7.34443328,6.08721826,6.01532607,6.68246886,5.44294736,4.33067648,11.62893806,19.59504166,41.6941086,29.695905,4.59044934,50.44102575
2018-06-04,7.46314718,6.24225465,5.99806545,6.75880028,5.48145878,4.3716608,11.5133231,19.23393032,41.3480994,29.50852875,4.3344547,51.90226995
2018-06-05,7.48688996,6.22593503,5.92039266,6.75186106,5.53280734,4.39215296,11.58076516,20.51682587,41.61625653,29.8380525,4.39845336,54.32831
2018-06-06,7.57394682,6.35649199,5.84271987,6.68940808,5.52638877,4.39898368,11.57113058,20.4312995,42.88784034,29.6571375,4.41008948,54.140971
2018-06-07,7.4394044,6.16065655,5.68737429,6.6616512,5.4718054,4.39215296,11.5133231,20.53583173,42.11796987,29.5020675,4.3344547,54.35641085
2018-06-08,7.3206905,6.07905845,5.56654995,6.61307666,5.4718054,4.27751694,11.28209318,20.41229364,42.23042286,28.7008725,4.26463798,56.1080305
2018-06-11,7.2811192,6.12801731,5.6097015,6.57144134,5.389933,4.24169184,11.3206315,19.69007096,41.85846297,28.42303875,4.26463798,54.74982275
2018-06-12,7.31277624,6.16065655,5.71326522,6.592259,5.2944152,4.23452682,11.47478478,19.6710651,42.60238275,28.82363625,4.3344547,54.515649
2018-06-13,7.44731866,6.29121351,5.68737429,6.60613744,5.3012379,4.16287662,11.4651502,19.45249771,42.62833344,28.30673625,4.21227544,51.9865725
2018-06-14,7.51063274,6.35649199,5.62696212,6.61307666,5.2739471,4.14138156,11.81199508,18.67325463,41.27889756,28.34550375,4.23554768,53.15744125
2018-06-15,7.4394044,6.2830537,5.67011367,6.59919822,5.2807698,4.1198865,11.73491844,18.7598385,41.27889756,27.731685,4.14827678,52.2863149
2018-06-19,7.15449104,6.04641921,5.41120437,6.40490006,5.048798,3.91926594,11.05086326,18.65401377,39.21149259,24.95980875,3.76428482,49.72913755
2018-06-20,7.122834,6.09537807,5.37668313,6.3840824,5.0965569,3.940761,10.95451746,18.49046646,40.40522433,24.9791925,3.83410154,50.206852
2018-06-21,7.15449104,6.07089864,5.24722848,6.39102162,5.0419753,3.89777088,10.95451746,17.7015912,39.2720442,23.08604625,3.7100356,48.2210586
2018-06-22,7.13866252,6.08721826,5.25585879,6.3840824,5.0419753,3.89777088,11.01232494,17.80741593,40.64743077,23.57064,3.7986511,49.0078824
2018-06-25,7.09909122,6.10353788,5.30764065,6.39102162,5.0283299,3.88344084,10.82926792,17.30715357,41.46920262,23.79678375,3.7572972,48.2959942
2018-06-26,6.91706324,6.00562016,5.36805282,6.32856864,4.9396348,3.87627582,10.92561372,17.55728475,42.06606849,24.75951,3.7927434,48.84864425
2018-06-27,6.82209212,5.94034168,5.39394375,6.28693332,4.8714078,3.86194578,11.02221974,17.40335787,42.5591316,24.3072225,3.7572972,47.022089
2018-06-28,6.81417786,5.86690339,5.40257406,6.25223722,4.9669256,3.84761574,10.82901694,17.316774,40.16301789,24.2038425,3.7100356,47.44360175
2018-06-29,6.90123472,5.93218187,5.48887716,6.30081176,4.9259894,3.88344084,10.99323932,18.49046646,42.80998827,25.11487875,3.8340973,49.82280705
2018-07-02,6.74294952,5.96482111,5.61833181,6.30775098,4.7827127,3.82612068,10.79037638,17.98058367,43.08679563,24.54628875,3.7691126,47.66840855
2018-07-03,6.7666923,5.98930054,5.90313204,6.22448034,4.7485992,3.8332857,10.79037638,18.22109442,43.7701638,24.97273125,3.8872666,46.33830165
2018-07-04,6.7666923,5.98930054,5.80819863,6.18978424,4.7485992,3.84045072,10.79037638,17.55728475,42.9916431,24.3330675,3.7986511,44.3056735
2018-07-05,6.58466432,5.8750632,5.80819863,6.18978424,4.7417765,3.80462562,10.39431064,17.82665679,41.21834595,23.906625,3.6923125,43.50948275
2018-07-06,6.4896932,5.73634643,5.7823077,6.30775098,4.7485992,3.81179064,10.31702952,18.19223313,40.96748928,24.17153625,3.7041279,43.6687209
2018-07-09,6.6084071,5.85874358,5.92039266,6.42571772,4.7622446,3.86194578,10.4329512,18.79832022,43.25115,24.5915175,3.9345282,46.2914669
2018-07-10,6.6479784,5.86690339,6.03258669,6.44653538,4.7485992,3.84761574,10.5778533,18.7598385,43.52795736,24.3330675,3.8695435,46.7036127
2018-07-11,6.55300728,5.80978472,6.02395638,6.4881707,4.6803722,3.77596554,10.2880491,18.35578044,43.7701638,23.338035,3.7100356,45.6357804
2018-07-12,6.73503526,5.94850149,6.07573824,6.50204914,4.7349538,3.84761574,10.5295526,19.05807183,45.05904807,24.165075,3.7868357,47.59347295
2018-07-13,6.71920674,5.91586225,6.01532607,6.45108118,4.8031808,3.85478076,10.59717358,19.26972129,45.61266279,24.31368375,3.780928,48.7830756
2018-07-16,6.727121,6.04641921,5.97217452,6.42923779,4.8304716,3.8332857,10.51023232,19.19275785,45.09364899,24.18445875,3.7927434,48.49270015
2018-07-17,6.7434675,6.02193978,5.98943514,6.34186423,4.8577624,3.85478076,10.51023232,19.66415892,45.21475221,24.0746175,3.8104665,47.94941705
2018-07-18,6.8742499,6.26673408,6.36916878,6.4073944,4.8850532,3.87627582,10.4329512,19.8180858,46.75449315,23.7127875,3.7986511,46.83475
2018-07-19,7.0213801,6.34833218,6.4727325,6.4073944,4.9669256,3.88344084,10.37499036,19.69302021,45.846219,23.389725,3.7454818,46.07602705
2018-07-20,7.0050323,6.43809009,6.76616304,6.46564344,5.0010391,3.93359598,10.45227148,19.6256772,45.44830842,23.906625,3.7986511,47.5091704
2018-07-23,7.0704235,6.42993028,6.80931459,6.54573587,5.0692661,4.01957622,10.64547428,19.41402774,46.1922282,24.3589125,3.8340973,47.5466382
2018-07-24,7.0704235,6.38913123,6.50725374,6.56757926,5.048798,4.02674124,11.00289946,19.98163311,45.4137075,26.5298925,3.8813589,47.6590416
2018-07-25,6.9805106,6.33201256,6.54177498,6.50933022,5.1374931,4.03390626,10.8676575,19.74112236,44.97254577,25.76100375,3.8872666,46.8160161
2018-07-26,7.0704235,6.4462499,6.50725374,6.52389248,5.1102023,4.07689638,10.88697778,19.22161914,44.53138404,25.43148,3.9049897,44.6428837
2018-07-27,7.1031191,6.38097142,6.4727325,6.49476796,5.1443158,4.0482363,10.78071624,19.0484514,43.70096196,25.2376425,3.8872666,45.42034055
2018-07-30,7.2012059,6.40545085,6.6453387,6.46564344,5.1102023,4.03390626,10.80003652,18.31729872,43.55390805,24.75951,3.840005,43.94036245
2018-07-31,7.2339015,6.37281161,6.52451436,6.42195666,5.1306704,4.06256634,10.73241554,18.21147399,42.45532884,24.94688625,3.9049897,45.13933205
2018-08-01,7.193032,6.3646518,6.56766591,6.27633406,5.0419753,4.02674124,10.46193162,18.25957614,41.521104,24.888735,3.9286205,42.9380988
2018-08-02,7.0132062,6.27489389,6.86109645,6.21080389,4.8986986,3.96225606,10.22042812,17.67272991,41.53840446,24.268455,3.7868357,41.13027745
2018-08-03,7.029554,6.34017237,6.52451436,6.19624163,4.9055213,3.96942108,10.15280714,17.0281611,38.926035,24.113385,3.7100356,38.54499925
2018-08-06,7.0213801,6.25857427,6.39505971,6.18167937,4.8918759,3.86194578,9.94028406,16.98967938,39.68725524,24.06815625,3.6745894,38.13285345
2018-08-07,7.1031191,6.30030135,6.34327785,6.25449067,4.9396348,3.93359598,10.2397484,17.48994174,40.76853399,25.095495,3.7454818,39.6221985
2018-08-08,7.1521625,6.25023273,6.13615041,6.30545858,4.9669256,3.96942108,10.08518616,16.8357525,40.53497778,24.1004625,3.8281896,37.47716695
2018-08-09,7.2093798,6.35871474,6.41232033,6.32002084,5.0624434,3.98375112,10.24940854,17.7977955,41.41730124,24.6690525,3.8872666,39.42549255
2018-08-10,7.1685103,6.15844026,5.98943514,6.31273971,5.1443158,3.96225606,10.22042812,17.84589765,41.25294687,24.71428125,3.8459127,40.69939775
2018-08-13,7.1031191,6.13340595,6.11888979,6.30545858,5.253479,3.940761,10.143147,17.7015912,41.68545837,24.940425,3.8163742,41.29888255
2018-08-14,6.9886845,6.0916821,6.11888979,6.23264728,5.3012379,3.93359598,10.26872882,17.46108045,41.521104,24.59797875,3.7868357,41.07407575
2018-08-15,6.866076,6.0082344,5.91176235,6.17439824,5.2057201,3.86194578,10.07552602,16.75878906,40.67338146,24.03585,3.7277587,40.38092145
2018-08-16,6.784337,5.96651055,5.96354421,6.20352276,5.117025,3.84045072,9.95960434,16.36435143,40.75988376,24.21030375,3.7159433,39.8095375
2018-08-17,6.784337,6.07499256,6.05847762,6.20352276,5.0965569,3.80462562,9.83402252,16.1623224,40.29277134,23.72571,3.6096047,39.8095375
2018-08-20,6.8006848,6.15844026,6.24834444,6.18167937,5.1306704,3.81895566,9.87266308,16.29700842,41.11454319,24.08107875,3.6273278,41.18647915
2018-08-21,6.8088587,6.19181934,6.23108382,6.23992841,5.2875925,3.84045072,9.91130364,15.46965144,40.80313491,24.24261,3.662774,42.0576055
2018-08-22,6.702598,6.15009549,5.97217452,6.21808502,5.253479,3.82612068,9.7567414,15.02711166,39.80835846,23.87431875,3.6155124,41.16774525
2018-08-23,6.7189458,6.15009549,6.27423537,6.25449067,5.3080606,3.84045072,9.7567414,15.36382671,40.80313491,24.35245125,3.7159433,41.09280965
2018-08-24,6.702598,6.18347457,6.2138232,6.29817745,5.3967557,3.84761574,9.81470224,15.01749123,40.47442617,24.6432075,3.6273278,40.6900308
2018-08-27,6.7761631,6.22519842,6.3864294,6.42195666,5.389933,3.89060586,9.95960434,15.70054176,41.65085745,25.01796,3.6923125,42.01077075
2018-08-28,6.7434675,6.2585775,6.30875661,6.46564344,5.389933,3.88344084,10.0465456,15.74864391,41.25294687,24.8112,3.6864048,42.21684365
2018-08-29,6.702598,6.21685365,6.20519289,6.45836231,5.3421741,3.88344084,9.91130364,15.74864391,41.0020902,24.74012625,3.6804971,41.6829275
2018-08-30,6.702598,6.20850888,6.30875661,6.47292457,5.3967557,3.84761574,9.81470224,15.86408907,40.41387456,24.10692375,3.6096047,41.87963345
2018-08-31,6.6290329,6.15009549,6.05847762,6.45836231,5.321706,3.86194578,9.89198336,15.65243961,40.30142157,24.05523375,3.6096047,40.9148376
2018-09-03,6.5799895,6.12506118,6.28286568,6.50204909,5.3285287,3.89777088,9.81470224,15.24838155,40.11111651,24.35245125,3.6155124,40.06244515
2018-09-04,6.620859,6.22519842,6.30875661,6.553017,5.389933,3.940761,9.87266308,15.79674606,40.52632755,24.49459875,3.6391432,40.465224
2018-09-05,6.5963373,6.0916821,6.25697475,6.52389248,5.3694649,3.87627582,9.73742112,15.56585574,40.72528284,23.97769875,3.6096047,39.29435525
2018-09-06,6.5636417,6.18347457,6.22245351,6.53845474,5.3012379,3.8691108,9.7084407,15.38306757,40.5695787,23.98416,3.603697,38.90094335
2018-09-07,6.5636417,6.08333733,6.11025948,6.65495282,5.3148833,3.88344084,9.64081972,15.43116972,40.79448468,23.97769875,3.6804971,38.8728425
2018-09-10,6.5881634,6.02492394,6.06710793,6.4073944,5.2125428,3.84761574,9.09019174,14.68077618,40.66473123,22.31069625,3.5328046,37.17742455
2018-09-11,6.5718156,6.02492394,6.23108382,6.45108118,5.253479,3.85478076,9.01291062,14.84432349,40.62148008,22.01347875,3.4914507,37.4490661
2018-09-12,6.5472939,5.99988963,6.29149599,6.31273971,5.253479,3.84761574,9.0322309,14.53646973,40.62148008,22.200855,3.485543,37.0181864
2018-09-13,6.5554678,6.10837164,6.41232033,6.41467553,5.3558195,3.88344084,9.09985188,14.69039661,40.71663261,22.38823125,3.5091738,37.73944155
2018-09-14,6.5227722,6.12506118,6.48999312,6.44380005,5.3967557,3.89777088,9.29305468,14.59419231,39.84295938,22.1879325,3.4796353,37.66450595
2018-09-17,6.5145983,5.99154486,6.52451436,6.42195666,5.3558195,3.86194578,9.06121132,14.21899554,39.32394558,21.91009875,3.3319428,37.66450595
2018-09-18,6.5799895,6.21685365,6.58492653,6.45836231,5.2603017,3.89060586,9.177133,14.68077618,37.75825395,22.20731625,3.367389,38.217156
2018-09-19,6.6126851,6.26692227,6.53314467,6.52389248,5.3148833,3.91926594,9.28339454,15.07521381,38.4935235,22.53037875,3.3969275,39.05081455
