Date,英伟达,特斯拉,微软,亚马逊,Meta
2022-07-13,15.122016906738281,237.0399932861328,244.5149688720703,110.4000015258789,162.2169952392578
2022-07-14,15.329440116882324,238.31333923339844,245.83082580566406,110.62999725341797,156.81935119628906
2022-07-15,15.718363761901855,240.06666564941406,248.3850860595703,113.55000305175781,163.41758728027344
2022-07-18,16.05642318725586,240.54666137695312,245.9952850341797,113.76000213623047,165.9278564453125
2022-07-19,16.944957733154297,245.52999877929688,251.10389709472656,118.20999908447266,174.41131591796875
2022-07-20,17.7576961517334,247.5,253.75491333007812,122.7699966430664,181.6643829345703
2022-07-21,18.000028610229492,271.7066650390625,256.241455078125,124.62999725341797,181.7437744140625
2022-07-22,17.271055221557617,272.24334716796875,251.9069366455078,122.41999816894531,167.95199584960938
2022-07-25,16.976863861083984,268.4333190917969,250.4265594482422,121.13999938964844,165.35238647460938
2022-07-26,16.487226486206055,258.8599853515625,243.7216033935547,114.80999755859375,157.9108123779297
2022-07-27,17.740745544433594,274.82000732421875,260.014892578125,120.97000122070312,168.2595977783203
2022-07-28,17.93421173095703,280.8999938964844,267.4358215332031,122.27999877929688,159.4685821533203
2022-07-29,18.112709045410156,297.1499938964844,271.62530517578125,134.9499969482422,157.86119079589844
2022-08-01,18.389944076538086,297.27667236328125,268.9838562011719,135.38999938964844,158.6846923828125
2022-08-02,18.474706649780273,300.586669921875,265.8974609375,134.16000366210938,158.94271850585938
2022-08-03,18.840696334838867,307.39666748046875,273.299072265625,139.52000427246094,167.48565673828125
2022-08-04,19.161802291870117,308.6333312988281,274.44073486328125,142.57000732421875,169.2418670654297
2022-08-05,18.936426162719727,288.1700134277344,273.7248229980469,140.8000030517578,165.80880737304688
2022-08-08,17.743738174438477,290.42333984375,271.2189636230469,139.41000366210938,168.92433166503906
2022-08-09,17.038698196411133,283.3333435058594,273.1345520019531,137.8300018310547,167.21775817871094
2022-08-10,18.046897888183594,294.3566589355469,279.7718811035156,142.69000244140625,176.9513702392578
2022-08-11,17.8923282623291,286.6300048828125,277.7013244628906,140.63999938964844,176.10801696777344
2022-08-12,18.65719985961914,300.0299987792969,282.4325866699219,143.5500030517578,179.09454345703125
2022-08-15,18.97930908203125,309.32000732421875,283.9419250488281,143.17999267578125,179.48153686523438
2022-08-16,18.82672882080078,306.5633239746094,283.2066955566406,144.77999877929688,178.0725860595703
2022-08-17,18.28423309326172,303.9966735839844,282.46002197265625,142.10000610351562,173.48855590820312
2022-08-18,18.721025466918945,302.8699951171875,281.3450012207031,142.3000030517578,173.30003356933594
2022-08-19,17.79958724975586,296.6666564941406,277.447265625,138.22999572753906,166.65219116210938
2022-08-22,16.98684310913086,289.913330078125,269.3027648925781,133.22000122070312,161.78045654296875
2022-08-23,17.133432388305664,296.4533386230469,268.0325927734375,133.6199951171875,159.85556030273438
2022-08-24,17.1743221282959,297.0966796875,267.4023742675781,133.8000030517578,161.98880004882812
2022-08-25,17.86341094970703,296.07000732421875,270.3692932128906,137.27999877929688,167.46578979492188
2022-08-26,16.214984893798828,288.0899963378906,259.9365234375,130.75,160.52032470703125
2022-08-29,15.757254600524902,284.82000732421875,257.1635437011719,129.7899932861328,157.93064880371094
2022-08-30,15.425174713134766,277.70001220703125,254.9722900390625,128.72999572753906,155.936279296875
2022-08-31,15.05221176147461,275.6099853515625,253.51785278320312,126.7699966430664,161.66136169433594
2022-09-01,13.89841365814209,277.1600036621094,252.4803924560547,127.81999969482422,164.07244873046875
2022-09-02,13.609217643737793,270.2099914550781,248.27239990234375,127.51000213623047,159.07168579101562
2022-09-06,13.427722930908203,274.4200134277344,245.54786682128906,126.11000061035156,157.3055419921875
2022-09-07,13.680095672607422,283.70001220703125,250.2406768798828,129.47999572753906,159.14112854003906
2022-09-08,13.955411911010742,289.260009765625,250.65756225585938,129.82000732421875,160.7981414794922
2022-09-09,14.351431846618652,299.67999267578125,256.4169616699219,133.27000427246094,167.83294677734375
2022-09-12,14.469139099121094,304.4200134277344,258.5403747558594,136.4499969482422,167.6444091796875
2022-09-13,13.098536491394043,292.1300048828125,244.326171875,126.81999969482422,151.93768310546875
2022-09-14,13.095545768737793,302.6099853515625,244.5491943359375,128.5500030517578,150.29058837890625
2022-09-15,12.897035598754883,303.75,237.91725158691406,126.27999877929688,148.38555908203125
2022-09-16,13.16537094116211,303.3500061035156,237.29669189453125,123.52999877929688,145.15090942382812
2022-09-19,13.348916053771973,309.07000732421875,237.0833740234375,124.66000366210938,146.86749267578125
2022-09-20,13.143424034118652,308.7300109863281,235.0763397216797,122.19000244140625,144.95248413085938
2022-09-21,13.2282133102417,300.79998779296875,231.6827850341797,118.54000091552734,141.01339721679688
2022-09-22,12.529946327209473,288.5899963378906,233.6510772705078,117.30999755859375,141.7079620361328
2022-09-23,12.485057830810547,275.3299865722656,230.68409729003906,113.77999877929688,139.31674194335938
2022-09-26,12.197768211364746,276.010009765625,230.22840881347656,115.1500015258789,135.3081512451172
2022-09-27,12.38231372833252,282.94000244140625,229.22006225585938,114.41000366210938,133.35350036621094
2022-09-28,12.704512596130371,287.80999755859375,233.73829650878906,118.01000213623047,140.5073699951172
2022-09-29,12.189788818359375,268.2099914550781,230.2769012451172,114.80000305175781,135.347900390625
2022-09-30,12.108989715576172,265.25,225.8167724609375,113.0,134.62355041503906
2022-10-03,12.481066703796387,242.39999389648438,233.4183349609375,115.87999725341797,137.53073120117188
2022-10-04,13.13444709777832,249.44000244140625,241.310791015625,121.08999633789062,139.18771362304688
