date,长城汽车,药明康德,福耀玻璃,通威股份,中国神华,顺丰控股,北方华创,用友网络
2021-01-04,3496.95580263,3347.7940580731006,1278.1406325540001,1874.894818636,3578.1427198544993,4122.667323684001,956.9315169375,1494.9223256632001
2021-01-05,3513.47251857,3466.9482773379004,1279.39494132,1913.1579782,3510.5180103075,4260.271825425,982.2511057125,1524.0293234720002
2021-01-06,3451.99363146,3509.6777617054004,1276.886323788,1908.656430016,3570.1868716725,4217.8969291935,953.80380303,1513.8909309767998
2021-01-07,3797.00947554,3563.6389962494995,1278.1406325540001,1983.3821298704001,3631.8446950830007,4204.2276078284995,945.959695135,1431.4756113383999
2021-01-08,3899.7801525,3569.9873767841004,1291.4363054735998,1895.1517854639999,3705.4362907664995,4173.2438127345,929.6260780625,1409.8906466711999
2021-01-11,4231.94966196,3601.485110975,1420.6301083716,1770.0087459488,3592.065454173,4189.6469983725,993.52080503,1435.7271952879998
2021-01-12,4475.11242441,3661.5505575716,1410.3447764904001,1819.0756211543996,3623.888846901,4216.9856411025,1024.1525428225,1474.6455406728
2021-01-13,4570.54233873,3483.7959026028,1420.1283848652,1771.359210404,3741.2376075855,4114.465730865,1108.1043558,1429.8403867424
2021-01-14,4113.57986439,3465.9716034094995,1365.4405226676,1706.5369165543998,3703.4473287210003,4018.3248372645003,1085.167787145,1556.7338153920002
2021-01-15,3992.45728083,3405.1736513666006,1322.5431628704,1733.09605084,3725.3259112215,4005.111159945,1066.699381215,1401.0604338528
2021-01-18,3780.4927596,3506.2594029559996,1366.9456931868,1724.0929544719997,3763.116190086,4110.8205785009995,1161.623015995,1416.4315450552
2021-01-19,3666.71093868,3500.8876963497996,1343.1138266328,1674.1257696296,3727.3148732669997,4169.143016325,1146.8780790025,1490.9977866328
2021-01-20,3716.2610865,3764.3454885356996,1407.8361589584,1724.9932641088,3741.2376075855,4282.598383654499,1129.452244375,1481.8405288952001
2021-01-21,3748.37692305,3906.6957136,1511.44206303,1881.6471409119997,3759.138265995,4611.11774046,1117.537143775,1546.5954228967998
