中信证券,招商证券,中国人保,海螺水泥,恒瑞医药,中国中免,伊利股份,通威股份,五粮液,兴业银行
26.23,57.55,72.46,2194.5,86.25,339.28,41.01,98.0,323.03,23.14
25.88,58.5,72.38,2220.0,86.29,339.99,41.05,95.96,319.0,23.48
25.92,57.95,72.9,2245.0,86.31,344.54,40.7,95.12,318.18,23.02
26.18,58.5,72.97,2230.0,85.85,344.29,40.56,97.25,316.9,23.27
26.11,58.19,71.8,2218.0,86.3,334.5,40.49,102.1,315.12,23.11
25.77,57.36,71.13,2240.95,87.47,334.12,40.26,101.1,315.7,22.6
25.2,57.58,70.87,2222.0,84.36,325.3,39.46,101.29,311.84,22.36
25.18,56.28,70.68,2222.22,82.58,325.84,39.5,96.7,313.61,22.1
25.54,57.53,70.85,2251.5,82.65,319.56,39.58,95.63,315.3,22.39
26.06,57.0,70.28,2271.0,82.44,317.0,37.69,93.8,312.91,22.28
25.92,56.7,70.41,2191.0,82.98,317.38,37.86,95.42,297.95,22.16
25.73,56.47,70.3,2199.5,84.15,312.8,39.82,97.12,296.5,21.96
25.66,56.35,70.01,2238.48,73.0,313.46,39.41,103.65,303.05,22.03
24.94,56.33,69.4,2178.81,72.96,311.0,38.26,109.5,301.57,21.56
24.58,54.8,67.07,2193.0,71.88,297.68,37.74,106.01,299.26,20.92
24.65,55.6,67.0,2158.0,70.81,289.7,38.5,100.63,292.32,20.89
24.54,55.12,66.25,2156.91,71.15,286.0,38.2,102.62,294.22,20.8
24.65,54.69,65.1,2090.94,71.44,287.48,37.72,106.53,291.0,20.16
24.5,53.69,64.16,2081.64,69.51,281.98,37.28,109.05,296.87,19.89
24.66,55.46,64.73,2074.97,70.48,286.49,37.02,109.7,299.89,20.02
24.76,54.82,65.82,2038.0,71.15,296.9,37.2,79.78,290.94,20.22
25.0,55.0,65.96,2068.05,68.0,294.18,37.14,84.15,292.7,20.44
25.51,56.4,66.68,2092.0,68.06,296.7,37.41,86.16,299.92,20.72
25.13,54.7,65.6,2103.01,68.6,307.83,37.3,85.7,306.31,20.23
24.8,53.8,64.38,2062.0,68.2,301.75,37.3,88.8,298.55,19.68
24.94,54.19,64.28,2056.7,67.97,300.1,36.83,88.84,297.89,20.55
24.67,56.0,64.76,2105.0,69.69,300.0,37.0,85.12,298.2,21.31
23.65,53.05,62.3,2013.0,66.91,281.09,36.45,82.66,286.03,20.79
23.53,52.94,61.91,1994.0,62.95,279.89,35.21,84.06,281.1,21.04
23.68,53.54,62.9,2012.9,62.06,281.5,35.04,82.77,277.25,21.47
23.64,53.43,62.37,2004.0,62.45,275.0,35.09,89.88,284.59,21.34
23.6,50.35,60.78,1985.0,61.37,269.39,34.21,90.7,269.84,20.7
23.51,49.9,60.09,1972.11,62.1,265.16,34.31,91.93,267.28,20.31
23.89,50.4,59.4,1961.0,63.12,285.7,34.65,91.37,270.95,20.51
23.72,49.97,59.7,1982.9,61.94,288.79,35.18,89.36,276.0,20.41
23.32,48.95,57.91,1962.0,60.11,282.3,35.34,87.5,275.3,19.82
23.67,51.05,59.98,1997.99,60.27,284.93,35.8,93.13,280.83,20.8
23.83,51.0,59.7,1955.9,60.1,275.0,35.1,89.0,277.52,20.45
23.8,50.83,59.35,1975.0,60.96,290.22,35.06,88.12,280.89,20.41
23.61,49.91,58.46,1980.0,63.18,293.45,34.9,89.55,282.3,20.03
23.82,49.7,58.08,1969.0,62.98,284.69,34.95,93.23,281.22,19.73
24.13,50.25,58.54,1940.01,61.28,281.96,35.06,92.98,280.1,19.91
24.24,50.05,57.64,1900.0,61.49,277.68,34.1,92.29,271.21,19.79
23.5,47.7,54.5,1804.11,59.22,262.98,33.08,88.45,249.54,18.7
22.91,46.17,52.67,1712.89,54.5,254.0,31.46,83.69,231.15,17.98
22.87,47.47,53.11,1768.9,55.91,250.84,32.24,85.47,236.68,18.33
23.02,47.95,53.25,1749.79,55.11,258.01,32.75,89.7,235.05,17.94
22.59,46.5,53.67,1678.99,54.38,241.0,33.39,85.92,220.75,17.67
23.27,47.71,54.01,1755.0,55.25,239.35,34.3,86.62,234.45,17.9
23.33,47.59,54.24,1749.3,57.4,253.87,35.49,85.17,240.05,17.64
23.26,47.0,53.6,1724.0,56.33,255.0,34.77,91.98,234.5,17.4
22.87,46.75,54.2,1699.0,55.8,255.0,35.01,93.17,227.17,17.41
23.08,47.59,53.67,1671.0,54.8,252.0,35.4,91.9,226.0,17.55
23.52,49.06,55.12,1693.8,56.92,260.4,36.03,88.03,230.01,18.22
23.77,50.21,55.73,1799.0,57.74,267.35,36.26,87.28,248.9,18.66
23.7,50.9,55.8,1750.5,56.89,259.0,35.52,86.12,246.2,18.74
23.74,50.68,54.74,1690.0,55.8,253.08,35.11,86.64,237.92,18.61
24.1,51.18,54.31,1700.04,56.53,257.65,35.29,84.16,240.8,18.63
24.01,50.87,54.93,1699.2,56.47,262.84,35.19,84.77,240.7,18.63
23.91,49.62,54.21,1635.0,54.75,244.98,34.0,85.0,229.95,18.39
25.25,53.14,56.04,1620.0,54.99,235.72,33.82,81.98,229.0,19.19
24.64,51.58,53.71,1619.97,53.84,236.09,33.38,80.39,222.65,18.55
24.24,51.03,53.01,1548.0,48.46,228.27,33.23,79.12,206.38,18.26
24.43,51.89,52.7,1570.19,47.18,232.1,33.23,80.75,206.04,18.29
25.14,52.2,51.8,1625.18,47.2,240.1,33.3,84.14,210.0,18.59
24.92,51.43,51.58,1665.02,47.41,246.94,33.67,88.13,217.5,18.37
24.58,49.6,50.3,1595.0,45.31,245.14,33.1,86.0,207.17,18.13
24.73,50.35,52.0,1596.03,46.05,240.23,33.5,90.81,205.68,18.01
24.34,48.45,50.71,1586.0,45.6,239.5,33.13,97.3,207.0,18.1
25.68,48.96,49.9,1558.0,45.2,228.29,34.01,89.46,201.69,18.5
26.89,50.79,51.49,1622.01,46.59,236.29,36.18,85.03,207.71,19.16
27.09,51.6,51.55,1618.8,45.86,228.05,36.02,88.14,201.23,19.43
26.59,52.0,51.71,1658.22,46.1,236.4,36.16,85.59,205.89,19.44
26.82,51.2,51.58,1670.67,48.1,243.0,36.58,86.03,211.46,19.36
27.15,52.81,52.34,1669.0,48.08,249.56,36.45,87.51,211.97,19.9
26.9,52.41,51.95,1633.1,47.75,249.33,36.18,84.68,207.72,19.43
26.73,52.1,51.62,1634.08,47.44,245.07,36.01,82.79,207.33,19.23
27.27,54.12,51.71,1662.58,47.45,255.0,36.4,83.81,213.7,19.74
27.19,53.92,51.12,1654.0,46.75,251.25,35.8,81.4,207.79,20.09
26.48,52.1,49.86,1657.0,46.8,246.85,35.47,81.91,205.73,19.16
26.24,51.4,49.47,1615.74,45.72,234.97,34.81,84.1,198.5,18.85
25.48,50.7,49.51,1638.07,46.15,241.36,35.05,81.01,197.0,18.6
25.95,51.25,48.68,1686.0,46.95,249.5,35.49,80.2,201.95,18.68
25.69,49.41,47.78,1637.69,47.9,238.12,35.35,80.35,193.93,18.12
26.2,48.84,48.22,1635.0,47.79,234.6,35.71,80.19,194.42,18.22
26.04,48.77,48.08,1694.0,49.8,247.0,37.08,81.81,200.52,17.92
25.65,49.09,49.0,1855.0,50.75,256.72,37.28,82.98,220.57,18.1
25.86,50.42,49.26,1822.06,50.39,253.98,37.55,81.56,216.94,18.46
25.61,51.56,49.19,1820.0,49.92,251.28,37.7,81.07,218.68,18.51
25.28,50.45,48.36,1830.0,50.23,260.0,37.7,82.48,219.39,18.3
25.75,50.93,52.1,1839.6,54.19,270.3,39.62,79.55,228.22,18.68
25.66,53.0,52.74,1867.12,53.61,263.5,39.47,78.45,227.8,19.36
24.86,53.09,52.26,1870.99,53.8,267.2,38.79,78.15,229.34,19.34
24.71,53.03,51.75,1929.9,52.95,278.2,39.61,83.21,239.49,19.21
24.76,52.36,51.41,1911.0,51.06,273.09,39.02,82.05,240.0,19.09
24.96,53.31,50.88,1916.97,50.05,269.55,39.08,85.0,234.32,19.22
24.98,51.86,49.86,1800.0,49.1,259.84,38.6,86.03,215.32,19.24
25.05,52.88,51.45,1812.18,49.61,259.12,38.29,84.99,218.97,19.23
25.0,52.4,51.37,1841.0,51.58,259.5,38.0,87.86,219.94,19.15
25.16,53.75,54.28,1844.0,50.5,257.0,38.18,84.42,220.99,19.78
25.46,54.29,54.29,1901.0,51.3,269.0,39.89,84.62,225.03,19.87
25.65,54.59,53.21,1873.03,51.21,264.47,40.5,88.0,220.36,19.65
25.26,55.3,52.17,1861.05,49.4,265.0,40.56,86.4,220.66,19.38
24.67,54.52,51.65,1819.0,49.06,258.0,40.28,88.41,216.0,19.08
24.75,54.22,51.3,1825.49,48.76,264.48,40.76,89.12,215.29,19.05
25.88,53.97,49.57,1826.08,49.24,268.46,43.0,97.69,216.51,18.63
25.98,54.12,50.12,1803.0,49.8,241.61,42.56,100.2,204.94,18.97
25.53,52.25,50.01,1804.64,48.5,222.88,42.98,99.98,201.32,18.02
25.39,51.7,50.05,1765.0,49.12,228.3,41.81,91.0,199.13,18.29
25.44,51.75,49.7,1804.2,51.21,233.66,42.86,92.5,206.82,18.23
25.36,51.56,49.93,1819.94,51.81,230.78,43.24,90.0,210.31,18.14
25.46,51.3,50.4,1820.1,49.62,229.42,42.5,91.7,210.99,18.07
25.58,51.06,49.69,1790.01,49.81,227.62,42.23,93.13,208.77,18.31
25.01,50.63,49.13,1753.99,53.73,227.11,41.0,94.8,205.7,18.19
25.75,52.82,51.15,1769.6,53.0,228.8,42.2,95.79,206.51,18.89
25.34,52.4,50.61,1773.78,52.55,223.56,42.0,94.77,203.85,18.84
25.22,52.93,50.6,1761.14,53.37,229.88,42.28,92.29,204.7,18.83
24.01,52.5,50.36,1808.0,54.35,234.0,42.28,89.98,212.0,18.6
24.04,51.84,50.05,1795.0,53.92,230.44,41.44,91.29,211.51,18.51
24.08,51.41,49.51,1792.0,51.78,224.1,41.2,89.72,208.62,18.3
24.3,52.33,49.96,1828.41,51.99,225.3,40.85,91.89,212.6,18.5
24.29,51.69,49.71,1854.27,52.02,223.56,40.23,92.18,215.97,18.2
24.21,51.75,49.62,1896.43,52.08,220.5,40.08,92.78,214.8,18.13
24.19,51.74,49.75,1941.0,51.88,220.99,39.93,90.77,224.42,18.31
24.09,51.42,49.4,1956.03,52.99,211.8,40.32,87.44,222.95,18.27
23.92,50.1,48.72,1941.01,52.35,211.32,39.19,87.35,222.86,18.2
23.8,49.82,48.66,1985.0,51.09,203.3,39.74,87.99,224.73,18.07
23.77,49.49,48.22,1930.77,50.17,205.45,39.17,87.42,218.0,18.01
24.23,49.99,48.87,1932.99,50.5,202.89,38.7,84.06,220.56,18.12
24.4,50.89,48.88,1934.0,49.06,201.82,38.38,83.13,222.75,18.37
24.78,51.25,48.99,1971.88,49.2,204.06,39.9,82.24,229.45,18.3
25.91,51.82,49.15,1967.3,49.28,211.99,39.82,81.89,232.3,18.52
26.15,51.84,50.39,1955.87,50.18,213.0,39.98,83.97,234.0,19.22
26.49,52.04,50.34,2043.0,50.36,215.46,41.09,84.16,244.0,19.45
26.88,53.13,51.31,2086.55,51.39,228.38,41.41,85.0,251.0,19.43
26.44,53.49,51.22,2090.0,51.26,229.68,42.29,86.81,247.0,19.42
26.67,52.42,51.15,2118.2,51.0,229.2,42.3,87.68,249.98,19.59
26.32,51.15,50.85,2150.0,51.0,228.0,41.97,86.54,250.0,19.21
26.4,51.0,50.7,2135.0,50.0,223.29,41.39,85.3,243.8,19.12
26.65,51.2,51.2,2118.99,50.23,225.05,41.35,85.48,243.5,19.5
26.29,50.77,50.54,2050.7,49.78,217.28,40.96,81.9,235.16,19.48
25.88,50.69,50.28,2058.96,49.88,212.5,40.95,80.49,236.0,19.52
26.11,50.63,50.84,2038.2,50.04,215.0,41.56,80.98,231.65,19.53
25.88,50.01,50.18,2048.0,49.66,212.01,41.55,80.11,232.12,19.32
25.93,50.22,50.22,2120.0,49.41,210.35,41.49,80.2,237.01,19.26
25.69,49.86,49.82,2194.09,50.12,217.9,42.37,77.88,241.94,19.07
26.0,49.33,49.98,2131.82,50.41,220.0,41.95,78.14,236.21,18.85
26.05,49.63,50.87,2138.18,50.17,222.72,41.9,81.55,237.58,19.04
25.88,47.62,50.81,2041.0,49.72,215.98,41.1,82.01,225.7,18.92
26.37,48.5,50.41,2075.0,50.01,217.5,41.36,81.23,225.5,19.05
26.41,48.71,50.41,2050.0,50.71,219.41,41.46,86.2,222.66,19.04
26.44,48.35,51.0,2051.23,50.39,214.06,40.7,84.86,223.56,19.13
25.94,49.05,52.07,2024.0,50.92,214.2,41.7,81.47,223.75,20.07
25.42,48.15,51.3,1982.22,50.11,210.11,39.98,80.55,219.48,19.96
25.72,49.05,52.94,1942.0,50.88,207.78,40.13,80.27,217.66,20.4
25.83,49.23,53.08,1966.0,51.12,207.11,41.03,79.7,214.96,20.63
25.96,49.85,52.86,1940.55,50.18,201.21,39.82,77.98,213.36,21.4
26.17,49.76,52.5,1967.0,49.59,212.0,39.92,80.2,217.92,21.37
26.36,49.34,52.3,1877.39,47.48,207.03,39.0,79.25,208.9,21.24
25.03,48.02,51.1,1867.0,46.65,200.49,38.86,79.25,207.2,20.66
25.67,48.58,50.94,1861.61,46.41,190.43,39.16,81.01,208.84,20.51
25.7,49.01,51.23,1892.27,46.21,190.71,39.42,79.51,211.49,21.3
25.7,49.7,51.45,1912.0,45.73,188.62,39.31,78.51,210.8,21.51
25.7,51.37,53.4,1969.52,45.69,193.88,40.06,78.2,213.22,22.15
25.7,51.82,53.55,1984.99,44.94,200.66,40.06,76.0,217.26,21.8
25.7,51.85,53.13,1950.2,43.29,207.3,39.4,76.54,215.07,22.06
25.7,50.9,51.2,1943.0,42.82,206.63,38.66,74.45,208.36,21.42
25.7,51.0,51.83,1955.0,42.09,207.35,38.88,77.31,206.05,21.33
24.15,50.77,50.79,1965.0,41.09,203.7,38.12,74.43,203.4,21.3
24.6,49.21,49.97,1887.0,40.95,206.56,38.07,70.11,198.38,20.88
25.28,51.35,51.98,1867.96,41.14,210.81,38.76,73.22,195.62,22.01
25.37,51.71,53.0,1839.0,41.72,210.38,38.65,71.86,190.0,22.38
25.31,51.62,53.04,1895.98,42.01,212.6,39.93,71.18,195.98,22.27
25.33,51.71,54.18,1873.0,41.57,224.0,40.01,68.5,193.04,22.65
25.69,52.76,55.59,1849.97,41.26,225.43,39.83,65.15,194.27,22.99
24.8,51.2,53.9,1868.67,39.75,227.5,40.0,65.33,198.01,22.25
24.69,50.22,53.28,1890.62,41.2,222.84,39.88,68.57,199.8,21.85
24.54,51.07,53.84,1892.55,40.57,224.2,40.29,68.07,199.41,22.18
24.31,51.46,53.65,1886.99,40.61,220.53,40.43,69.5,197.44,22.3
24.64,52.06,54.5,1907.0,40.96,221.35,40.56,68.55,199.0,22.89
24.52,51.76,54.16,1876.99,40.93,215.55,41.01,68.3,199.2,22.76
24.03,51.22,53.07,1807.87,40.11,210.8,40.49,69.09,193.4,23.08
24.25,50.83,52.89,1827.01,40.9,210.89,40.24,72.0,196.2,22.5
23.46,50.02,51.46,1764.11,39.68,203.99,39.52,73.05,188.69,22.32
23.32,49.81,51.4,1799.06,40.11,210.12,39.5,74.56,190.48,22.11
23.33,49.8,50.76,1790.4,40.08,202.5,39.52,77.67,190.0,22.07
23.37,50.24,51.39,1858.48,41.06,208.25,39.5,80.05,193.19,22.17
23.06,49.47,50.76,1844.88,40.61,202.5,39.24,80.05,189.2,22.06
23.2,49.73,50.92,1800.0,40.15,198.27,39.33,78.49,182.07,22.08
22.73,48.7,50.1,1780.5,39.78,201.45,39.35,77.8,176.37,21.71
21.74,46.76,48.88,1707.0,37.55,188.28,37.55,76.8,166.0,21.34
21.1,45.48,47.47,1753.2,36.68,189.5,36.68,77.74,166.25,20.6
20.76,44.39,46.92,1779.18,36.04,187.83,36.63,78.15,162.88,20.47
20.66,44.7,46.91,1794.43,36.17,186.77,36.75,81.74,172.15,20.67
20.9,44.45,47.14,1769.01,37.62,186.6,38.3,80.51,171.77,20.8
20.52,42.15,45.81,1700.0,37.4,171.0,37.26,79.68,166.27,20.14
19.61,39.45,42.65,1603.0,36.13,160.0,35.4,77.4,157.15,18.85
20.83,42.58,44.29,1674.95,36.74,170.0,37.12,81.0,164.8,19.82
20.72,44.51,45.5,1720.15,37.42,175.5,37.2,80.72,168.24,19.91
21.45,46.17,47.93,1707.79,37.5,176.45,37.8,80.68,167.9,20.76
20.81,44.81,47.04,1704.3,37.3,172.95,37.0,82.59,165.71,20.22
20.85,45.53,47.8,1695.0,36.94,170.15,37.12,80.49,164.3,20.81
20.84,45.76,47.9,1752.19,37.36,169.11,36.82,80.5,165.94,19.71
20.68,45.77,48.25,1720.93,37.64,166.62,36.5,78.81,161.36,19.85
20.37,45.18,47.63,1690.0,36.37,162.85,35.75,75.9,157.19,20.07
20.46,45.05,47.85,1660.8,35.9,159.5,36.03,75.85,151.2,20.03
20.25,45.01,47.21,1667.0,35.92,156.1,35.7,74.34,149.18,19.88
21.07,46.23,48.7,1730.1,37.42,167.2,36.94,75.39,156.95,20.29
20.9,46.8,48.45,1719.0,36.82,164.37,36.89,72.19,155.06,20.67
21.12,47.1,48.96,1780.01,36.78,174.26,37.34,72.6,159.9,21.4
21.12,47.39,49.54,1765.0,36.25,164.1,37.2,68.6,160.01,21.92
20.68,46.86,48.48,1765.0,35.32,164.95,36.81,68.83,160.45,21.59
21.08,47.18,49.24,1784.0,33.93,164.48,36.96,67.9,160.59,21.99
20.47,45.9,47.62,1720.0,32.8,156.11,36.52,65.82,153.66,21.75
21.1,45.7,48.47,1782.0,33.67,171.72,37.45,66.86,163.88,21.73
20.7,45.75,47.82,1769.0,33.64,172.0,37.68,66.69,162.32,21.72
20.97,45.76,48.19,1809.0,33.82,181.58,38.7,67.03,171.57,21.68
20.88,46.83,48.3,1805.99,34.09,182.24,38.61,66.4,169.9,22.26
20.29,43.39,47.0,1790.82,33.96,180.88,38.33,69.2,167.18,21.68
20.22,42.1,46.44,1790.3,33.11,178.63,38.15,69.1,165.0,21.45
19.91,41.1,45.91,1797.0,34.32,182.26,38.83,66.8,165.9,21.26
19.84,41.28,46.22,1779.98,33.17,175.16,38.43,62.58,162.58,21.13
19.88,42.5,46.46,1773.0,33.0,176.98,38.35,62.0,165.43,21.42
19.23,38.83,44.85,1708.0,29.7,173.49,37.33,56.61,155.0,20.28
18.33,38.41,43.59,1732.48,27.74,180.02,37.87,57.17,158.5,20.42
18.81,38.04,43.91,1794.92,28.06,183.99,39.0,61.3,161.39,20.54
18.77,39.62,43.66,1835.0,28.45,181.58,38.06,64.58,165.85,21.05
19.69,39.93,44.56,1828.38,29.48,181.99,38.47,67.96,162.13,20.48
19.38,39.26,45.02,1837.0,29.68,179.74,38.72,69.08,161.54,20.4
18.8,37.91,44.06,1793.0,29.34,163.69,37.77,67.03,157.06,19.96
18.73,36.47,44.35,1752.0,29.3,160.0,37.84,69.33,154.78,19.62
19.01,36.98,44.47,1766.19,29.39,165.95,39.05,68.42,155.33,20.0
19.13,37.21,44.73,1768.0,29.95,176.65,38.7,71.4,157.51,19.78
19.09,36.61,44.0,1762.67,30.03,171.95,38.77,69.78,158.08,19.63
19.29,37.15,43.96,1778.24,29.98,173.0,38.45,69.76,156.94,19.75
19.07,36.89,43.36,1758.0,29.43,174.32,37.32,68.0,155.18,19.34
19.32,38.6,43.82,1768.0,29.46,174.92,37.62,70.31,156.15,19.59
19.52,38.5,43.63,1761.0,29.38,170.35,37.71,70.77,154.58,19.42
19.37,38.03,43.29,1756.0,29.25,167.8,36.93,75.17,153.52,19.28
19.75,39.96,44.31,1800.01,30.24,175.75,37.68,76.68,162.47,19.69
19.7,39.49,43.89,1781.0,30.1,166.77,37.18,75.9,159.43,19.68
19.24,38.9,43.14,1760.0,28.61,164.4,37.1,73.43,156.57,19.48
19.31,38.78,43.23,1755.51,28.93,165.65,37.14,73.98,157.45,19.53
19.62,38.43,43.15,1742.8,29.04,163.05,37.37,75.1,157.22,19.53
19.61,39.12,43.53,1755.16,29.78,164.95,37.59,75.12,157.95,19.72
19.5,39.07,44.15,1778.41,29.71,172.0,37.67,76.31,166.18,19.53
19.79,39.69,44.2,1804.03,30.32,176.7,38.0,79.2,171.4,19.65
19.61,39.69,44.17,1788.25,29.98,175.92,36.6,78.7,170.41,19.56
19.68,38.92,44.0,1786.0,29.84,175.39,36.16,79.98,169.75,19.35
19.96,38.97,44.26,1788.0,30.53,180.97,36.16,60.62,172.94,19.19
20.11,39.35,44.15,1817.9,31.19,184.8,36.38,60.63,174.12,19.51
20.36,39.53,44.59,1865.6,32.09,191.56,37.11,60.21,178.13,19.63
20.23,40.29,44.62,1853.0,30.95,186.9,37.03,60.98,176.01,20.19
20.79,40.12,44.94,1900.6,31.56,187.75,37.33,61.06,177.42,20.33
20.27,38.57,44.14,1856.0,31.3,178.31,37.07,60.74,172.51,19.9
21.11,39.24,45.22,1871.0,31.62,181.01,37.76,59.33,173.8,20.23
21.87,40.48,47.65,1875.1,32.6,181.98,38.07,58.5,177.28,20.72
20.82,39.96,46.5,1877.0,32.61,182.0,38.06,59.95,177.6,19.41
20.82,39.85,47.03,1951.0,33.37,190.39,38.29,60.85,181.18,19.39
20.72,39.7,45.36,1942.02,33.46,197.0,37.9,60.77,183.49,19.13
21.01,40.33,46.13,1945.74,33.01,197.43,37.74,60.95,181.66,19.38
20.76,39.31,45.4,1936.0,32.64,192.3,37.44,61.35,178.07,19.1
21.77,40.14,46.25,1957.1,32.93,199.5,37.6,61.8,180.4,19.3
21.63,40.2,46.76,2009.01,33.52,201.12,38.0,64.35,185.0,19.19
21.8,41.25,46.8,2010.55,35.56,214.4,38.7,64.58,193.0,19.36
21.75,41.28,46.9,2036.0,35.66,222.88,38.8,67.6,199.65,19.47
21.41,41.01,46.79,2030.0,35.52,219.05,38.05,64.16,192.0,19.66
21.66,42.2,46.69,2045.0,37.09,232.93,38.95,66.63,201.93,19.9
21.34,41.38,46.31,2029.05,38.94,225.11,38.44,64.89,203.0,19.9
21.44,41.05,46.46,2018.0,41.17,226.12,37.82,64.37,201.04,19.67
21.16,40.98,46.61,2033.01,40.51,220.91,37.38,64.15,198.61,19.7
20.92,39.8,45.85,2002.0,39.42,209.49,37.02,63.5,194.74,19.39
20.89,39.75,45.6,1990.0,38.65,209.41,36.62,64.3,191.59,19.22
20.67,39.81,45.82,1999.0,38.45,211.97,36.34,62.18,192.7,19.31
20.2,39.44,45.38,1963.6,38.07,207.35,36.11,60.24,189.38,19.17
20.22,39.3,45.51,1948.41,36.87,203.54,36.38,58.93,190.0,19.28
20.22,37.9,45.08,1958.89,36.98,205.6,35.96,61.57,193.1,18.6
20.02,36.48,43.6,1953.0,38.53,209.5,36.09,61.91,190.13,18.0
19.57,34.87,42.71,1949.5,37.24,204.36,35.68,62.04,189.9,17.63
19.87,35.63,43.45,1951.66,37.93,206.58,36.05,62.1,187.33,17.8
19.96,35.71,43.4,1943.1,37.64,209.0,36.16,60.15,188.9,17.75
19.98,35.85,43.4,1950.1,38.02,214.95,36.5,59.82,189.11,17.75
19.77,35.46,42.74,1939.0,38.7,208.95,36.12,59.13,186.7,17.36
19.88,35.59,43.05,1947.0,39.0,214.62,36.28,60.14,185.91,17.53
19.66,35.85,42.92,1944.65,38.48,219.61,36.61,58.81,188.08,17.6
19.83,36.33,43.2,1950.21,36.17,219.0,36.58,59.65,190.99,17.9
19.81,36.05,42.79,1919.6,36.23,214.83,36.41,61.26,188.1,17.83
19.87,35.78,42.72,1898.0,36.1,219.98,36.77,61.18,187.12,17.9
19.6,35.07,42.12,1898.44,35.29,209.9,35.83,61.5,178.4,17.77
19.34,34.52,41.84,1890.3,35.18,211.7,35.84,61.21,178.58,17.55
18.8,33.91,41.17,1879.98,34.2,206.26,35.3,59.59,175.66,17.38
18.75,33.06,40.83,1885.0,34.7,200.05,35.16,56.86,174.59,17.17
18.84,33.66,41.08,1916.01,36.71,200.45,35.58,55.76,176.78,17.44
19.3,34.3,41.54,1923.96,38.03,198.9,36.36,56.73,179.18,17.6
19.43,33.91,41.18,1911.53,38.09,189.59,36.34,56.55,177.91,17.52
19.38,33.6,40.96,1910.0,37.33,197.46,36.38,58.08,176.98,17.45
19.48,33.15,40.4,1876.0,36.85,196.0,35.95,57.74,174.0,17.35
20.17,34.36,41.46,1906.9,37.43,201.19,36.5,58.0,177.91,17.85
20.06,34.37,41.61,1928.0,37.44,195.66,36.62,58.58,178.7,17.87
19.95,33.73,41.14,1919.89,36.9,194.75,36.25,60.06,176.0,17.56
19.94,33.91,40.99,1917.84,36.45,190.18,36.31,60.39,175.23,17.57
20.2,34.24,41.29,1918.0,36.63,193.16,36.34,60.61,176.2,17.9
20.02,33.72,40.81,1895.5,36.04,188.62,36.0,60.93,173.43,17.65
19.98,33.85,40.97,1895.01,35.9,188.0,35.78,56.12,173.66,17.8
19.95,33.62,41.15,1893.98,35.04,193.13,35.87,53.41,171.5,17.76
19.9,33.1,40.72,1870.01,34.62,192.98,35.43,54.2,168.0,17.61
19.54,32.84,41.61,1854.2,34.48,189.8,35.16,52.68,167.24,17.58
20.12,33.69,43.1,1885.0,34.99,192.82,35.8,52.85,169.41,17.9
19.4,33.7,43.12,1898.0,34.77,192.41,36.19,53.06,170.1,17.88
19.37,33.28,43.07,1878.82,34.23,192.25,35.95,53.41,165.35,16.93
19.25,33.79,42.89,1870.0,33.67,190.4,36.13,52.8,164.03,16.82
19.52,35.05,43.84,1924.0,34.66,195.5,35.74,51.2,167.19,17.11
19.3,34.5,43.65,1880.89,34.34,186.8,34.55,51.65,163.56,17.11
19.24,34.32,43.7,1875.0,33.9,180.31,33.9,50.95,161.84,17.03
19.27,34.23,43.8,1835.0,33.73,180.1,33.37,50.49,159.02,17.08
19.48,33.62,43.9,1845.0,33.88,182.72,33.63,53.16,160.53,17.06
19.37,33.38,43.6,1818.01,33.43,183.95,33.22,53.46,158.94,17.09
19.31,33.3,43.84,1815.0,33.73,186.0,33.27,53.39,159.07,17.01
19.78,34.5,44.69,1844.79,34.78,191.09,33.7,53.18,161.46,17.38
19.83,35.35,45.06,1879.0,35.52,192.47,33.74,53.27,163.63,17.59
19.58,34.86,44.65,1869.0,35.68,191.55,33.6,52.55,162.4,17.38
19.53,36.01,45.09,1880.0,35.49,191.35,33.69,48.66,164.4,17.69
18.42,34.95,43.93,1859.0,34.83,188.51,32.88,48.3,161.08,17.22
18.42,35.09,43.93,1871.64,34.69,188.45,32.9,48.12,163.02,17.34
18.42,34.54,43.24,1878.0,34.13,194.23,32.66,50.04,165.79,17.08
18.43,34.41,43.15,1848.0,33.43,185.54,32.48,49.19,163.45,17.15
18.39,34.17,42.48,1820.81,32.64,187.1,32.0,49.18,158.9,17.05
18.36,34.36,43.02,1834.43,32.93,185.41,32.45,48.54,159.13,17.1
18.02,33.95,42.49,1863.0,31.9,194.51,32.36,48.8,162.11,16.75
18.07,33.9,42.44,1888.0,33.65,202.45,33.22,48.99,170.83,16.81
17.72,33.67,41.89,1883.0,33.47,202.48,33.26,47.9,169.6,16.84
17.4,33.15,41.32,1880.35,34.97,197.25,33.3,50.08,168.51,16.54
17.42,33.65,41.58,1872.5,35.1,198.25,32.98,47.91,169.23,16.65
17.33,31.8,41.43,1786.0,34.26,187.8,32.3,45.89,158.9,16.49
17.39,31.4,41.2,1779.99,34.1,185.63,32.36,46.51,158.59,16.33
17.79,30.95,41.92,1760.0,33.25,181.03,32.56,48.38,156.6,16.48
17.71,29.89,41.36,1699.99,34.54,180.15,32.56,47.0,153.57,16.3
18.07,31.08,41.94,1737.61,37.99,185.46,32.81,51.22,159.12,16.51
18.18,31.02,42.1,1718.5,39.55,186.93,33.01,50.45,157.65,16.53
18.17,30.8,41.75,1705.83,39.46,189.0,32.77,50.05,158.7,16.56
