中信证券,招商证券,中国人保,海螺水泥,恒瑞医药,中国中免,伊利股份,通威股份,五粮液,兴业银行
18.1,30.26,41.27,1648.0,39.0,179.6,32.5,49.13,154.5,16.15
18.1,30.07,40.01,1643.5,39.18,179.4,30.3,47.18,154.15,16.09
18.2,29.58,39.65,1624.0,39.97,175.57,29.94,47.5,152.15,15.99
17.76,28.02,37.7,1501.28,38.98,167.0,28.9,45.88,143.23,15.3
17.53,28.19,37.72,1479.75,38.12,171.39,29.15,48.7,142.12,15.36
17.53,27.93,37.67,1464.08,39.72,173.01,29.1,49.93,143.4,15.23
17.6,27.94,37.66,1401.0,39.72,169.0,28.76,50.35,137.1,15.25
17.22,27.18,36.73,1360.0,38.95,167.45,25.88,49.25,137.5,15.06
17.21,26.82,36.15,1350.0,40.2,160.36,25.24,47.98,133.5,15.03
17.9,28.19,37.46,1462.01,41.49,176.4,26.54,51.05,142.58,15.42
17.91,28.42,37.4,1471.96,41.98,182.3,27.34,51.56,143.62,15.35
17.73,28.05,36.93,1439.5,42.09,182.61,26.64,50.12,140.92,15.14
18.25,29.08,38.31,1516.57,41.8,197.09,27.73,52.4,150.0,15.43
18.27,29.16,38.79,1507.11,41.99,191.3,27.71,52.11,151.14,15.47
18.28,29.15,38.69,1484.88,40.7,191.35,27.36,51.32,147.49,15.45
18.25,29.18,38.37,1459.9,40.75,189.11,27.21,49.96,145.4,15.49
18.43,29.19,38.46,1475.0,40.19,188.99,27.71,48.36,145.76,15.56
18.96,31.24,40.33,1528.15,39.22,195.88,28.42,48.34,150.02,16.15
19.2,33.14,41.6,1533.0,40.76,187.5,28.36,47.35,150.3,16.67
19.8,33.28,42.49,1588.0,40.24,191.0,29.2,47.97,154.15,16.7
19.43,33.38,42.3,1585.25,40.5,194.2,29.2,46.65,154.21,16.51
19.46,32.31,42.56,1567.0,40.4,192.99,29.24,46.47,152.6,16.38
19.15,32.07,42.16,1567.13,40.27,190.8,29.12,47.0,153.61,16.22
18.85,31.87,41.21,1519.98,40.79,184.52,28.74,47.75,148.93,16.11
19.16,32.45,41.97,1539.95,39.92,183.25,28.67,46.56,150.23,16.51
19.22,32.22,41.77,1549.0,39.5,181.16,28.47,47.59,149.77,16.7
19.1,32.22,41.8,1519.99,39.37,179.1,28.48,47.15,147.81,16.62
19.35,33.02,42.75,1522.01,39.63,178.66,28.5,45.73,147.38,17.01
19.01,31.96,41.41,1509.88,39.18,183.86,28.47,44.59,147.65,16.73
19.74,34.86,44.78,1599.0,40.05,194.97,29.11,44.96,155.05,17.81
19.82,34.96,44.95,1599.0,39.83,197.48,28.85,45.78,156.86,17.7
19.97,35.0,44.83,1630.8,40.47,204.0,29.91,47.01,164.59,17.53
19.83,34.39,44.62,1633.88,40.5,199.4,29.74,47.98,163.06,17.41
20.83,36.1,47.28,1664.9,39.88,204.92,30.64,46.36,168.51,17.91
20.9,35.85,47.44,1688.0,39.88,210.0,31.18,45.86,175.4,17.79
20.59,35.32,46.7,1684.0,40.58,214.4,31.58,45.93,173.68,17.58
20.51,35.45,47.15,1687.02,38.87,214.5,31.23,46.5,174.76,17.74
20.64,36.75,47.6,1730.0,38.82,213.23,31.99,46.3,183.27,18.0
20.24,35.79,46.17,1739.02,38.88,215.77,31.75,45.49,178.35,17.53
20.3,36.14,46.7,1750.0,38.38,213.74,31.29,44.9,179.47,17.7
20.54,36.91,46.89,1770.87,38.44,218.84,31.72,44.63,184.08,17.76
20.27,36.33,46.43,1786.99,37.96,219.7,31.36,45.18,181.96,17.56
20.41,37.09,46.9,1786.87,38.0,221.7,31.42,44.63,182.52,17.65
19.96,36.5,45.77,1773.0,37.19,218.0,31.39,44.6,179.95,17.33
19.71,35.72,44.93,1715.0,36.51,213.2,30.5,44.8,172.51,16.98
19.74,35.95,45.26,1739.0,36.14,215.09,30.93,43.61,174.49,17.11
19.87,36.5,45.88,1768.0,36.63,221.04,30.85,40.86,179.5,17.26
19.79,36.37,45.64,1771.0,36.75,223.33,31.1,40.54,180.29,17.25
19.67,35.95,44.66,1742.06,37.56,218.15,30.57,42.0,178.6,17.16
20.14,36.67,45.58,1733.0,37.07,218.21,31.16,42.39,181.05,17.43
20.05,37.33,46.28,1733.0,37.4,218.8,30.93,42.8,180.18,17.61
19.78,37.23,45.82,1719.0,38.13,216.15,30.87,42.62,178.75,17.44
19.91,37.26,47.0,1727.0,38.53,216.03,31.0,42.26,180.69,17.59
19.9,37.58,47.15,1730.01,38.44,214.1,30.7,42.03,178.2,17.77
20.15,38.65,48.53,1725.01,38.77,215.11,30.58,40.65,178.62,18.07
20.44,38.5,48.93,1801.0,39.55,225.9,31.54,41.07,189.0,18.09
20.41,38.38,49.74,1803.77,39.31,224.67,31.5,42.67,190.46,18.1
20.65,38.8,50.91,1841.2,39.55,225.68,31.6,42.27,195.88,18.08
20.44,38.25,49.21,1854.45,39.38,231.98,32.51,42.57,195.24,17.78
20.34,38.92,50.7,1844.95,38.45,228.6,32.45,42.4,194.1,17.98
20.46,39.05,50.91,1834.0,37.79,225.02,32.23,43.39,193.39,18.05
20.75,39.66,52.35,1887.0,39.27,228.5,32.59,43.4,198.58,18.23
21.54,40.47,52.09,1912.9,43.13,232.8,33.4,44.0,206.52,18.23
21.63,40.68,51.5,1908.0,42.18,230.99,33.75,44.28,202.86,18.2
21.38,40.38,51.55,1893.0,41.57,229.3,32.23,44.73,205.8,18.04
21.62,40.65,51.81,1880.21,43.64,231.64,32.42,44.73,205.3,18.07
21.67,41.05,52.1,1860.01,43.54,230.5,32.33,47.15,208.72,17.96
21.61,42.03,51.48,1888.0,43.25,217.49,33.25,48.0,217.6,17.9
21.41,41.21,50.98,1845.76,42.21,212.3,32.58,48.15,209.0,17.62
22.09,40.54,51.35,1844.97,42.64,212.85,32.58,48.69,210.06,17.5
21.43,40.03,50.83,1836.11,43.0,215.22,32.52,48.65,212.51,17.41
21.36,39.3,49.6,1818.0,42.8,210.96,32.03,47.01,210.0,17.26
20.85,38.35,48.16,1795.0,42.49,206.16,31.12,46.4,201.7,17.15
20.9,38.41,48.7,1797.0,42.1,205.56,31.02,46.04,203.17,17.17
20.87,38.49,48.5,1784.0,42.96,204.31,31.26,45.88,199.55,17.11
21.17,38.49,49.32,1818.0,43.65,205.69,31.5,46.24,207.39,17.19
20.96,38.16,49.3,1810.0,43.6,204.42,31.46,45.38,204.7,17.19
20.93,37.72,49.25,1856.35,44.97,208.0,31.59,45.62,212.4,16.95
20.92,38.0,49.9,1843.79,45.22,205.45,31.63,45.44,209.24,17.05
20.75,37.17,48.88,1841.0,44.81,200.5,31.18,45.24,211.0,16.96
20.57,37.27,49.2,1861.82,43.79,204.18,30.88,44.44,210.79,16.97
20.24,36.71,48.8,1820.78,44.17,200.54,30.69,43.37,208.15,16.71
21.04,38.49,49.95,1875.0,45.22,205.97,31.35,44.12,212.95,17.14
21.09,38.69,50.01,1867.0,44.5,203.5,31.49,45.19,210.08,17.21
20.8,38.16,49.18,1836.0,44.11,200.54,31.06,44.37,207.5,17.04
21.03,38.27,48.98,1818.0,43.52,199.99,31.0,45.79,205.1,17.05
20.59,37.46,48.2,1788.0,43.19,197.51,30.61,44.71,201.1,16.9
20.44,37.16,47.8,1810.41,43.13,197.31,30.5,44.2,204.81,16.82
20.65,37.31,48.2,1813.74,43.5,197.58,30.46,44.24,204.42,16.91
20.9,38.25,49.99,1838.53,43.77,196.85,31.12,44.14,207.38,17.16
20.88,38.25,50.2,1828.0,43.19,195.52,31.14,43.4,206.24,17.18
21.17,38.25,50.28,1818.04,43.4,196.06,31.06,43.36,205.76,17.31
20.69,37.0,48.58,1807.14,43.42,191.93,30.73,45.02,204.58,16.98
20.51,36.56,47.91,1788.3,42.12,188.6,29.94,44.44,200.45,17.0
20.36,36.0,47.23,1770.42,41.96,187.65,29.87,43.86,199.3,16.91
20.28,35.58,46.64,1770.02,41.73,184.49,29.55,43.02,198.0,16.83
19.99,35.03,46.0,1750.0,41.86,181.73,29.11,42.12,195.24,16.6
20.13,35.05,46.5,1762.0,41.42,186.81,29.47,41.99,198.6,16.56
19.86,34.58,45.46,1766.0,41.48,186.35,29.54,41.88,195.28,16.49
20.05,34.88,45.95,1750.92,41.38,182.95,29.19,42.24,192.32,16.58
19.91,34.65,45.23,1751.99,41.19,184.26,29.1,40.0,191.2,16.68
20.16,34.36,46.2,1742.0,40.82,185.3,28.87,39.33,188.5,16.72
20.05,34.12,45.58,1729.6,40.4,182.67,28.54,39.21,185.9,16.62
20.21,34.23,46.01,1775.0,41.6,188.0,28.98,39.45,192.24,16.62
20.3,34.54,46.5,1773.35,42.63,184.69,28.88,39.38,191.77,16.77
20.49,35.2,46.88,1774.86,42.67,184.56,29.01,39.51,194.58,16.87
20.52,34.43,46.2,1778.62,41.7,186.32,29.13,40.05,193.02,16.78
20.4,34.21,45.99,1767.79,43.28,184.75,29.12,40.29,190.41,16.63
20.39,34.4,45.88,1781.8,43.0,182.61,29.0,39.85,192.5,16.69
20.21,34.12,45.42,1790.0,43.16,182.54,28.7,40.03,195.28,16.6
20.48,34.35,45.48,1800.0,43.01,187.47,29.2,40.51,198.39,16.82
20.48,34.27,45.6,1820.0,42.82,183.24,29.12,40.41,197.0,16.89
21.0,34.37,45.68,1802.07,42.56,184.39,28.99,40.63,195.19,16.89
21.07,34.28,45.57,1814.59,43.15,178.04,29.11,40.19,196.15,17.0
20.89,33.8,45.08,1796.96,42.78,176.82,28.92,40.29,190.54,16.92
21.17,34.14,45.63,1790.99,45.15,181.82,29.14,40.47,189.06,16.97
21.12,34.24,46.06,1771.7,46.27,179.85,28.86,41.23,184.65,17.05
21.34,33.73,45.66,1745.5,46.01,179.27,28.52,40.46,180.53,16.99
21.34,33.74,45.6,1694.1,45.63,176.0,28.16,39.61,175.82,16.98
20.94,34.01,45.12,1723.0,47.35,176.65,28.1,39.38,177.88,17.07
20.95,34.39,45.49,1713.42,47.72,174.78,27.92,39.26,175.59,17.11
21.78,35.2,47.48,1753.0,49.29,179.81,28.18,39.62,178.18,17.32
21.73,35.68,48.62,1758.0,48.93,180.3,28.49,40.01,178.32,17.41
21.48,35.5,48.4,1759.0,48.66,176.96,28.22,38.93,176.29,17.37
21.55,34.99,48.79,1741.88,47.8,171.0,28.08,37.61,173.5,17.39
20.81,34.5,46.74,1725.47,47.32,167.17,28.0,37.44,172.0,17.11
20.62,33.6,46.4,1705.0,48.35,163.89,27.36,36.23,168.0,16.93
20.72,34.03,46.09,1730.38,47.98,161.95,27.51,35.01,169.8,17.27
20.63,33.82,45.79,1743.91,48.2,162.0,27.46,36.26,168.61,17.25
21.03,32.63,50.37,1757.92,48.2,161.6,27.8,35.97,169.17,17.14
21.02,33.6,51.8,1760.52,48.65,160.98,29.56,34.87,169.0,17.22
21.27,34.13,53.7,1749.9,49.27,153.32,29.85,34.09,168.95,16.76
21.93,34.69,53.83,1750.0,47.47,152.88,29.71,33.16,173.71,17.13
22.69,35.6,54.92,1720.52,46.51,149.86,30.13,33.53,171.4,17.63
22.74,34.99,53.48,1722.0,45.93,147.61,29.9,33.03,174.77,17.56
21.89,34.4,52.31,1725.0,46.35,144.98,29.83,33.41,173.32,17.31
21.8,34.45,52.35,1717.07,46.43,144.05,29.58,33.75,172.57,17.25
21.5,34.04,51.27,1706.4,45.51,139.7,29.77,32.8,169.37,17.03
21.82,34.7,53.71,1716.3,47.44,142.0,30.26,33.83,172.44,17.15
21.8,34.82,53.2,1703.29,49.13,138.78,30.05,33.64,170.49,17.24
21.66,34.5,51.91,1701.0,48.5,136.44,29.82,33.65,169.34,17.14
21.67,34.45,51.82,1691.0,48.02,133.88,29.67,33.08,168.66,17.18
21.29,33.95,51.04,1699.5,49.13,135.16,29.85,32.96,170.8,17.04
21.3,34.2,51.42,1746.0,48.7,138.87,30.45,33.35,177.61,17.08
20.85,33.6,49.9,1724.55,49.1,136.51,30.67,32.9,174.0,16.95
20.28,32.93,48.47,1710.9,47.96,133.51,30.0,33.11,170.35,16.72
20.32,32.42,48.4,1701.0,48.06,131.4,29.73,32.44,168.2,16.67
20.37,32.74,48.44,1690.56,48.4,130.7,29.47,31.49,170.1,16.78
20.35,32.69,48.04,1689.0,48.3,127.44,29.18,30.25,168.26,16.75
20.36,32.64,47.99,1668.29,48.29,127.8,29.19,29.5,165.17,16.69
20.05,32.3,47.0,1628.9,45.55,123.1,28.81,28.82,161.18,16.56
20.1,32.06,47.45,1635.92,45.93,120.95,29.09,28.63,163.32,16.55
20.19,33.07,49.1,1670.6,46.03,122.81,29.76,29.24,167.9,16.7
20.0,33.04,48.51,1665.0,46.5,119.55,29.51,28.41,165.2,16.73
19.83,33.07,48.76,1666.99,46.31,117.71,29.5,27.66,165.62,16.74
19.87,33.3,49.01,1650.9,45.5,116.58,29.5,27.5,164.0,16.81
20.2,34.08,49.67,1668.0,45.59,117.58,29.61,27.34,164.82,17.08
20.18,33.74,49.48,1666.0,45.79,116.8,29.84,27.6,164.59,17.1
19.85,33.73,49.57,1696.0,44.7,120.01,29.89,27.82,170.41,16.94
19.98,33.73,49.63,1699.0,45.0,120.8,28.93,27.75,173.08,17.01
20.0,33.39,48.05,1726.88,46.0,121.13,29.07,27.32,177.68,16.9
20.3,33.72,48.42,1755.0,46.93,130.0,29.3,29.18,182.0,17.0
20.39,33.93,48.6,1797.69,47.5,130.16,29.37,29.63,184.08,16.99
20.15,33.58,47.5,1744.0,46.88,127.3,29.05,28.98,177.54,15.79
20.06,33.19,46.89,1743.46,46.78,126.28,28.82,28.73,174.01,15.78
19.85,33.17,46.64,1735.83,46.4,122.15,28.8,27.99,171.4,15.77
19.29,32.61,45.93,1709.0,46.36,117.44,28.73,28.01,166.66,15.61
19.49,32.82,46.3,1711.05,45.95,116.69,28.6,28.18,166.12,15.68
19.5,33.05,46.54,1728.38,46.2,115.79,28.53,29.32,166.67,15.69
19.44,32.68,46.3,1713.71,47.05,110.89,28.23,28.85,163.81,15.55
19.78,32.76,46.4,1691.0,47.9,110.53,28.32,28.67,163.57,15.65
20.24,33.72,48.18,1724.1,47.36,115.23,29.13,28.88,167.36,15.83
20.28,33.51,47.95,1730.6,48.85,115.29,29.14,28.82,168.22,15.68
20.15,33.03,47.35,1715.38,49.19,112.82,28.77,28.15,165.38,15.6
20.05,32.58,47.3,1702.98,48.11,111.01,28.62,27.89,164.3,15.56
20.13,32.31,47.21,1690.03,48.39,109.66,28.68,27.36,163.66,15.52
20.12,32.45,46.61,1700.9,47.61,117.56,28.38,29.69,164.6,15.46
20.24,32.71,47.2,1710.0,48.24,115.87,28.5,29.24,165.14,15.48
20.08,33.2,47.29,1713.8,47.77,116.15,28.36,30.55,165.46,15.51
20.47,31.85,48.62,1738.4,48.01,119.1,28.99,30.67,172.65,15.68
20.5,31.93,48.64,1753.0,47.52,117.05,28.07,30.04,171.99,15.68
20.28,31.65,48.05,1729.97,47.2,115.4,27.55,29.79,169.66,15.59
20.29,31.46,47.6,1722.8,47.2,114.51,27.3,29.5,168.4,15.56
20.41,31.58,47.77,1723.0,46.69,114.23,27.24,29.24,168.32,15.72
20.3,31.69,47.42,1724.0,45.96,113.15,27.18,29.56,168.56,15.79
20.36,31.8,46.97,1771.3,45.93,113.72,27.42,28.69,171.27,15.78
20.39,31.45,46.62,1771.15,47.29,111.27,27.27,28.34,169.36,15.66
21.58,33.27,49.55,1828.55,47.76,118.21,27.76,29.22,179.5,15.94
21.78,33.35,49.46,1828.55,48.08,118.3,27.72,29.29,177.8,15.95
21.52,33.66,49.88,1838.03,48.11,120.99,27.76,28.65,178.46,16.0
23.67,35.1,51.93,1897.0,49.05,125.97,28.48,29.5,181.18,16.49
24.1,35.56,52.6,1880.58,44.58,125.77,28.66,29.85,181.0,16.66
23.67,34.99,51.74,1889.0,43.38,123.64,28.25,29.3,179.88,16.63
23.85,34.03,51.41,1880.0,42.28,122.94,28.25,29.09,177.98,16.36
24.43,34.68,52.41,1878.47,42.27,124.13,28.51,30.85,178.6,16.51
24.7,34.88,51.9,1893.47,41.07,125.86,28.31,30.76,179.28,16.56
24.77,34.5,51.7,1887.93,39.13,124.96,28.11,30.51,177.31,16.5
24.9,34.15,51.26,1890.0,40.14,123.85,28.09,30.23,176.88,16.45
24.91,34.02,51.26,1890.28,40.21,123.47,28.16,30.11,177.18,16.5
25.2,34.14,51.36,1875.0,39.9,122.62,27.87,30.21,176.31,16.44
24.1,33.15,49.37,1834.0,39.2,120.5,27.5,29.42,172.36,16.1
23.75,32.46,48.53,1803.0,40.62,118.28,27.38,29.31,168.62,15.96
24.11,32.36,48.68,1812.98,40.5,116.1,27.37,28.39,166.5,16.05
24.01,31.97,48.35,1820.0,41.01,116.81,27.16,27.94,166.7,16.08
23.95,31.79,47.91,1828.05,40.57,120.03,27.31,28.18,168.44,16.02
23.97,31.88,47.52,1802.59,39.95,114.09,26.95,27.91,163.53,15.94
22.94,31.13,46.67,1791.0,38.8,116.0,26.58,27.01,161.97,15.7
23.22,31.32,47.0,1788.0,39.15,113.09,26.73,25.84,162.15,15.92
22.8,30.85,46.46,1774.0,38.7,110.34,26.36,24.81,160.01,15.91
23.56,31.06,46.5,1816.3,40.44,111.95,26.5,25.76,162.26,15.93
23.43,31.56,47.01,1824.98,40.72,107.5,26.75,25.53,161.55,16.01
23.79,32.26,48.11,1834.97,41.92,109.78,26.82,26.48,157.49,16.2
23.38,32.04,48.56,1851.33,42.25,112.15,26.62,27.1,159.4,16.0
22.56,31.66,48.25,1856.0,42.15,111.4,26.55,26.85,157.82,15.79
22.2,31.55,48.79,1847.0,41.78,108.92,26.0,26.55,155.91,15.81
22.38,32.27,50.1,1851.05,41.53,109.35,26.05,26.58,159.74,15.94
22.57,33.53,51.45,1866.0,41.2,115.92,26.44,27.04,167.93,16.24
22.38,33.11,50.2,1858.7,41.21,114.5,26.03,28.1,165.72,16.17
22.13,33.36,51.03,1861.0,40.73,113.0,26.19,27.87,165.69,16.29
22.12,33.14,50.22,1838.0,40.29,110.24,25.88,26.74,163.1,16.2
22.25,33.17,50.12,1818.5,40.58,108.4,25.78,26.32,161.92,16.16
22.6,32.91,50.36,1822.17,43.0,110.23,26.11,26.66,164.35,16.21
22.39,32.88,49.95,1819.96,42.91,109.0,26.21,26.85,162.98,16.17
22.28,32.75,49.5,1819.91,42.2,107.52,26.18,26.41,163.65,16.17
22.29,33.07,49.19,1818.69,42.59,105.45,26.25,26.13,162.0,16.26
22.05,32.96,49.2,1781.99,43.6,106.06,26.13,26.26,159.71,16.1
22.14,33.02,49.3,1829.2,44.36,111.78,26.28,26.32,162.8,16.14
22.02,32.96,49.28,1826.94,44.63,109.68,26.23,25.95,160.91,16.22
21.9,32.73,48.89,1824.0,44.35,109.6,26.14,25.74,159.84,16.22
21.73,32.37,48.49,1798.39,43.89,105.95,25.86,25.38,157.66,16.15
22.61,33.34,50.33,1849.0,44.06,109.3,26.6,25.95,159.92,16.37
21.9,33.0,49.06,1832.38,44.85,107.72,26.66,26.18,158.9,16.37
21.98,32.8,48.56,1816.0,44.7,106.83,26.77,26.14,156.65,16.35
22.03,32.82,48.66,1814.0,45.31,107.5,26.64,27.74,156.59,16.25
21.66,32.97,48.3,1798.55,44.94,105.97,26.53,27.28,156.1,16.29
21.68,32.58,48.07,1777.0,44.76,100.4,26.57,27.1,154.27,16.22
21.43,32.59,47.6,1770.0,44.37,100.87,26.79,26.71,153.41,16.18
21.51,32.45,47.69,1778.5,45.05,100.23,27.05,26.96,153.7,16.16
21.76,33.07,48.43,1786.0,44.95,101.06,27.1,27.32,155.73,16.34
21.52,32.61,47.97,1751.0,44.65,97.18,26.85,26.8,153.63,16.27
21.51,32.31,47.54,1729.9,44.23,94.88,26.47,26.33,150.14,16.2
21.95,32.52,47.68,1726.0,44.47,95.93,26.85,26.22,150.41,16.22
21.86,32.49,47.39,1728.0,43.82,94.25,26.59,25.87,149.24,16.17
21.56,31.57,46.05,1630.0,43.41,92.83,26.16,25.46,144.25,15.85
21.53,31.65,45.84,1645.0,42.72,92.36,25.96,25.55,143.7,15.79
21.18,31.23,45.94,1643.98,43.07,90.07,25.59,24.7,143.75,15.74
21.62,31.3,46.1,1642.95,43.23,90.2,25.61,24.7,144.05,15.67
21.84,31.42,45.51,1677.5,43.17,90.21,26.05,24.65,149.34,15.57
21.8,31.5,45.7,1672.23,44.45,89.62,26.01,23.9,151.05,15.71
22.03,31.53,45.18,1676.71,45.4,93.9,26.88,24.98,152.99,15.78
21.6,30.9,45.31,1681.0,46.58,95.42,26.67,25.16,156.6,15.57
21.71,30.76,45.46,1684.58,47.94,94.6,27.42,24.13,156.0,15.08
21.73,30.45,45.11,1780.99,47.97,93.84,27.32,23.33,160.0,15.11
21.53,30.68,45.06,1779.5,47.9,92.73,27.34,22.41,157.9,15.25
21.86,30.99,45.24,1811.24,47.51,94.58,27.6,22.87,159.67,15.2
22.83,31.14,46.06,1812.0,48.33,96.19,27.55,23.45,159.84,15.27
22.79,30.8,45.3,1791.17,48.43,95.61,27.6,23.43,159.31,15.19
22.58,30.6,44.63,1798.34,49.28,96.3,27.58,23.42,158.63,15.13
22.46,30.66,43.28,1794.11,48.38,95.98,27.63,24.24,158.55,15.12
22.46,30.16,42.35,1775.84,48.39,94.4,27.52,23.53,156.9,14.98
22.29,29.82,42.39,1764.0,47.3,95.12,27.43,23.84,154.88,14.96
22.62,30.2,42.61,1765.27,47.04,95.24,27.27,23.73,155.9,14.72
22.6,30.64,43.36,1772.93,47.33,96.15,27.26,24.39,157.25,14.85
22.43,30.54,42.87,1760.05,46.8,94.36,27.02,23.71,156.37,14.77
22.52,30.33,42.66,1753.42,47.14,93.58,26.95,23.59,155.0,14.71
22.35,30.58,42.91,1762.5,47.49,94.46,27.16,23.49,154.4,14.85
22.44,30.43,43.07,1790.0,47.58,95.03,27.45,23.29,155.3,14.89
22.21,30.16,42.73,1781.51,47.14,93.27,27.2,22.79,153.51,14.85
22.24,30.14,43.05,1786.0,47.17,93.84,27.31,22.88,153.07,14.83
22.05,30.0,42.69,1777.0,46.93,92.0,27.35,22.52,153.23,14.81
21.69,29.4,41.85,1763.0,46.8,90.89,27.18,21.87,149.25,14.75
21.61,29.16,41.67,1769.04,47.5,91.0,27.27,21.9,148.75,14.8
21.4,28.8,40.75,1774.71,47.67,89.5,27.05,21.46,148.3,14.6
21.45,28.79,40.8,1791.5,48.02,89.15,27.25,21.23,149.15,14.6
21.56,28.26,41.02,1760.28,46.58,87.9,27.05,21.21,147.21,14.61
21.41,28.08,40.38,1750.71,45.99,86.6,26.8,21.06,145.85,14.51
21.13,27.51,39.53,1709.0,45.25,84.0,26.43,20.61,142.67,14.18
20.95,27.76,39.53,1703.0,45.41,84.48,26.43,21.1,144.1,14.17
21.03,27.81,39.34,1700.0,44.78,82.88,26.35,20.78,142.52,14.12
20.95,27.5,39.19,1704.92,45.59,82.3,26.36,20.73,142.93,14.11
21.21,27.76,39.6,1698.0,46.53,82.4,26.33,20.8,139.2,14.39
21.13,28.05,39.79,1709.99,45.8,82.14,26.45,20.82,139.3,14.59
20.71,27.22,38.89,1660.0,45.62,78.9,25.83,20.29,133.78,14.34
20.5,27.03,38.7,1635.9,45.73,78.5,25.88,20.33,132.65,14.34
20.46,27.23,38.79,1645.0,44.66,78.19,25.51,20.68,133.7,14.31
20.44,27.28,38.61,1662.0,45.49,76.46,25.6,20.19,134.0,14.36
20.64,27.29,38.71,1675.0,44.78,76.89,25.45,20.37,133.33,14.4
20.16,27.06,38.45,1649.79,44.23,75.83,25.33,20.28,132.13,14.33
20.27,27.71,38.8,1670.0,44.49,79.75,25.66,21.28,134.1,14.48
20.28,27.61,39.1,1670.65,44.01,79.1,26.0,21.22,133.42,14.62
20.01,27.53,39.18,1672.0,44.0,79.61,26.1,21.28,134.55,14.61
19.85,27.27,39.1,1670.0,43.98,78.85,25.81,20.98,134.32,14.56
19.9,27.3,39.0,1667.06,44.09,78.37,26.13,20.68,133.83,14.52
20.37,27.99,40.26,1724.99,44.75,85.02,26.85,22.75,140.1,14.74
20.37,27.82,40.3,1726.0,45.23,83.69,26.75,22.9,140.31,16.21
20.07,27.58,39.47,1685.01,44.47,80.6,26.27,22.2,136.0,14.83
20.18,27.77,39.4,1694.0,44.23,80.43,26.06,22.39,134.88,14.68
20.0,27.81,38.9,1669.0,43.79,78.6,25.97,21.98,132.32,14.62
19.79,28.29,38.97,1663.36,41.95,77.02,26.12,21.58,131.24,14.81
19.42,28.13,38.45,1643.99,41.11,75.4,26.15,21.61,128.1,14.7
19.46,28.17,38.38,1641.0,41.2,80.22,26.31,22.24,127.81,14.68
19.46,28.05,37.82,1641.5,41.5,81.7,26.57,22.23,128.8,14.61
19.6,28.38,38.43,1646.57,41.48,82.07,26.6,22.36,129.62,14.66
19.52,28.54,38.03,1643.06,41.1,80.81,26.75,22.11,128.75,14.69
19.48,28.77,38.17,1640.0,41.51,82.25,26.71,21.84,128.68,14.73
19.58,29.13,38.7,1639.43,41.41,82.4,26.9,22.12,128.41,14.93
19.22,29.19,38.01,1577.0,40.11,79.0,26.4,21.3,125.14,14.81
19.49,29.58,38.99,1610.87,41.29,84.0,26.75,22.8,127.9,15.09
19.47,29.73,39.2,1635.0,41.41,84.01,26.87,22.1,128.89,15.15
19.13,30.25,39.48,1642.0,40.78,81.97,26.68,21.72,127.0,15.2
19.78,29.99,39.36,1619.0,40.3,81.15,26.46,22.06,127.38,15.1
20.52,30.09,40.17,1626.0,40.52,81.93,26.8,21.78,128.05,15.3
20.56,30.9,41.15,1638.0,41.2,86.9,27.07,22.3,131.11,15.47
20.83,31.12,41.25,1637.32,40.3,85.62,27.2,21.96,131.0,15.64
20.58,31.35,40.98,1650.0,39.25,84.92,27.49,20.4,131.78,15.72
20.44,31.0,40.19,1613.0,38.69,82.25,27.28,20.23,127.71,15.65
20.5,30.71,40.51,1604.91,37.45,79.81,27.09,19.35,126.3,15.73
20.44,30.42,40.3,1610.03,37.16,80.95,26.96,19.59,126.5,15.71
20.18,30.23,40.1,1596.0,35.95,78.52,26.96,18.87,123.82,15.71
20.18,30.71,40.68,1630.01,37.4,77.87,27.65,18.17,126.57,15.84
21.14,31.33,41.56,1676.0,41.0,82.7,28.14,19.6,132.99,15.92
21.18,31.31,42.38,1710.99,41.84,84.0,28.28,19.77,133.87,15.97
21.25,31.4,42.78,1706.0,41.87,84.45,28.18,20.21,133.59,16.05
20.85,31.62,42.73,1695.43,41.66,85.29,28.33,20.19,136.15,16.18
20.99,31.4,42.35,1670.0,41.86,84.53,28.68,19.98,134.38,16.2
21.38,33.0,43.59,1717.66,42.22,86.86,28.85,20.4,141.02,16.67
21.73,32.8,43.7,1718.38,42.43,87.51,29.06,20.62,141.1,16.8
21.52,32.95,44.07,1714.09,42.39,87.58,28.98,20.88,141.71,16.86
21.34,32.25,42.95,1694.98,42.08,85.64,28.69,20.68,139.76,16.48
21.46,32.18,43.12,1689.5,42.27,86.19,28.41,21.0,139.76,16.55
21.0,32.02,42.65,1681.55,42.23,85.23,28.2,20.62,139.53,16.53
21.3,32.04,42.9,1695.0,42.64,87.1,28.35,21.24,142.25,16.65
21.32,31.94,42.99,1685.06,42.52,86.65,28.26,21.6,142.59,16.58
21.16,31.52,42.34,1676.3,43.9,85.13,28.14,21.53,140.33,16.41
21.18,32.18,42.81,1695.1,44.56,85.0,28.85,21.02,141.59,16.61
21.1,31.87,42.5,1680.55,43.96,84.85,28.5,21.43,139.06,16.5
20.81,32.0,43.06,1683.63,41.95,82.3,28.55,20.8,138.25,16.51
20.8,31.67,42.88,1671.43,41.89,81.37,28.3,21.53,138.42,16.48
21.19,31.48,43.16,1694.49,43.6,84.89,28.5,22.16,141.16,16.5
21.4,31.95,43.81,1745.0,44.93,87.62,28.66,22.32,148.31,16.49
